Pathogen,Host_clean,Disease_name,HostTaxID,PathogenTaxID,PathogenGenus,PathogenFamily,PathogenOrder,PathogenClass,HostPhylum,HostClass,HostFamily,HostOrder,DetectionMethod,high_quality_detection,downstream_default_include,downstream_review_reason,in_gibb_etal,in_empres_i,PHEIC risk,MainSource
Alphainfluenzavirus influenzae (H7N9),Sibirionetta formosa,Influenza (H7N9 avian influenza),56278,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Aechmophorus occidentalis,Influenza (H7N9 avian influenza),57236,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,PODICIPEDIDAE,PODICIPEDIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Acerodon celebensis,Influenza (H7N9 avian influenza),58057,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,MAMMALIA,PTEROPODIDAE,CHIROPTERA,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Rousettus amplexicaudatus,Influenza (H7N9 avian influenza),58083,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,MAMMALIA,PTEROPODIDAE,CHIROPTERA,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Pipistrellus kuhlii,Influenza (H7N9 avian influenza),59472,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,MAMMALIA,VESPERTILIONIDAE,CHIROPTERA,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Pipistrellus kuhlii,Influenza (H7N9 avian influenza),59472,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,MAMMALIA,VESPERTILIONIDAE,CHIROPTERA,PCR/Sequencing,TRUE,FALSE,virion_host_flag_review,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Neofelis nebulosa,Influenza (H7N9 avian influenza),61452,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,MAMMALIA,FELIDAE,CARNIVORA,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Piranga ludoviciana,Influenza (H7N9 avian influenza),63520,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,CARDINALIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Myrmecophaga tridactyla,Influenza (H7N9 avian influenza),71006,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,MAMMALIA,MYRMECOPHAGIDAE,PILOSA,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Corvus frugilegus,Influenza (H7N9 avian influenza),75140,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,CORVIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Rissa tridactyla,Influenza (H7N9 avian influenza),75485,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,LARIDAE,CHARADRIIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Mareca americana,Influenza (H7N9 avian influenza),75832,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,Isolation/Observation,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Mareca americana,Influenza (H7N9 avian influenza),75832,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Anas carolinensis,Influenza (H7N9 avian influenza),75836,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Spatula clypeata,Influenza (H7N9 avian influenza),75838,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,Isolation/Observation,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Spatula clypeata,Influenza (H7N9 avian influenza),75838,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Anas crecca,Influenza (H7N9 avian influenza),75839,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,Antibodies,FALSE,FALSE,detection_method=Antibodies,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Anas crecca,Influenza (H7N9 avian influenza),75839,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Spatula cyanoptera,Influenza (H7N9 avian influenza),75840,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Spatula discors,Influenza (H7N9 avian influenza),75842,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,Isolation/Observation,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Spatula discors,Influenza (H7N9 avian influenza),75842,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Anas poecilorhyncha,Influenza (H7N9 avian influenza),75854,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,Isolation/Observation,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Anas poecilorhyncha,Influenza (H7N9 avian influenza),75854,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Spatula querquedula,Influenza (H7N9 avian influenza),75856,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Anas rubripes,Influenza (H7N9 avian influenza),75857,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,Isolation/Observation,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Anas rubripes,Influenza (H7N9 avian influenza),75857,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Mareca strepera,Influenza (H7N9 avian influenza),75861,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,Isolation/Observation,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Mareca strepera,Influenza (H7N9 avian influenza),75861,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Tadorna tadorna,Influenza (H7N9 avian influenza),75865,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,Isolation/Observation,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Somateria mollissima,Influenza (H7N9 avian influenza),76058,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Eidolon helvum,Influenza (H7N9 avian influenza),77214,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,MAMMALIA,PTEROPODIDAE,CHIROPTERA,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Fulica americana,Influenza (H7N9 avian influenza),81903,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,RALLIDAE,GRUIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Semnopithecus entellus,Influenza (H7N9 avian influenza),88029,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,MAMMALIA,CERCOPITHECIDAE,PRIMATES,Antibodies,FALSE,FALSE,detection_method=Antibodies,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Bubalus bubalis,Influenza (H7N9 avian influenza),89462,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,MAMMALIA,BOVIDAE,ARTIODACTYLA,Antibodies,FALSE,FALSE,detection_method=Antibodies,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Catharus ustulatus,Influenza (H7N9 avian influenza),91951,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,TURDIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Coturnix japonica,Influenza (H7N9 avian influenza),93934,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,PHASIANIDAE,GALLIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Chrotogale owstoni,Influenza (H7N9 avian influenza),94184,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,MAMMALIA,VIVERRIDAE,CARNIVORA,Isolation/Observation,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Falco tinnunculus,Influenza (H7N9 avian influenza),100819,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,FALCONIDAE,FALCONIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Tachybaptus ruficollis,Influenza (H7N9 avian influenza),100828,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,PODICIPEDIDAE,PODICIPEDIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Bucephala clangula,Influenza (H7N9 avian influenza),107022,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Mergellus albellus,Influenza (H7N9 avian influenza),107026,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Sterna hirundo,Influenza (H7N9 avian influenza),108405,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,LARIDAE,CHARADRIIFORMES,Isolation/Observation,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Sterna hirundo,Influenza (H7N9 avian influenza),108405,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,LARIDAE,CHARADRIIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Ardea alba,Influenza (H7N9 avian influenza),110620,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ARDEIDAE,PELECANIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Butorides virescens,Influenza (H7N9 avian influenza),110671,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Cygnus columbianus,Influenza (H7N9 avian influenza),110926,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,Antibodies,FALSE,FALSE,detection_method=Antibodies,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Cygnus columbianus,Influenza (H7N9 avian influenza),110926,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Larus glaucescens,Influenza (H7N9 avian influenza),119606,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,LARIDAE,CHARADRIIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Larus schistisagus,Influenza (H7N9 avian influenza),119607,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,LARIDAE,CHARADRIIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Larus michahellis,Influenza (H7N9 avian influenza),119627,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,LARIDAE,CHARADRIIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Larus hyperboreus,Influenza (H7N9 avian influenza),119637,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,LARIDAE,CHARADRIIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),larus mongolicus,Influenza (H7N9 avian influenza),119967,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Leucophaeus atricilla,Influenza (H7N9 avian influenza),126679,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Larus californicus,Influenza (H7N9 avian influenza),126681,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,LARIDAE,CHARADRIIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Larus delawarensis,Influenza (H7N9 avian influenza),126683,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,LARIDAE,CHARADRIIFORMES,Antibodies,FALSE,FALSE,detection_method=Antibodies,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Larus delawarensis,Influenza (H7N9 avian influenza),126683,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,LARIDAE,CHARADRIIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Ichthyaetus ichthyaetus,Influenza (H7N9 avian influenza),126702,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,NA,NA,NA,NA,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Ochotona curzoniae,Influenza (H7N9 avian influenza),130825,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,MAMMALIA,OCHOTONIDAE,LAGOMORPHA,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Anser brachyrhynchus,Influenza (H7N9 avian influenza),132585,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Anser fabalis,Influenza (H7N9 avian influenza),132587,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Icteria virens,Influenza (H7N9 avian influenza),135437,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ICTERIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Lophura leucomelanos,Influenza (H7N9 avian influenza),140445,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,PHASIANIDAE,GALLIFORMES,Isolation/Observation,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Lophura leucomelanos,Influenza (H7N9 avian influenza),140445,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,PHASIANIDAE,GALLIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Geothlypis tolmiei,Influenza (H7N9 avian influenza),142474,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,PARULIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Falco naumanni,Influenza (H7N9 avian influenza),148594,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,FALCONIDAE,FALCONIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Amazona autumnalis,Influenza (H7N9 avian influenza),151759,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,PSITTACIDAE,PSITTACIFORMES,Isolation/Observation,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Catharus fuscescens,Influenza (H7N9 avian influenza),159581,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,TURDIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Bombycilla cedrorum,Influenza (H7N9 avian influenza),161648,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,BOMBYCILLIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Arctocephalus australis,Influenza (H7N9 avian influenza),161928,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,MAMMALIA,OTARIIDAE,CARNIVORA,Antibodies,FALSE,FALSE,detection_method=Antibodies,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Larus crassirostris,Influenza (H7N9 avian influenza),179808,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,LARIDAE,CHARADRIIFORMES,Antibodies,FALSE,FALSE,detection_method=Antibodies,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Parkesia noveboracensis,Influenza (H7N9 avian influenza),182947,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,PARULIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Contopus sordidulus,Influenza (H7N9 avian influenza),183522,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,TYRANNIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Empidonax difficilis,Influenza (H7N9 avian influenza),183525,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,TYRANNIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Branta leucopsis,Influenza (H7N9 avian influenza),184711,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Egretta garzetta,Influenza (H7N9 avian influenza),188379,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ARDEIDAE,PELECANIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Aythya collaris,Influenza (H7N9 avian influenza),189535,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Caiman latirostris,Influenza (H7N9 avian influenza),190476,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,REPTILIA,ALLIGATORIDAE,CROCODYLIA,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Calidris acuminata,Influenza (H7N9 avian influenza),192723,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,SCOLOPACIDAE,CHARADRIIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Leiothrix argentauris,Influenza (H7N9 avian influenza),201335,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,LEIOTRICHIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Empidonax alnorum,Influenza (H7N9 avian influenza),209618,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,TYRANNIDAE,PASSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Accipiter trivirgatus,Influenza (H7N9 avian influenza),210844,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Nisaetus nipalensis,Influenza (H7N9 avian influenza),214438,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Aythya ferina,Influenza (H7N9 avian influenza),219593,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Aythya fuligula,Influenza (H7N9 avian influenza),219594,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Cygnus cygnus,Influenza (H7N9 avian influenza),219595,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,Isolation/Observation,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Cygnus cygnus,Influenza (H7N9 avian influenza),219595,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,ANATIDAE,ANSERIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
Alphainfluenzavirus influenzae (H7N9),Calidris canutus,Influenza (H7N9 avian influenza),227173,11320,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,CHORDATA,AVES,SCOLOPACIDAE,CHARADRIIFORMES,PCR/Sequencing,TRUE,TRUE,NA,FALSE,FALSE,High,VIRION
