pathogen,pathogen_raw_examples,pathogen_tax_id,pheic_risk,disease_name,disease_name_raw_examples,host_tax_id,host,pathogen_class,pathogen_order,pathogen_family,pathogen_genus,host_phylum,host_class,host_family,host_order,detection_method,main_source,pathogen_type,is_zoonotic,zoonotic_status,canonicalization_status,pathogen_raw,disease_name_raw,pathogen_family_raw,pathogen_genus_raw,pathogen_type_raw,pathogen_clean,disease_name_clean,pathogen_family_clean,pathogen_genus_clean,pathogen_type_clean
Alphavirus chikungunya,Alphavirus chikungunya,3426298,High,Chikungunya fever,Chikungunya fever,249015,Peropteryx macrotis,alsuviricetes,martellivirales,togaviridae,alphavirus,chordata,mammalia,emballonuridae,chiroptera,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Alphavirus chikungunya,Chikungunya fever,togaviridae,alphavirus,virus,alphavirus chikungunya,chikungunya fever,togaviridae,alphavirus,virus
Alphavirus chikungunya,Alphavirus chikungunya,37124,High,Chikungunya fever,Chikungunya fever,10117,Rattus rattus,alsuviricetes,martellivirales,togaviridae,alphavirus,chordata,mammalia,muridae,rodentia,Antibodies,VIRION,virus,TRUE,zoonotic,identity,Alphavirus chikungunya,Chikungunya fever,togaviridae,alphavirus,virus,alphavirus chikungunya,chikungunya fever,togaviridae,alphavirus,virus
Alphavirus chikungunya,Alphavirus chikungunya,37124,High,Chikungunya fever,Chikungunya fever,9407,Rousettus aegyptiacus,alsuviricetes,martellivirales,togaviridae,alphavirus,chordata,mammalia,pteropodidae,chiroptera,Isolation/Observation,VIRION,virus,TRUE,zoonotic,identity,Alphavirus chikungunya,Chikungunya fever,togaviridae,alphavirus,virus,alphavirus chikungunya,chikungunya fever,togaviridae,alphavirus,virus
Alphavirus chikungunya,Alphavirus chikungunya,37124,High,Chikungunya fever,Chikungunya fever,9408,Rousettus leschenaultii,alsuviricetes,martellivirales,togaviridae,alphavirus,chordata,mammalia,pteropodidae,chiroptera,Isolation/Observation,VIRION,virus,TRUE,zoonotic,identity,Alphavirus chikungunya,Chikungunya fever,togaviridae,alphavirus,virus,alphavirus chikungunya,chikungunya fever,togaviridae,alphavirus,virus
Alphavirus chikungunya,Alphavirus chikungunya,37124,High,Chikungunya fever,Chikungunya fever,153297,Scotophilus kuhlii,alsuviricetes,martellivirales,togaviridae,alphavirus,chordata,mammalia,vespertilionidae,chiroptera,Isolation/Observation,VIRION,virus,TRUE,zoonotic,identity,Alphavirus chikungunya,Chikungunya fever,togaviridae,alphavirus,virus,alphavirus chikungunya,chikungunya fever,togaviridae,alphavirus,virus
Alphavirus chikungunya,Alphavirus chikungunya,3426298,High,Chikungunya fever,Chikungunya fever,196700,Sturnira parvidens,alsuviricetes,martellivirales,togaviridae,alphavirus,chordata,mammalia,phyllostomidae,chiroptera,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Alphavirus chikungunya,Chikungunya fever,togaviridae,alphavirus,virus,alphavirus chikungunya,chikungunya fever,togaviridae,alphavirus,virus
Alphavirus chikungunya,Alphavirus chikungunya,37124,High,Chikungunya fever,Chikungunya fever,327507,Xerus erythropus,alsuviricetes,martellivirales,togaviridae,alphavirus,chordata,mammalia,sciuridae,rodentia,Isolation/Observation,VIRION,virus,TRUE,zoonotic,identity,Alphavirus chikungunya,Chikungunya fever,togaviridae,alphavirus,virus,alphavirus chikungunya,chikungunya fever,togaviridae,alphavirus,virus
Alphavirus chikungunya,Alphavirus chikungunya,37124,High,Chikungunya fever,Chikungunya fever,60710,chlorocebus pygerythrus,alsuviricetes,martellivirales,togaviridae,alphavirus,,,,,Antibodies,VIRION,virus,TRUE,zoonotic,identity,Alphavirus chikungunya,Chikungunya fever,togaviridae,alphavirus,virus,alphavirus chikungunya,chikungunya fever,togaviridae,alphavirus,virus
Alphavirus chikungunya,Alphavirus chikungunya,37124,High,Chikungunya fever,Chikungunya fever,13515,eulemur fulvus,alsuviricetes,martellivirales,togaviridae,alphavirus,,,,,Antibodies,VIRION,virus,TRUE,zoonotic,identity,Alphavirus chikungunya,Chikungunya fever,togaviridae,alphavirus,virus,alphavirus chikungunya,chikungunya fever,togaviridae,alphavirus,virus
Alphavirus chikungunya,Alphavirus chikungunya,37124,High,Chikungunya fever,Chikungunya fever,9465,galago senegalensis,alsuviricetes,martellivirales,togaviridae,alphavirus,,,,,Antibodies; Not specified,VIRION,virus,TRUE,zoonotic,identity,Alphavirus chikungunya,Chikungunya fever,togaviridae,alphavirus,virus,alphavirus chikungunya,chikungunya fever,togaviridae,alphavirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,59523,Antidorcas marsupialis,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,bovidae,artiodactyla,Antibodies,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,9368,Atelerix albiventris,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,erinaceidae,eulipotyphla,Isolation/Observation,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,9913,Bos taurus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,bovidae,artiodactyla,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,89462,Bubalus bubalis,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,bovidae,artiodactyla,Antibodies; PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,9837,Camelus bactrianus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,,,,,Antibodies,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,9838,Camelus dromedarius,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,camelidae,artiodactyla,Antibodies; PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,9612,Canis lupus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,canidae,carnivora,Antibodies,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,9925,Capra hircus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,bovidae,artiodactyla,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,1073286,Capricornis milneedwardsii,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,,,,,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,9807,Ceratotherium simum,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,rhinocerotidae,perissodactyla,Antibodies,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,9793,Equus asinus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,equidae,perissodactyla,Antibodies,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,9796,Equus caballus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,equidae,perissodactyla,Antibodies,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,9606,Homo sapiens,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,,,,,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,9983,Lepus europaeus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,leporidae,lagomorpha,Isolation/Observation,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,9622,Lycaon pictus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,canidae,carnivora,Antibodies,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,10090,Mus musculus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,muridae,rodentia,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,8996,Numida meleagris,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,aves,numididae,galliformes,Antibodies,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,51300,Nyctalus noctula,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,vespertilionidae,chiroptera,Antibodies,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,9940,Ovis aries,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,bovidae,artiodactyla,Antibodies; Not specified; PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,10116,Rattus norvegicus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,muridae,rodentia,Antibodies; PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,10117,Rattus rattus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,muridae,rodentia,Antibodies; PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,8801,Struthio camelus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,aves,struthionidae,struthioniformes,Antibodies,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,37032,Suricata suricatta,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,herpestidae,carnivora,Antibodies,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,9970,Syncerus caffer,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,bovidae,artiodactyla,Antibodies,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,86975,Testudo graeca,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,reptilia,testudinidae,testudines,PCR/Sequencing,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,9627,Vulpes vulpes,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,chordata,mammalia,canidae,carnivora,Antibodies,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,9897,aepyceros melampus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,,,,,Antibodies,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,59517,alcelaphus buselaphus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,,,,,Antibodies,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,9931,damaliscus pygargus,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,,,,,Antibodies,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,9805,diceros bicornis,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,,,,,Antibodies,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,89252,equus quagga,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,,,,,Antibodies,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
Orthonairovirus haemorrhagiae,Orthonairovirus haemorrhagiae,3052518,High,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,410299,gerbilliscus brantsii,ellioviricetes,bunyavirales,nairoviridae,orthonairovirus,,,,,Antibodies,VIRION,virus,TRUE,zoonotic,identity,Orthonairovirus haemorrhagiae,Crimean-Congo hemorrhagic fever,nairoviridae,orthonairovirus,virus,orthonairovirus hemorrhagiae,crimean congo hemorrhagic fever,nairoviridae,orthonairovirus,virus
