disease_name,disease_name_clean,host,host_tax_id,host_class,host_order,host_family,pathogen_count_in_disease_host_network,pathogen_examples,detection_method_examples,main_source_examples,vector_species,vector_group,best_evidence_level,best_evidence_basis,record_sources,supporting_row_count,disease_vector_taxon_rank,disease_vector_review_needed,host_vector_species,vector_taxon_rank,vector_species_needs_review,vector_host_record_count,vector_name_taxonomy_examples,source_platform_examples,source_dataset_examples,interaction_type_examples,country_examples,review_reason_examples,vector_join_key,link_type,vector_join_match_type,taxonomy_caution
West Nile fever,west nile fever,Mimus polyglottos,60713,aves,passeriformes,mimidae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex stigmatosoma,mosquito,probable,lab,EFSA; lit_review,2,species,FALSE,Culex stigmatosoma,species,FALSE,1,Culex stigmatosoma,VectorMap,BloodMealMap,blood_meal,Unites States,,culex stigmatosoma,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Mimus polyglottos,60713,aves,passeriformes,mimidae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex tarsalis,mosquito,confirmed,review,EFSA; lit_review,3,species,FALSE,Culex tarsalis,species,FALSE,3,Culex tarsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,culex tarsalis,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Molothrus ater,84834,aves,passeriformes,icteridae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex pipiens,mosquito,confirmed,review,EFSA; lit_review,6,species,FALSE,Culex pipiens,species,FALSE,3,Culex pipiens,VectorMap,BloodMealMap,blood_meal,Unites States,,culex pipiens,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Molothrus ater,84834,aves,passeriformes,icteridae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex quinquefasciatus,mosquito,probable,field+lab,EFSA; lit_review,2,species,FALSE,Culex quinquefasciatus,species,FALSE,1,Culex quinquefasciatus,VectorMap,BloodMealMap,blood_meal,Unites States,,culex quinquefasciatus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Molothrus ater,84834,aves,passeriformes,icteridae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex restuans,mosquito,probable,efsa_appendix_g,EFSA,1,species,FALSE,Culex restuans,species,FALSE,2,Culex restuans,VectorMap,BloodMealMap,blood_meal,Unites States,,culex restuans,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Molothrus ater,84834,aves,passeriformes,icteridae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex salinarius,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Culex salinarius,species,FALSE,1,Culex salinarius,VectorMap,BloodMealMap,blood_meal,Unites States,,culex salinarius,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Molothrus ater,84834,aves,passeriformes,icteridae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex stigmatosoma,mosquito,probable,lab,EFSA; lit_review,2,species,FALSE,Culex stigmatosoma,species,FALSE,1,Culex stigmatosoma,VectorMap,BloodMealMap,blood_meal,Unites States,,culex stigmatosoma,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Molothrus ater,84834,aves,passeriformes,icteridae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex tarsalis,mosquito,confirmed,review,EFSA; lit_review,3,species,FALSE,Culex tarsalis,species,FALSE,3,Culex tarsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,culex tarsalis,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Molothrus ater,84834,aves,passeriformes,icteridae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culiseta melanura,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Culiseta melanura,species,FALSE,2,Culiseta melanura,VectorMap,BloodMealMap,blood_meal,Unites States,,culiseta melanura,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Mus musculus,10090,mammalia,rodentia,muridae,2,Orthoflavivirus nilense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,culex quinquefasciatus,mosquito,probable,field+lab,EFSA; lit_review,2,species,FALSE,Culex quinquefasciatus,species,FALSE,1,Culex quinquefasciatus,VectorMap,BloodMealMap,blood_meal,Unites States,,culex quinquefasciatus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Mus musculus,10090,mammalia,rodentia,muridae,2,Orthoflavivirus nilense,Isolation/Observation; Not specified; PCR/Sequencing,VIRION,culex tarsalis,mosquito,confirmed,review,EFSA; lit_review,3,species,FALSE,Culex tarsalis,species,FALSE,1,Culex tarsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,culex tarsalis,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Nannopterum auritum,56069,,,,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex pipiens,mosquito,confirmed,review,EFSA; lit_review,6,species,FALSE,Culex pipiens,species,FALSE,1,Culex pipiens,VectorMap,BloodMealMap,blood_meal,Unites States,,culex pipiens,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Odocoileus virginianus,9874,mammalia,artiodactyla,cervidae,1,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,aedes albopictus,mosquito,confirmed,review,EFSA; lit_review,4,species,FALSE,Aedes albopictus,species,FALSE,1,Aedes albopictus,VectorMap,BloodMealMap,blood_meal,Unites States,,aedes albopictus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Odocoileus virginianus,9874,mammalia,artiodactyla,cervidae,1,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,aedes canadensis,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Aedes canadensis,species,FALSE,2,Aedes canadensis,VectorMap,BloodMealMap,blood_meal,Unites States,,aedes canadensis,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Odocoileus virginianus,9874,mammalia,artiodactyla,cervidae,1,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,aedes excrucians,mosquito,candidate,review,lit_review,1,species,FALSE,Aedes excrucians,species,FALSE,2,Aedes excrucians,VectorMap,BloodMealMap,blood_meal,Unites States,,aedes excrucians,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Odocoileus virginianus,9874,mammalia,artiodactyla,cervidae,1,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,aedes japonicus,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Aedes japonicus,species,FALSE,2,Aedes japonicus,VectorMap,BloodMealMap,blood_meal,Unites States,,aedes japonicus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Odocoileus virginianus,9874,mammalia,artiodactyla,cervidae,1,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,aedes triseriatus,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Aedes triseriatus,species,FALSE,2,Aedes triseriatus,VectorMap,BloodMealMap,blood_meal,Unites States,,aedes triseriatus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Odocoileus virginianus,9874,mammalia,artiodactyla,cervidae,1,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,aedes vexans,mosquito,candidate,review,EFSA; lit_review,3,species,FALSE,Aedes vexans,species,FALSE,4,Aedes vexans,VectorMap,BloodMealMap,blood_meal,Unites States,,aedes vexans,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Odocoileus virginianus,9874,mammalia,artiodactyla,cervidae,1,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,coquillettidia perturbans,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Coquillettidia perturbans,species,FALSE,6,Coquillettidia perturbans,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,United States; Unites States,,coquillettidia perturbans,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Odocoileus virginianus,9874,mammalia,artiodactyla,cervidae,1,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,culex pipiens,mosquito,confirmed,review,EFSA; lit_review,6,species,FALSE,Culex pipiens,species,FALSE,2,Culex pipiens,VectorMap,BloodMealMap,blood_meal,Unites States,,culex pipiens,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Odocoileus virginianus,9874,mammalia,artiodactyla,cervidae,1,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,culex quinquefasciatus,mosquito,probable,field+lab,EFSA; lit_review,2,species,FALSE,Culex quinquefasciatus,species,FALSE,1,Culex quinquefasciatus,VectorMap,BloodMealMap,blood_meal,Unites States,,culex quinquefasciatus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Odocoileus virginianus,9874,mammalia,artiodactyla,cervidae,1,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,culex salinarius,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Culex salinarius,species,FALSE,1,Culex salinarius,VectorMap,BloodMealMap,blood_meal,Unites States,,culex salinarius,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Odocoileus virginianus,9874,mammalia,artiodactyla,cervidae,1,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,culiseta inornata,mosquito,candidate,lab,EFSA; lit_review,2,species,FALSE,Culiseta inornata,species,FALSE,1,Culiseta inornata,VectorMap,BloodMealMap,blood_meal,Unites States,,culiseta inornata,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Odocoileus virginianus,9874,mammalia,artiodactyla,cervidae,1,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,culiseta melanura,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Culiseta melanura,species,FALSE,2,Culiseta melanura,VectorMap,BloodMealMap,blood_meal,Unites States,,culiseta melanura,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Oryctolagus cuniculus,9986,mammalia,lagomorpha,leporidae,1,Orthoflavivirus nilense,Antibodies,VIRION,aedes albopictus,mosquito,confirmed,review,EFSA; lit_review,4,species,FALSE,Aedes albopictus,species,FALSE,1,Aedes albopictus,VectorMap,BloodMealMap,blood_meal,Japan,,aedes albopictus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Oryctolagus cuniculus,9986,mammalia,lagomorpha,leporidae,1,Orthoflavivirus nilense,Antibodies,VIRION,anopheles atroparvus,mosquito,candidate,review,lit_review,1,species,FALSE,Anopheles atroparvus,species,FALSE,24,Anopheles atroparvus,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,ESP; United Kingdom,,anopheles atroparvus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Oryctolagus cuniculus,9986,mammalia,lagomorpha,leporidae,1,Orthoflavivirus nilense,Antibodies,VIRION,culex pipiens,mosquito,confirmed,review,EFSA; lit_review,6,species,FALSE,Culex pipiens,species,FALSE,1,Culex pipiens,MapVEu,MapVEu,blood_meal,United Kingdom,,culex pipiens,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Ovis aries,9940,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; Not specified; PCR/Sequencing,VIRION,aedes dorsalis,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Aedes dorsalis,species,FALSE,1,Aedes dorsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,aedes dorsalis,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Ovis aries,9940,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; Not specified; PCR/Sequencing,VIRION,aedes geniculatus,mosquito,candidate,review,lit_review,1,species,FALSE,Aedes geniculatus,species,FALSE,1,Aedes geniculatus,VectorMap,BloodMealMap,blood_meal,Switzerland,,aedes geniculatus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Ovis aries,9940,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; Not specified; PCR/Sequencing,VIRION,aedes japonicus,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Aedes japonicus,species,FALSE,1,Aedes japonicus,VectorMap,BloodMealMap,blood_meal,Switzerland,,aedes japonicus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Ovis aries,9940,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; Not specified; PCR/Sequencing,VIRION,aedes vexans,mosquito,candidate,review,EFSA; lit_review,3,species,FALSE,Aedes vexans,species,FALSE,10,Aedes vexans,VectorMap,BloodMealMap,blood_meal,Senegal; Serbia; Switzerland; Unites States,,aedes vexans,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Ovis aries,9940,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; Not specified; PCR/Sequencing,VIRION,anopheles atroparvus,mosquito,candidate,review,lit_review,1,species,FALSE,Anopheles atroparvus,species,FALSE,3,Anopheles atroparvus,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,ESP; United Kingdom,,anopheles atroparvus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Ovis aries,9940,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; Not specified; PCR/Sequencing,VIRION,culex pipiens,mosquito,confirmed,review,EFSA; lit_review,6,species,FALSE,Culex pipiens,species,FALSE,9,Culex pipiens,VectorMap,BloodMealMap,blood_meal,Iran; Kenya,,culex pipiens,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Ovis aries,9940,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; Not specified; PCR/Sequencing,VIRION,culex quinquefasciatus,mosquito,probable,field+lab,EFSA; lit_review,2,species,FALSE,Culex quinquefasciatus,species,FALSE,1,Culex quinquefasciatus,VectorMap,BloodMealMap,blood_meal,Brazil,,culex quinquefasciatus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Ovis aries,9940,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; Not specified; PCR/Sequencing,VIRION,culex salinarius,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Culex salinarius,species,FALSE,1,Culex salinarius,VectorMap,BloodMealMap,blood_meal,Unites States,,culex salinarius,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Ovis aries,9940,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; Not specified; PCR/Sequencing,VIRION,culex sitiens,mosquito,candidate,efsa_appendix_g,EFSA; lit_review,2,species,FALSE,Culex sitiens,species,FALSE,2,Culex sitiens,VectorMap,BloodMealMap,blood_meal,Iran,,culex sitiens,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Ovis aries,9940,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; Not specified; PCR/Sequencing,VIRION,culex tarsalis,mosquito,confirmed,review,EFSA; lit_review,3,species,FALSE,Culex tarsalis,species,FALSE,2,Culex tarsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,culex tarsalis,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Ovis aries,9940,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; Not specified; PCR/Sequencing,VIRION,culex univittatus,mosquito,probable,efsa_appendix_g,EFSA; lit_review,2,species,FALSE,Culex univittatus,species,FALSE,1,Culex univittatus,VectorMap,BloodMealMap,blood_meal,Kenya,,culex univittatus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Ovis aries,9940,mammalia,artiodactyla,bovidae,2,Orthoflavivirus nilense,Antibodies; Not specified; PCR/Sequencing,VIRION,culiseta inornata,mosquito,candidate,lab,EFSA; lit_review,2,species,FALSE,Culiseta inornata,species,FALSE,1,Culiseta inornata,VectorMap,BloodMealMap,blood_meal,Unites States,,culiseta inornata,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Pan troglodytes,9598,mammalia,primates,hominidae,1,Orthoflavivirus nilense,Antibodies; Not specified,VIRION,culex annulirostris,mosquito,confirmed,field+lab,EFSA; lit_review,2,species,FALSE,Culex annulirostris,species,FALSE,1,Culex annulirostris,VectorMap,BloodMealMap,blood_meal,Australia,,culex annulirostris,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Panthera leo,9689,mammalia,carnivora,felidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,aedes japonicus,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Aedes japonicus,species,FALSE,1,Aedes japonicus,VectorMap,BloodMealMap,blood_meal,Switzerland,,aedes japonicus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Panthera leo,9689,mammalia,carnivora,felidae,2,Orthoflavivirus nilense,Antibodies; PCR/Sequencing,VIRION,aedes vexans,mosquito,candidate,review,EFSA; lit_review,3,species,FALSE,Aedes vexans,species,FALSE,1,Aedes vexans,VectorMap,BloodMealMap,blood_meal,Unites States,,aedes vexans,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Panthera tigris,9694,mammalia,carnivora,felidae,1,Orthoflavivirus nilense,Antibodies,VIRION,aedes vexans,mosquito,candidate,review,EFSA; lit_review,3,species,FALSE,Aedes vexans,species,FALSE,1,Aedes vexans,VectorMap,BloodMealMap,blood_meal,Unites States,,aedes vexans,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Panthera tigris,9694,mammalia,carnivora,felidae,1,Orthoflavivirus nilense,Antibodies,VIRION,culex quinquefasciatus,mosquito,probable,field+lab,EFSA; lit_review,2,species,FALSE,Culex quinquefasciatus,species,FALSE,1,Culex quinquefasciatus,VectorMap,BloodMealMap,blood_meal,Unites States,,culex quinquefasciatus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Panthera uncia,29064,mammalia,carnivora,felidae,1,Orthoflavivirus nilense,Antibodies,VIRION,culex quinquefasciatus,mosquito,probable,field+lab,EFSA; lit_review,2,species,FALSE,Culex quinquefasciatus,species,FALSE,1,Culex quinquefasciatus,VectorMap,BloodMealMap,blood_meal,Unites States,,culex quinquefasciatus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Parus major,9157,aves,passeriformes,paridae,1,Orthoflavivirus nilense,PCR/Sequencing,VIRION,aedes vexans,mosquito,candidate,review,EFSA; lit_review,3,species,FALSE,Aedes vexans,species,FALSE,1,Aedes vexans,VectorMap,BloodMealMap,blood_meal,Switzerland,,aedes vexans,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Parus major,9157,aves,passeriformes,paridae,1,Orthoflavivirus nilense,PCR/Sequencing,VIRION,culex modestus,mosquito,confirmed,review,EFSA; lit_review,8,species,FALSE,Culex modestus,species,FALSE,1,Culex modestus,VectorMap,BloodMealMap,blood_meal,Czechia,,culex modestus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Parus major,9157,aves,passeriformes,paridae,1,Orthoflavivirus nilense,PCR/Sequencing,VIRION,culex pipiens,mosquito,confirmed,review,EFSA; lit_review,6,species,FALSE,Culex pipiens,species,FALSE,1,Culex pipiens,VectorMap,BloodMealMap,blood_meal,United Kingdom,,culex pipiens,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Passer domesticus,48849,aves,passeriformes,passeridae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,aedes japonicus,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Aedes japonicus,species,FALSE,1,Aedes japonicus,VectorMap,BloodMealMap,blood_meal,Switzerland,,aedes japonicus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Passer domesticus,48849,aves,passeriformes,passeridae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,aedes vexans,mosquito,candidate,review,EFSA; lit_review,3,species,FALSE,Aedes vexans,species,FALSE,2,Aedes vexans,VectorMap,BloodMealMap,blood_meal,Switzerland; Unites States,,aedes vexans,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Passer domesticus,48849,aves,passeriformes,passeridae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,anopheles plumbeus,mosquito,candidate,review,lit_review,2,species,FALSE,Anopheles plumbeus,species,FALSE,1,Anopheles plumbeus,VectorMap,BloodMealMap,blood_meal,Switzerland,,anopheles plumbeus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Passer domesticus,48849,aves,passeriformes,passeridae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex modestus,mosquito,confirmed,review,EFSA; lit_review,8,species,FALSE,Culex modestus,species,FALSE,1,Culex modestus,VectorMap,BloodMealMap,blood_meal,Czechia,,culex modestus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Passer domesticus,48849,aves,passeriformes,passeridae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex molestus,mosquito,candidate,review,lit_review,1,species,FALSE,Culex molestus,species,FALSE,1,Culex molestus,VectorMap,BloodMealMap,blood_meal,Unites States,,culex molestus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Passer domesticus,48849,aves,passeriformes,passeridae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex perexiguus,mosquito,confirmed,review,lit_review,2,species,FALSE,Culex perexiguus,species,FALSE,2,Culex perexiguus,VectorMap,BloodMealMap,blood_meal,ESP; Israel,,culex perexiguus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Passer domesticus,48849,aves,passeriformes,passeridae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex pipiens,mosquito,confirmed,review,EFSA; lit_review,6,species,FALSE,Culex pipiens,species,FALSE,24,Culex pipiens,MapVEu; VectorMap,BloodMealMap; MapVEu,blood_meal,ESP; Israel; Italy; Serbia; United Kingdom; Unites States,,culex pipiens,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Passer domesticus,48849,aves,passeriformes,passeridae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex quinquefasciatus,mosquito,probable,field+lab,EFSA; lit_review,2,species,FALSE,Culex quinquefasciatus,species,FALSE,8,Culex quinquefasciatus,VectorMap,BloodMealMap,blood_meal,Australia; Brazil; Unites States,,culex quinquefasciatus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Passer domesticus,48849,aves,passeriformes,passeridae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex restuans,mosquito,probable,efsa_appendix_g,EFSA,1,species,FALSE,Culex restuans,species,FALSE,2,Culex restuans,VectorMap,BloodMealMap,blood_meal,Unites States,,culex restuans,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Passer domesticus,48849,aves,passeriformes,passeridae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex stigmatosoma,mosquito,probable,lab,EFSA; lit_review,2,species,FALSE,Culex stigmatosoma,species,FALSE,2,Culex stigmatosoma,VectorMap,BloodMealMap,blood_meal,Unites States,,culex stigmatosoma,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Passer domesticus,48849,aves,passeriformes,passeridae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex tarsalis,mosquito,confirmed,review,EFSA; lit_review,3,species,FALSE,Culex tarsalis,species,FALSE,6,Culex tarsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,culex tarsalis,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Passer domesticus,48849,aves,passeriformes,passeridae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culiseta melanura,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Culiseta melanura,species,FALSE,2,Culiseta melanura,VectorMap,BloodMealMap,blood_meal,Unites States,,culiseta melanura,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Pelecanus erythrorhynchos,33618,aves,pelecaniformes,pelecanidae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex tarsalis,mosquito,confirmed,review,EFSA; lit_review,3,species,FALSE,Culex tarsalis,species,FALSE,1,Culex tarsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,culex tarsalis,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Phasianus colchicus,9054,aves,galliformes,phasianidae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,coquillettidia perturbans,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Coquillettidia perturbans,species,FALSE,1,Coquillettidia perturbans,VectorMap,BloodMealMap,blood_meal,Unites States,,coquillettidia perturbans,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Phasianus colchicus,9054,aves,galliformes,phasianidae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex pipiens,mosquito,confirmed,review,EFSA; lit_review,6,species,FALSE,Culex pipiens,species,FALSE,2,Culex pipiens,VectorMap,BloodMealMap,blood_meal,Czechia; Unites States,,culex pipiens,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Phasianus colchicus,9054,aves,galliformes,phasianidae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex quinquefasciatus,mosquito,probable,field+lab,EFSA; lit_review,2,species,FALSE,Culex quinquefasciatus,species,FALSE,2,Culex quinquefasciatus,VectorMap,BloodMealMap,blood_meal,Unites States,,culex quinquefasciatus,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Phasianus colchicus,9054,aves,galliformes,phasianidae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex salinarius,mosquito,candidate,efsa_appendix_g,EFSA,1,species,FALSE,Culex salinarius,species,FALSE,1,Culex salinarius,VectorMap,BloodMealMap,blood_meal,Unites States,,culex salinarius,disease_host_vector_derived,exact_normalized_vector_name,FALSE
West Nile fever,west nile fever,Phasianus colchicus,9054,aves,galliformes,phasianidae,2,Orthoflavivirus nilense,Isolation/Observation; PCR/Sequencing,VIRION,culex tarsalis,mosquito,confirmed,review,EFSA; lit_review,3,species,FALSE,Culex tarsalis,species,FALSE,2,Culex tarsalis,VectorMap,BloodMealMap,blood_meal,Unites States,,culex tarsalis,disease_host_vector_derived,exact_normalized_vector_name,FALSE
