disease,v_species,v_group,evidence_level,evidence_basis,location,source,notes,record_source
SFTSV,Amblyomma testudinarium,tick,confirmed,field,"Miyazaki Prefecture, Japan",Sato et al. 2021,primary vector; virus isolated,lit_review
SFTSV,Haemaphysalis flava,tick,probable,field,"Miyazaki Prefecture, Japan",Sato et al. 2021,virus isolated; potential human vector,lit_review
SFTSV,Haemaphysalis formosensis,tick,candidate,field,"Miyazaki Prefecture, Japan",Sato et al. 2021,virus isolated; maintenance role,lit_review
SFTSV,Haemaphysalis hystricis,tick,probable,field,"Miyazaki Prefecture, Japan",Sato et al. 2021,virus isolated; potential vector,lit_review
SFTSV,Haemaphysalis megaspinosa,tick,candidate,field,"Miyazaki Prefecture, Japan",Sato et al. 2021,virus isolated; maintenance role,lit_review
SFTSV,Haemaphysalis longicornis,tick,confirmed,review,,Sun et al. 2024,primary transmitter; tick vector,lit_review
SFTSV,Haemaphysalis flava,tick,probable,review,,Sun et al. 2024,background-cited transmitter,lit_review
SFTSV,Ixodes sinensis,tick,probable,review,,Sun et al. 2024,background-cited transmitter,lit_review
SFTSV,Haemaphysalis longicornis,tick,confirmed,review,Asia,Wang et al. 2021,primary vector,lit_review
SFTSV,Ixodes sinensis,tick,confirmed,review,,Wang et al. 2021,transovarial/horizontal transmission,lit_review
SFTSV,Haemaphysalis flava,tick,weak,review,ROK; Japan,Wang et al. 2021 Table 1,PCR only,lit_review
SFTSV,Haemaphysalis concinna,tick,weak,review,China,Wang et al. 2021 Table 1,PCR only,lit_review
SFTSV,Haemaphysalis formosensis,tick,weak,review,Japan,Wang et al. 2021 Table 1,PCR only,lit_review
SFTSV,Haemaphysalis hystricis,tick,weak,review,Japan,Wang et al. 2021 Table 1,PCR only,lit_review
SFTSV,Haemaphysalis megaspinosa,tick,weak,review,Japan; ROK,Wang et al. 2021 Table 1,PCR only,lit_review
SFTSV,Ixodes nipponensis,tick,weak,review,ROK,Wang et al. 2021 Table 1,PCR only,lit_review
SFTSV,Amblyomma testudinarium,tick,weak,review,ROK; Japan,Wang et al. 2021 Table 1,PCR only,lit_review
SFTSV,Rhipicephalus microplus,tick,weak,review,China,Wang et al. 2021 Table 1,PCR only,lit_review
SFTSV,Haemaphysalis longicornis,tick,confirmed,review,Asia-Pacific region,Xu et al. 2024,primary transmission vector,lit_review
SFTSV,Haemaphysalis flava,tick,confirmed,review,,Xu et al. 2024,common transmission vector,lit_review
SFTSV,Haemaphysalis hystricis,tick,weak,review,,Xu et al. 2024,PCR only,lit_review
SFTSV,Haemaphysalis formosensis,tick,weak,review,,Xu et al. 2024,PCR only,lit_review
SFTSV,Haemaphysalis concinna,tick,weak,review,,Xu et al. 2024,PCR only,lit_review
SFTSV,Haemaphysalis japonica,tick,weak,review,,Xu et al. 2024,PCR only,lit_review
SFTSV,Ixodes nipponensis,tick,weak,review,,Xu et al. 2024,PCR only,lit_review
SFTSV,Ixodes persulcatus,tick,weak,review,,Xu et al. 2024,PCR only,lit_review
SFTSV,Dermacentor silvarum,tick,weak,review,,Xu et al. 2024,PCR only,lit_review
SFTSV,Amblyomma testudinarium,tick,weak,review,,Xu et al. 2024,PCR only,lit_review
SFTSV,Haemaphysalis longicornis,tick,confirmed,review,Asia-Pacific region,Zhang et al. 2022,transmitted by; major role,lit_review
tick-borne encephalitis,Ixodes ricinus,tick,confirmed,lab,,Belova et al. 2023,main vector; lab competence,lit_review
tick-borne encephalitis,Ixodes persulcatus,tick,confirmed,lab,,Belova et al. 2023,main vector; lab competence,lit_review
tick-borne encephalitis,Dermacentor reticulatus,tick,candidate,field,Poland,Biernat et al. 2014,PCR only,lit_review
tick-borne encephalitis,Dermacentor reticulatus,tick,probable,field+lab,northern Saxony Germany,Chitimia-Dobler et al. 2019,adult pools; repeated isolation; equal role,lit_review
tick-borne encephalitis,Ixodes ricinus,tick,confirmed,field+lab,northern Saxony Germany,Chitimia-Dobler et al. 2019,nymph pools only; common vector in source,lit_review
tick-borne encephalitis,Ixodes ricinus,tick,confirmed,review,,Jääskeläinen et al. 2011,principal vector of TBEV-Eur,lit_review
tick-borne encephalitis,Ixodes persulcatus,tick,probable,field,"Simo, Finnish Lapland, Finland",Jääskeläinen et al. 2011,field infection and virus isolation,lit_review
tick-borne encephalitis,Ixodes persulcatus,tick,confirmed,review,,Kazimírová et al. 2017,principal vector,lit_review
tick-borne encephalitis,Ixodes ricinus,tick,confirmed,review,,Kazimírová et al. 2017,principal vector,lit_review
tick-borne encephalitis,Ixodes persulcatus,tick,confirmed,review,nontropical Eurasia,Korenberg 2000,principal vector,lit_review
tick-borne encephalitis,Ixodes ricinus,tick,confirmed,review,nontropical Eurasia,Korenberg 2000,principal vector,lit_review
tick-borne encephalitis,Ixodes ricinus,tick,confirmed,review,"central, northern, and eastern Europe",Kwasnik et al. 2023,,lit_review
tick-borne encephalitis,Ixodes persulcatus,tick,confirmed,review,"parts of the Baltic States, Finland, Russia, and Siberia",Kwasnik et al. 2023,,lit_review
tick-borne encephalitis,Ixodes hexagonus,tick,confirmed,review,Central Europe,Kwasnik et al. 2023,,lit_review
tick-borne encephalitis,Ixodes arboricola,tick,confirmed,review,Central Europe,Kwasnik et al. 2023,,lit_review
tick-borne encephalitis,Haemaphysalis punctata,tick,confirmed,review,Central Europe,Kwasnik et al. 2023,,lit_review
tick-borne encephalitis,Haemaphysalis concinna,tick,confirmed,review,Central Europe,Kwasnik et al. 2023,,lit_review
tick-borne encephalitis,Dermacentor marginatus,tick,confirmed,review,Central Europe,Kwasnik et al. 2023,,lit_review
tick-borne encephalitis,Dermacentor reticulatus,tick,confirmed,review,Central Europe,Kwasnik et al. 2023,,lit_review
tick-borne encephalitis,Ixodes gibbosus,tick,weak,review,Mediterranean region,Kwasnik et al. 2023,marginal vector,lit_review
tick-borne encephalitis,Haemaphysalis inermis,tick,probable,review,,Kwasnik et al. 2023,experimental competence,lit_review
tick-borne encephalitis,Ixodes ricinus,tick,confirmed,review,Europe,Mittova et al. 2024,principal vector in Europe,lit_review
tick-borne encephalitis,Ixodes persulcatus,tick,confirmed,review,Russia and Asia,Mittova et al. 2024,main vector in Russia and Asia,lit_review
tick-borne encephalitis,Haemaphysalis concinna,tick,probable,review,Asia,Mittova et al. 2024,major vector in Asia,lit_review
tick-borne encephalitis,Ixodes ricinus,tick,confirmed,field,Odenwald Hills southwestern Germany,Ott et al. 2020,main vector,lit_review
tick-borne encephalitis,Dermacentor reticulatus,tick,weak,field,Rhine plain southwestern Germany,Ott et al. 2020,single isolate; debated,lit_review
tick-borne encephalitis,Ixodes ricinus,tick,confirmed,review,,Petit et al. 2024,primary vector,lit_review
tick-borne encephalitis,Ixodes persulcatus,tick,probable,review,"widespread, including central Europe, Scandinavia and the UK",Petit et al. 2024,table-listed,lit_review
tick-borne encephalitis,Ixodes ricinus,tick,confirmed,review,Europe,Pustijanac et al. 2023,principal vector,lit_review
tick-borne encephalitis,Ixodes persulcatus,tick,confirmed,review,,Pustijanac et al. 2023,principal vector,lit_review
tick-borne encephalitis,Haemaphysalis concinna,tick,probable,review,Asia,Pustijanac et al. 2023,significant vector,lit_review
tick-borne encephalitis,Dermacentor reticulatus,tick,probable,review,Poland; Germany,Pustijanac et al. 2023,significant involvement,lit_review
tick-borne encephalitis,Ixodes ricinus,tick,confirmed,lab,"Central, Eastern and Northern Europe",Weisheit et al. 2015,natural vector; cell line,lit_review
tick-borne encephalitis,Ixodes scapularis,tick,weak,lab,,Weisheit et al. 2015,not known natural vector; reduced capacity,lit_review
Venezuelan equine encephalitis virus,Ochlerotatus detritus,mosquito,candidate,lab,UK,Chapman et al. 2020,salivary RNA only,lit_review
Venezuelan equine encephalitis virus,Culex (Melanoconion) vomerifer,mosquito,confirmed,field,Monte San Miguel Forest; middle Magdalena Valley; Colombia,Ferro et al. 2003,principal vector,lit_review
Venezuelan equine encephalitis virus,Culex (Melanoconion) pedroi,mosquito,confirmed,field,Monte San Miguel Forest; middle Magdalena Valley; Colombia,Ferro et al. 2003,principal vector,lit_review
Venezuelan equine encephalitis virus,Culex (Melanoconion) adamesi,mosquito,confirmed,field,Monte San Miguel Forest; middle Magdalena Valley; Colombia,Ferro et al. 2003,secondary vector,lit_review
Venezuelan equine encephalitis virus,Culex (Melanoconion) aikenii sensu lato,mosquito,confirmed,review,Panama,Ferro et al. 2003,ocossa and panocossa,lit_review
Venezuelan equine encephalitis virus,Culex (Melanoconion) taeniopus,mosquito,confirmed,review,Guatemala,Ferro et al. 2003,primary enzootic vector,lit_review
Venezuelan equine encephalitis virus,Culex (Melanoconion) taeniopus,mosquito,confirmed,lab,,Forrester et al. 2012,natural enzootic vector,lit_review
Venezuelan equine encephalitis virus,Aedes (Ochlerotatus) taeniorhynchus,mosquito,probable,review,,Forrester et al. 2012,epizootic vector; prior study cited,lit_review
Venezuelan equine encephalitis virus,Culex vomerifer,mosquito,candidate,review,,Sloyer et al. 2022,confirmed or suspected vector list,lit_review
Venezuelan equine encephalitis virus,Culex pedroi,mosquito,candidate,review,,Sloyer et al. 2022,confirmed or suspected vector list,lit_review
Venezuelan equine encephalitis virus,Culex adamesi,mosquito,candidate,review,,Sloyer et al. 2022,confirmed or suspected vector list,lit_review
Venezuelan equine encephalitis virus,Culex delpontei,mosquito,candidate,review,,Sloyer et al. 2022,confirmed or suspected vector list,lit_review
Venezuelan equine encephalitis virus,Culex ocossa,mosquito,candidate,review,,Sloyer et al. 2022,confirmed or suspected vector list,lit_review
Venezuelan equine encephalitis virus,Culex panocossa,mosquito,probable,review,peninsular Florida; USA,Sloyer et al. 2022,vector of VEEV-ID,lit_review
Venezuelan equine encephalitis virus,Culex spissipes,mosquito,candidate,review,,Sloyer et al. 2022,confirmed or suspected vector list,lit_review
Venezuelan equine encephalitis virus,Culex taeniopus,mosquito,candidate,review,,Sloyer et al. 2022,confirmed or suspected vector list,lit_review
Venezuelan equine encephalitis virus,Culex cedecei,mosquito,candidate,review,,Sloyer et al. 2022,confirmed or suspected vector list,lit_review
Venezuelan equine encephalitis virus,Culex portesi,mosquito,candidate,review,,Sloyer et al. 2022,confirmed or suspected vector list,lit_review
Venezuelan equine encephalitis virus,Culex gnomatos,mosquito,candidate,review,,Sloyer et al. 2022,confirmed or suspected vector list,lit_review
Venezuelan equine encephalitis virus,Aedes taeniorhynchus,mosquito,confirmed,review,,Torres et al. 2017,dominant epizootic vector,lit_review
Venezuelan equine encephalitis virus,Psorophora confinnis,mosquito,confirmed,review,,Torres et al. 2017,dominant epizootic vector,lit_review
Venezuelan equine encephalitis virus,Culex (Melanoconion) portesi,mosquito,confirmed,review,Trinidad,Torres et al. 2017,transmits subtype IIIA,lit_review
Venezuelan equine encephalitis virus,Culex (Melanoconion) cedeci,mosquito,confirmed,review,Southern Florida; USA,Torres et al. 2017,transmits subtype II,lit_review
Venezuelan equine encephalitis virus,Culex (Melanoconion) dunni,mosquito,candidate,review,,Torres et al. 2017,reported VEEV vector,lit_review
Venezuelan equine encephalitis virus,Culex (Melanoconion) pedroi,mosquito,probable,review,Colombia,Torres et al. 2017,found infected with subtype ID,lit_review
Venezuelan equine encephalitis virus,Culex (Melanoconion) spissipes,mosquito,candidate,review,,Torres et al. 2017,reported VEEV vector,lit_review
Venezuelan equine encephalitis virus,Culex (Melanoconion) adamesi,mosquito,probable,review,Colombia,Torres et al. 2017,found infected with subtype ID,lit_review
Venezuelan equine encephalitis virus,Culex (Melanoconion) crybda,mosquito,candidate,review,,Torres et al. 2017,reported VEEV vector,lit_review
Venezuelan equine encephalitis virus,Culex (Melanoconion) vomerifer,mosquito,probable,review,Panama; Peru; Colombia,Torres et al. 2017,infected or susceptible in prior studies,lit_review
Venezuelan equine encephalitis virus,Culex (Melanoconion) ocossa,mosquito,probable,review,Lake Bayano; Panama,Torres et al. 2017,VEEV isolate,lit_review
Venezuelan equine encephalitis virus,Culex (Melanoconion) taeniopus,mosquito,confirmed,review,Panama; Guatemala,Torres et al. 2017,main vector in Guatemala,lit_review
Venezuelan equine encephalitis virus,Culex (Melanoconion) erraticus,mosquito,probable,review,Lake Bayano; Panama,Torres et al. 2017,VEEV isolate,lit_review
Venezuelan equine encephalitis virus,Culex (Culex) nigripalpus,mosquito,candidate,review,,Torres et al. 2017,reported VEEV vector,lit_review
Venezuelan equine encephalitis virus,Culex (Culex) declarator,mosquito,candidate,review,,Torres et al. 2017,reported VEEV vector,lit_review
Venezuelan equine encephalitis virus,Aedes (Ochlerotatus) scapularis,mosquito,probable,review,,Torres et al. 2017,incriminated in outbreaks,lit_review
Venezuelan equine encephalitis virus,Aedes (Ochlerotatus) angustivittatus,mosquito,candidate,review,Colombia,Torres et al. 2017,found infected with VEEV,lit_review
Venezuelan equine encephalitis virus,Aedes (Ochlerotatus) serratus,mosquito,candidate,review,,Torres et al. 2017,susceptible to VEE,lit_review
Venezuelan equine encephalitis virus,Aedes (Ochlerotatus) fulvus,mosquito,candidate,review,,Torres et al. 2017,susceptible to VEE,lit_review
Venezuelan equine encephalitis virus,Coquillettidia venezuelensis,mosquito,probable,review,,Torres et al. 2017,vector of VEE,lit_review
Venezuelan equine encephalitis virus,Psorophora ferox,mosquito,probable,review,,Torres et al. 2017,VEEV isolated,lit_review
Venezuelan equine encephalitis virus,Psorophora albipes,mosquito,probable,review,,Torres et al. 2017,VEEV isolated,lit_review
Venezuelan equine encephalitis virus,Mansonia indubitans,mosquito,probable,review,,Torres et al. 2017,subtypes IC/IAB isolated,lit_review
Venezuelan equine encephalitis virus,Mansonia titillans,mosquito,probable,review,,Torres et al. 2017,subtypes IC/IAB isolated,lit_review
Venezuelan equine encephalitis virus,Mansonia dyari,mosquito,probable,review,Lake Bayano; Panama,Torres et al. 2017,subtypes IC/IAB isolated,lit_review
Venezuelan equine encephalitis virus,Anopheles pseudopunctipennis,mosquito,probable,review,,Torres et al. 2017,subtypes IC/IAB isolated,lit_review
West Nile virus,Culex pipiens s.l.,mosquito,confirmed,review,Europe,Bellini et al. 2014,major vector role,lit_review
West Nile virus,Culex modestus,mosquito,probable,review,Europe,Bellini et al. 2014,regional role,lit_review
West Nile virus,Culex univittatus,mosquito,candidate,review,Europe,Bellini et al. 2014,field-collected example,lit_review
West Nile virus,Coquillettidia richiardii,mosquito,candidate,review,Europe,Bellini et al. 2014,field-collected example,lit_review
West Nile virus,Aedes cantans,mosquito,candidate,review,Europe,Bellini et al. 2014,field-collected example,lit_review
West Nile virus,Aedes caspius,mosquito,candidate,review,Europe,Bellini et al. 2014,field-collected example,lit_review
West Nile virus,Aedes excrucians,mosquito,candidate,review,Europe,Bellini et al. 2014,field-collected example,lit_review
West Nile virus,Aedes vexans,mosquito,candidate,review,Europe,Bellini et al. 2014,field-collected example,lit_review
West Nile virus,Anopheles maculipennis s.s.,mosquito,candidate,review,Europe,Bellini et al. 2014,field-collected example,lit_review
West Nile virus,Anopheles atroparvus,mosquito,candidate,review,Europe,Bellini et al. 2014,field-collected example,lit_review
West Nile virus,Culex pipiens,mosquito,probable,review,Europe,Engler et al. 2013,important vector species,lit_review
West Nile virus,Culex modestus,mosquito,probable,review,Europe,Engler et al. 2013,important vector species,lit_review
West Nile virus,Culex perexiguus,mosquito,candidate,field,Spain,Engler et al. 2013,WNV-positive pools,lit_review
West Nile virus,Ochlerotatus caspius,mosquito,weak,field,Italy,Engler et al. 2013,WNV-positive pools,lit_review
West Nile virus,Aedes caspius,mosquito,weak,review,Europe,Ferraguti 2024,natural infection; debated,lit_review
West Nile virus,Culex modestus,mosquito,confirmed,review,Europe,Ferraguti 2024,primary vector in Europe,lit_review
West Nile virus,Culex perexiguus,mosquito,confirmed,review,Europe,Ferraguti 2024,primary vector in Europe,lit_review
West Nile virus,Culex pipiens,mosquito,confirmed,review,Europe,Ferraguti 2024,primary vector in Europe,lit_review
West Nile virus,Culex tarsalis,mosquito,probable,lab,California USA,Goddard et al. 2002,primary role,lit_review
West Nile virus,Culex pipiens pipiens,mosquito,probable,lab,California USA,Goddard et al. 2002,enzootic vector candidate,lit_review
West Nile virus,Culex pipiens quinquefasciatus,mosquito,candidate,lab,California USA,Goddard et al. 2002,variable populations,lit_review
West Nile virus,Culex stigmatosoma,mosquito,probable,lab,California USA,Goddard et al. 2002,urban settings,lit_review
West Nile virus,Culex erythrothorax,mosquito,probable,lab,California USA,Goddard et al. 2002,bridge potential,lit_review
West Nile virus,Ochlerotatus dorsalis,mosquito,candidate,lab,California USA,Goddard et al. 2002,secondary role questioned,lit_review
West Nile virus,Ochlerotatus melanimon,mosquito,candidate,lab,California USA,Goddard et al. 2002,secondary role questioned,lit_review
West Nile virus,Ochlerotatus sierrensis,mosquito,weak,lab,California USA,Goddard et al. 2002,probably not vector,lit_review
West Nile virus,Aedes vexans,mosquito,candidate,lab,California USA,Goddard et al. 2002,mammal-feeding,lit_review
West Nile virus,Culiseta inornata,mosquito,candidate,lab,California USA,Goddard et al. 2002,minor role,lit_review
West Nile virus,Culex spp.,mosquito,confirmed,review,global,Gray and Webb 2014,primary vectors,lit_review
West Nile virus,Aedes spp.,mosquito,candidate,review,,Gray and Webb 2014,lab only,lit_review
West Nile virus,Culex tarsalis,mosquito,confirmed,review,North America,Gray and Webb 2014,major vector,lit_review
West Nile virus,Culex modestus,mosquito,probable,review,Europe,Gray and Webb 2014,locally important vector,lit_review
West Nile virus,Culex pipiens,mosquito,candidate,field,Italy; Greece,Hernandez-Triana et al. 2014,WNV-positive pools,lit_review
West Nile virus,Culex modestus,mosquito,weak,field,Italy; Greece,Hernandez-Triana et al. 2014,to a lesser extent,lit_review
West Nile virus,Aedes albopictus,mosquito,probable,lab,Europe,Hernandez-Triana et al. 2014,competent vector,lit_review
West Nile virus,Culex annulirostris,mosquito,confirmed,field+lab,Australia,Jansen et al. 2013,principal vector,lit_review
West Nile virus,Culex quinquefasciatus,mosquito,probable,field+lab,Australia,Jansen et al. 2013,primary enzootic candidate,lit_review
West Nile virus,Culex gelidus,mosquito,candidate,lab,northern Australia,Jansen et al. 2013,introduced lab vector,lit_review
West Nile virus,Culex squamosus,mosquito,candidate,field,northern Queensland,Jansen et al. 2013,regional candidate,lit_review
West Nile virus,Culex sitiens,mosquito,weak,field+lab,coastal Australia,Jansen et al. 2013,poor lab vector; regional candidate,lit_review
West Nile virus,Culex australicus,mosquito,candidate,field,Australia,Jansen et al. 2013,field isolate; secondary vector,lit_review
West Nile virus,Culex molestus,mosquito,candidate,review,Australia,Jansen et al. 2013,potential vector,lit_review
West Nile virus,Aedes vigilax,mosquito,candidate,review,Australia,Jansen et al. 2013,bridge vector candidate,lit_review
West Nile virus,Aedes notoscriptus,mosquito,candidate,review,Australia,Jansen et al. 2013,bridge vector candidate,lit_review
West Nile virus,Aedes alternans,mosquito,candidate,field,Australia,Jansen et al. 2013,field isolate; secondary vector,lit_review
West Nile virus,Aedes normanensis,mosquito,candidate,field,Australia,Jansen et al. 2013,field isolate; secondary vector,lit_review
West Nile virus,Aedes tremulus,mosquito,candidate,field,Australia,Jansen et al. 2013,field isolate; secondary vector,lit_review
West Nile virus,Anopheles amictus,mosquito,weak,field,Australia,Jansen et al. 2013,field isolate,lit_review
West Nile virus,Culex modestus,mosquito,confirmed,review,France,Martinet et al. 2019,historical vector in France,lit_review
West Nile virus,Culex pipiens biotype pipiens,mosquito,probable,review,France; The Netherlands; Switzerland; Germany,Martinet et al. 2019,competent for lineages 1 and 2,lit_review
West Nile virus,Culex pipiens biotype molestus,mosquito,probable,review,France; The Netherlands; Switzerland; Germany,Martinet et al. 2019,competent for lineages 1 and 2,lit_review
West Nile virus,Culex torrentium,mosquito,probable,review,France; The Netherlands; Switzerland; Germany,Martinet et al. 2019,competent for lineages 1 and 2,lit_review
West Nile virus,Aedes detritus,mosquito,probable,review,United Kingdom,Martinet et al. 2019,competence demonstrated,lit_review
West Nile virus,Anopheles plumbeus,mosquito,candidate,review,,Martinet et al. 2019,tested competent; role uncertain,lit_review
West Nile virus,Aedes geniculatus,mosquito,candidate,review,,Martinet et al. 2019,tested competent; role uncertain,lit_review
West Nile virus,Culex pipiens,mosquito,probable,lab,northeastern France (Machault; Maine; Verzy),Martinet et al. 2023,main vector,lit_review
West Nile virus,Aedes rusticus,mosquito,probable,lab,northeastern France (Berru),Martinet et al. 2023,new putative vector,lit_review
West Nile virus,Aedes albopictus,mosquito,probable,lab,northeastern France (Strasbourg),Martinet et al. 2023,new putative vector,lit_review
West Nile virus,Anopheles plumbeus,mosquito,weak,lab,northeastern France (Beaumont),Martinet et al. 2023,infected but did not transmit,lit_review
West Nile virus,Aedes albopictus,mosquito,confirmed,review,Spain; Italy,Vogels et al. 2017,competent,lit_review
West Nile virus,Aedes caspius,mosquito,weak,review,France,Vogels et al. 2017,not competent,lit_review
West Nile virus,Aedes detritus,mosquito,confirmed,review,United Kingdom,Vogels et al. 2017,competent,lit_review
West Nile virus,Aedes japonicus japonicus,mosquito,weak,review,Germany,Vogels et al. 2017,not competent,lit_review
West Nile virus,Culex modestus,mosquito,confirmed,review,France,Vogels et al. 2017,efficient vector,lit_review
West Nile virus,Culex torrentium,mosquito,candidate,review,Germany,Vogels et al. 2017,infection and dissemination only,lit_review
West Nile virus,Culex pipiens,mosquito,confirmed,review,Europe,Vogels et al. 2017,most important vector,lit_review
yellow fever,Haemagogus janthinomys,mosquito,confirmed,field,southeastern Brazil,"(Abreu et al., 2019)",primary vector,lit_review
yellow fever,Haemagogus leucocelaenus,mosquito,confirmed,field,southeastern Brazil,"(Abreu et al., 2019)",primary vector,lit_review
yellow fever,Sabethes chloropterus,mosquito,candidate,field,southeastern Brazil,"(Abreu et al., 2019)",potential local/secondary role,lit_review
yellow fever,Aedes scapularis,mosquito,candidate,field,southeastern Brazil,"(Abreu et al., 2019)",potential local/secondary role,lit_review
yellow fever,Aedes taeniorhynchus,mosquito,candidate,field,"coastal lowlands, southeastern Brazil","(Abreu et al., 2019)",first natural infection; local role,lit_review
yellow fever,Aedes aegypti,mosquito,confirmed,review,Africa; Caribbean; South America,"(Braack et al., 2018)",urban vector,lit_review
yellow fever,Aedes africanus,mosquito,confirmed,review,Africa,"(Braack et al., 2018)",primary sylvatic vector,lit_review
yellow fever,Aedes furcifer/taylori,mosquito,confirmed,review,Africa,"(Braack et al., 2018)",primary sylvatic vector,lit_review
yellow fever,Aedes luteocephalus,mosquito,confirmed,review,Africa,"(Braack et al., 2018)",primary sylvatic vector,lit_review
yellow fever,Aedes metallicus,mosquito,confirmed,review,Africa,"(Braack et al., 2018)",primary sylvatic vector,lit_review
yellow fever,Aedes vittatus,mosquito,confirmed,review,Africa,"(Braack et al., 2018)",primary sylvatic vector,lit_review
yellow fever,Aedes opok,mosquito,confirmed,review,Africa,"(Braack et al., 2018)",primary sylvatic vector,lit_review
yellow fever,Aedes albopictus,mosquito,candidate,review,,"(Braack et al., 2018)",table-listed,lit_review
yellow fever,Aedes simpsoni complex,mosquito,candidate,review,Africa,"(Braack et al., 2018)",table-listed,lit_review
yellow fever,Haemagogus capricorni,mosquito,probable,review,South America; Caribbean,"(Braack et al., 2018)",sylvatic cycle,lit_review
yellow fever,Haemagogus equines,mosquito,probable,review,South America; Caribbean,"(Braack et al., 2018)",sylvatic cycle,lit_review
yellow fever,Haemagogus janthinomys,mosquito,probable,review,South America; Caribbean,"(Braack et al., 2018)",sylvatic cycle,lit_review
yellow fever,Haemagogus leucocelaenus,mosquito,probable,review,South America; Caribbean,"(Braack et al., 2018)",sylvatic cycle,lit_review
yellow fever,Haemagogus mesodentatus,mosquito,probable,review,South America; Caribbean,"(Braack et al., 2018)",sylvatic cycle,lit_review
yellow fever,Haemagogus spegazzinii,mosquito,probable,review,South America; Caribbean,"(Braack et al., 2018)",sylvatic cycle,lit_review
yellow fever,Sabethes chloropterus,mosquito,probable,review,South America; Caribbean,"(Braack et al., 2018)",sylvatic cycle,lit_review
yellow fever,Aedes albopictus,mosquito,confirmed,lab,"Ananindeua, Para, Brazil","(Damasceno-Caldeira et al., 2023)",experimental transmission,lit_review
yellow fever,Aedes aegypti,mosquito,confirmed,review,global,"(Gabiane, Yen and Failloux, 2022)",principal urban vector,lit_review
yellow fever,Aedes albopictus,mosquito,probable,review,global,"(Gabiane, Yen and Failloux, 2022)",potential bridge vector; experimental transmission,lit_review
yellow fever,Aedes africanus,mosquito,confirmed,review,Africa,"(Gabiane, Yen and Failloux, 2022)",major sylvatic vector,lit_review
yellow fever,Aedes furcifer,mosquito,confirmed,review,Africa,"(Gabiane, Yen and Failloux, 2022)",major sylvatic/bridge vector,lit_review
yellow fever,Aedes taylori,mosquito,confirmed,review,Africa,"(Gabiane, Yen and Failloux, 2022)",major sylvatic vector,lit_review
yellow fever,Aedes luteocephalus,mosquito,confirmed,review,Africa,"(Gabiane, Yen and Failloux, 2022)",major sylvatic vector,lit_review
yellow fever,Aedes opok,mosquito,confirmed,review,Africa,"(Gabiane, Yen and Failloux, 2022)",major sylvatic vector,lit_review
yellow fever,Aedes vittatus,mosquito,confirmed,review,Africa,"(Gabiane, Yen and Failloux, 2022)",bridge vector,lit_review
yellow fever,Aedes bromeliae,mosquito,confirmed,review,Africa,"(Gabiane, Yen and Failloux, 2022)",bridge vector,lit_review
yellow fever,Aedes keniensis,mosquito,confirmed,review,Africa,"(Gabiane, Yen and Failloux, 2022)",bridge vector,lit_review
yellow fever,Haemagogus janthinomys,mosquito,confirmed,review,Trinidad,"(Gabiane, Yen and Failloux, 2022)",sylvatic cycle,lit_review
yellow fever,Sabethes chloropterus,mosquito,confirmed,review,Trinidad,"(Gabiane, Yen and Failloux, 2022)",sylvatic cycle,lit_review
yellow fever,Aedes aegypti,mosquito,confirmed,lab,Caribbean,"(Gabiane et al., 2024)",main urban vector; lab competence,lit_review
yellow fever,Aedes aegypti,mosquito,confirmed,review,sub-Saharan Africa,"(Oyono et al., 2022)",urban cycle,lit_review
yellow fever,Aedes albopictus,mosquito,confirmed,review,sub-Saharan Africa,"(Oyono et al., 2022)",bridge vector,lit_review
yellow fever,Aedes africanus,mosquito,confirmed,review,sub-Saharan Africa,"(Oyono et al., 2022)",sylvatic cycle,lit_review
yellow fever,Aedes opok,mosquito,confirmed,review,sub-Saharan Africa,"(Oyono et al., 2022)",sylvatic cycle,lit_review
yellow fever,Aedes simpsoni,mosquito,confirmed,review,sub-Saharan Africa,"(Oyono et al., 2022)",sylvatic cycle,lit_review
yellow fever,Aedes luteocephalus,mosquito,confirmed,review,sub-Saharan Africa,"(Oyono et al., 2022)",sylvatic cycle,lit_review
yellow fever,Aedes taylori,mosquito,confirmed,review,sub-Saharan Africa,"(Oyono et al., 2022)",sylvatic cycle,lit_review
yellow fever,Aedes vittatus,mosquito,confirmed,review,sub-Saharan Africa,"(Oyono et al., 2022)",sylvatic cycle,lit_review
yellow fever,Aedes furcifer,mosquito,candidate,review,sub-Saharan Africa,"(Oyono et al., 2022)",positive only,lit_review
yellow fever,Aedes centropunctatus,mosquito,candidate,review,sub-Saharan Africa,"(Oyono et al., 2022)",positive only,lit_review
yellow fever,Aedes dalzieli,mosquito,candidate,review,sub-Saharan Africa,"(Oyono et al., 2022)",positive only,lit_review
yellow fever,Aedes mcintoshi,mosquito,candidate,review,sub-Saharan Africa,"(Oyono et al., 2022)",positive only,lit_review
yellow fever,Anopheles funestus,mosquito,candidate,review,sub-Saharan Africa,"(Oyono et al., 2022)",positive only,lit_review
yellow fever,Aedes aegypti,mosquito,confirmed,review,global,"(Shinde et al., 2022)",urban vector,lit_review
yellow fever,Aedes africanus,mosquito,confirmed,review,tropical Africa,"(Shinde et al., 2022)",principal sylvatic vector,lit_review
yellow fever,Aedes furcifer,mosquito,confirmed,review,Africa,"(Shinde et al., 2022)",semi-domestic vector,lit_review
