disease,v_species,v_group,evidence_level,evidence_basis,location,source,notes,record_source,disease_name_clean,disease_name_stem,v_species_clean,v_group_clean,network_disease_name,alias_match_network_disease_name,alias_match_type,stem_match_network_disease_name,stem_match_type,matched_network_disease_name,disease_match_method
yellow fever,Aedes vittatus,mosquito,probable,review,tropical Africa,"(Shinde et al., 2022)",implicated,lit_review,yellow fever,yellow,aedes vittatus,mosquito,,Yellow fever,disease_name_exact,Yellow fever,disease_name_stem,Yellow fever,alias_disease_name_exact
yellow fever,Aedes simpsoni,mosquito,probable,review,tropical Africa,"(Shinde et al., 2022)",implicated,lit_review,yellow fever,yellow,aedes simpsoni,mosquito,,Yellow fever,disease_name_exact,Yellow fever,disease_name_stem,Yellow fever,alias_disease_name_exact
yellow fever,Haemagogus janthinomys,mosquito,confirmed,review,South America,"(Shinde et al., 2022)",sylvatic vector,lit_review,yellow fever,yellow,haemagogus janthinomys,mosquito,,Yellow fever,disease_name_exact,Yellow fever,disease_name_stem,Yellow fever,alias_disease_name_exact
yellow fever,Haemagogus spegazzinni,mosquito,probable,review,South America,"(Shinde et al., 2022)",sylvatic vector,lit_review,yellow fever,yellow,haemagogus spegazzinni,mosquito,,Yellow fever,disease_name_exact,Yellow fever,disease_name_stem,Yellow fever,alias_disease_name_exact
yellow fever,Haemagogus leucocelaenus,mosquito,confirmed,review,South America,"(Shinde et al., 2022)",sylvatic vector,lit_review,yellow fever,yellow,haemagogus leucocelaenus,mosquito,,Yellow fever,disease_name_exact,Yellow fever,disease_name_stem,Yellow fever,alias_disease_name_exact
yellow fever,Sabethes chloropterus,mosquito,probable,review,South America,"(Shinde et al., 2022)",sylvatic vector,lit_review,yellow fever,yellow,sabethes chloropterus,mosquito,,Yellow fever,disease_name_exact,Yellow fever,disease_name_stem,Yellow fever,alias_disease_name_exact
yellow fever,Sabethes albipivus,mosquito,confirmed,review,South America,"(Shinde et al., 2022)",experimental competence,lit_review,yellow fever,yellow,sabethes albipivus,mosquito,,Yellow fever,disease_name_exact,Yellow fever,disease_name_stem,Yellow fever,alias_disease_name_exact
yellow fever,Sabethes soperi,mosquito,probable,review,South America,"(Shinde et al., 2022)",sylvatic vector,lit_review,yellow fever,yellow,sabethes soperi,mosquito,,Yellow fever,disease_name_exact,Yellow fever,disease_name_stem,Yellow fever,alias_disease_name_exact
yellow fever,Sabethes cyaneus,mosquito,probable,review,South America,"(Shinde et al., 2022)",sylvatic vector,lit_review,yellow fever,yellow,sabethes cyaneus,mosquito,,Yellow fever,disease_name_exact,Yellow fever,disease_name_stem,Yellow fever,alias_disease_name_exact
zika,Aedes hensilli,mosquito,probable,field+lab,"Yap Island, Federated States of Micronesia","(Ledermann et al., 2014)",probable outbreak vector,lit_review,zika,zika,aedes hensilli,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes aegypti,mosquito,confirmed,review,global,"(Delrieu et al., 2023)",,lit_review,zika,zika,aedes aegypti,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes albopictus,mosquito,confirmed,review,global,"(Delrieu et al., 2023)",,lit_review,zika,zika,aedes albopictus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes aegypti,mosquito,confirmed,review,worldwide,Bisia et al. 2023,primary vector,lit_review,zika,zika,aedes aegypti,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes albopictus,mosquito,confirmed,review,worldwide,Bisia et al. 2023,secondary vector,lit_review,zika,zika,aedes albopictus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes japonicus,mosquito,probable,review,temperate regions,Bisia et al. 2023,secondary vector at higher temperature,lit_review,zika,zika,aedes japonicus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes detritus,mosquito,probable,review,temperate regions,Bisia et al. 2023,secondary vector at higher temperature,lit_review,zika,zika,aedes detritus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes vexans,mosquito,probable,review,temperate regions,Bisia et al. 2023,secondary vector at higher temperature,lit_review,zika,zika,aedes vexans,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes notoscriptus,mosquito,candidate,review,Australia,Bisia et al. 2023,local secondary vector,lit_review,zika,zika,aedes notoscriptus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes camptorhynchus,mosquito,candidate,review,Australia,Bisia et al. 2023,local secondary vector,lit_review,zika,zika,aedes camptorhynchus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Culex quinquefasciatus,mosquito,weak,review,,Bisia et al. 2023,not an efficient vector,lit_review,zika,zika,culex quinquefasciatus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes aegypti,mosquito,confirmed,review,,Delrieu et al. 2023,one of two species covered,lit_review,zika,zika,aedes aegypti,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes albopictus,mosquito,probable,review,,Delrieu et al. 2023,mixed experimental findings,lit_review,zika,zika,aedes albopictus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes aegypti,mosquito,confirmed,lab,,Dodson et al. 2018,positive control; transmitted,lit_review,zika,zika,aedes aegypti,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Anopheles freeborni,mosquito,weak,lab,United States,Dodson et al. 2018,not competent,lit_review,zika,zika,anopheles freeborni,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Anopheles quadrimaculatus,mosquito,weak,lab,United States,Dodson et al. 2018,not competent,lit_review,zika,zika,anopheles quadrimaculatus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Culex tarsalis,mosquito,weak,lab,United States,Dodson et al. 2018,not competent,lit_review,zika,zika,culex tarsalis,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes aegypti,mosquito,confirmed,review,,Epelboin et al. 2017,main vector,lit_review,zika,zika,aedes aegypti,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes albopictus,mosquito,probable,review,,Epelboin et al. 2017,competent; field isolate,lit_review,zika,zika,aedes albopictus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes africanus,mosquito,candidate,review,Uganda; Central African Republic,Epelboin et al. 2017,sylvatic cycle,lit_review,zika,zika,aedes africanus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes apicoargenteus,mosquito,candidate,review,,Epelboin et al. 2017,field infection,lit_review,zika,zika,aedes apicoargenteus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes camptorhynchus,mosquito,probable,review,Australia,Epelboin et al. 2017,secondary cases,lit_review,zika,zika,aedes camptorhynchus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes dalzieli,mosquito,candidate,review,Senegal,Epelboin et al. 2017,field infection,lit_review,zika,zika,aedes dalzieli,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes fowleri,mosquito,candidate,review,Senegal,Epelboin et al. 2017,field infection,lit_review,zika,zika,aedes fowleri,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes furcifer,mosquito,candidate,review,Senegal,Epelboin et al. 2017,field infection,lit_review,zika,zika,aedes furcifer,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes hensilli,mosquito,probable,review,Yap,Epelboin et al. 2017,probable vector,lit_review,zika,zika,aedes hensilli,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes hirsutus,mosquito,candidate,review,,Epelboin et al. 2017,field infection,lit_review,zika,zika,aedes hirsutus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes luteocephalus,mosquito,probable,review,Senegal,Epelboin et al. 2017,saliva positive,lit_review,zika,zika,aedes luteocephalus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes metallicus,mosquito,candidate,review,Senegal,Epelboin et al. 2017,field infection,lit_review,zika,zika,aedes metallicus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes minutus,mosquito,candidate,review,Senegal,Epelboin et al. 2017,field infection,lit_review,zika,zika,aedes minutus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes neoafricanus,mosquito,candidate,review,Senegal,Epelboin et al. 2017,field infection,lit_review,zika,zika,aedes neoafricanus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes notoscriptus,mosquito,probable,review,Australia,Epelboin et al. 2017,secondary cases,lit_review,zika,zika,aedes notoscriptus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes opok,mosquito,candidate,review,Central African Republic,Epelboin et al. 2017,field infection,lit_review,zika,zika,aedes opok,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes taylori,mosquito,candidate,review,Senegal,Epelboin et al. 2017,field infection,lit_review,zika,zika,aedes taylori,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes triseriatus,mosquito,weak,review,North America,Epelboin et al. 2017,infection only; no transmission,lit_review,zika,zika,aedes triseriatus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes unilineatus,mosquito,weak,review,Senegal,Epelboin et al. 2017,low infection; no transmission,lit_review,zika,zika,aedes unilineatus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes vexans,mosquito,probable,review,northern United States,Epelboin et al. 2017,potential vector,lit_review,zika,zika,aedes vexans,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes vittatus,mosquito,probable,review,Senegal,Epelboin et al. 2017,saliva positive,lit_review,zika,zika,aedes vittatus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Anopheles coustani,mosquito,candidate,review,Africa,Epelboin et al. 2017,field isolate,lit_review,zika,zika,anopheles coustani,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Anopheles gambiae,mosquito,weak,review,Africa,Epelboin et al. 2017,field isolate; not competent,lit_review,zika,zika,anopheles gambiae,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Culex perfuscus,mosquito,candidate,review,Senegal,Epelboin et al. 2017,field isolate,lit_review,zika,zika,culex perfuscus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Culex quinquefasciatus,mosquito,weak,review,,Epelboin et al. 2017,controversial,lit_review,zika,zika,culex quinquefasciatus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Mansonia uniformis,mosquito,candidate,review,Africa,Epelboin et al. 2017,field isolate,lit_review,zika,zika,mansonia uniformis,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes aegypti,mosquito,confirmed,review,,Evans et al. 2017 Table 1,known vector,lit_review,zika,zika,aedes aegypti,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes albopictus,mosquito,confirmed,review,,Evans et al. 2017 Table 1,known vector,lit_review,zika,zika,aedes albopictus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Culex quinquefasciatus,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review,zika,zika,culex quinquefasciatus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes polynesiensis,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review,zika,zika,aedes polynesiensis,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes scutellaris,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review,zika,zika,aedes scutellaris,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes africanus,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review,zika,zika,aedes africanus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes furcifer,mosquito,confirmed,review,,Evans et al. 2017 Table 1,known vector,lit_review,zika,zika,aedes furcifer,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes vittatus,mosquito,confirmed,review,,Evans et al. 2017 Table 1,known vector,lit_review,zika,zika,aedes vittatus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes taylori,mosquito,confirmed,review,,Evans et al. 2017 Table 1,known vector,lit_review,zika,zika,aedes taylori,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes luteocephalus,mosquito,confirmed,review,,Evans et al. 2017 Table 1,known vector,lit_review,zika,zika,aedes luteocephalus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes metallicus,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review,zika,zika,aedes metallicus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes minutus,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review,zika,zika,aedes minutus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes opok,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review,zika,zika,aedes opok,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes bromeliae,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review,zika,zika,aedes bromeliae,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes scapularis,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review,zika,zika,aedes scapularis,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Culex pipiens,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review,zika,zika,culex pipiens,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes hensilli,mosquito,confirmed,review,,Evans et al. 2017 Table 1,known vector,lit_review,zika,zika,aedes hensilli,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes vigilax,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review,zika,zika,aedes vigilax,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Culex annulirostris,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review,zika,zika,culex annulirostris,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Psorophora ferox,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review,zika,zika,psorophora ferox,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Culex rubinotus,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review,zika,zika,culex rubinotus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Culex tarsalis,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review,zika,zika,culex tarsalis,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes occidentalis,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review,zika,zika,aedes occidentalis,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes flavicolis,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review,zika,zika,aedes flavicolis,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes serratus,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review,zika,zika,aedes serratus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Culex pipiens molestus,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review,zika,zika,culex pipiens molestus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes vexans,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review,zika,zika,aedes vexans,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Culex neavei,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review,zika,zika,culex neavei,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Runchomyia frontosa,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review,zika,zika,runchomyia frontosa,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes neoafricanus,mosquito,candidate,review,,Evans et al. 2017 Table 1,model predicted,lit_review,zika,zika,aedes neoafricanus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes aegypti,mosquito,confirmed,review,,Gardner et al. 2017,primary vector,lit_review,zika,zika,aedes aegypti,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes albopictus,mosquito,probable,review,,Gardner et al. 2017,secondary vector,lit_review,zika,zika,aedes albopictus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes aegypti,mosquito,confirmed,review,global,Gutierrez-Bugallo et al. 2019,urban cycle,lit_review,zika,zika,aedes aegypti,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes albopictus,mosquito,probable,review,global,Gutierrez-Bugallo et al. 2019,potential major vector,lit_review,zika,zika,aedes albopictus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes africanus,mosquito,probable,review,Africa,Gutierrez-Bugallo et al. 2019,sylvatic cycle,lit_review,zika,zika,aedes africanus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes furcifer,mosquito,probable,review,Africa,Gutierrez-Bugallo et al. 2019,sylvatic cycle,lit_review,zika,zika,aedes furcifer,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes luteocephalus,mosquito,probable,review,Africa,Gutierrez-Bugallo et al. 2019,sylvatic cycle,lit_review,zika,zika,aedes luteocephalus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes vittatus,mosquito,probable,review,Africa,Gutierrez-Bugallo et al. 2019,sylvatic cycle,lit_review,zika,zika,aedes vittatus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes dalzieli,mosquito,probable,review,Africa,Gutierrez-Bugallo et al. 2019,sylvatic cycle,lit_review,zika,zika,aedes dalzieli,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes taylori,mosquito,probable,review,Africa,Gutierrez-Bugallo et al. 2019,sylvatic cycle,lit_review,zika,zika,aedes taylori,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes vexans,mosquito,candidate,review,Mexico,Gutierrez-Bugallo et al. 2019,field detection and lab transmission,lit_review,zika,zika,aedes vexans,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes notoscriptus,mosquito,candidate,review,,Gutierrez-Bugallo et al. 2019,lab transmission,lit_review,zika,zika,aedes notoscriptus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes camptorhynchus,mosquito,candidate,review,,Gutierrez-Bugallo et al. 2019,lab transmission,lit_review,zika,zika,aedes camptorhynchus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes hensilli,mosquito,candidate,review,Yap Island,Gutierrez-Bugallo et al. 2019,outbreak-associated; no confirmed transmission,lit_review,zika,zika,aedes hensilli,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes polynesiensis,mosquito,candidate,review,French Polynesia,Gutierrez-Bugallo et al. 2019,outbreak-associated; no confirmed transmission,lit_review,zika,zika,aedes polynesiensis,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Culex quinquefasciatus,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,debated,lit_review,zika,zika,culex quinquefasciatus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Culex coronator,mosquito,weak,review,Mexico,Gutierrez-Bugallo et al. 2019,field detection only,lit_review,zika,zika,culex coronator,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Culex tarsalis,mosquito,weak,review,Mexico,Gutierrez-Bugallo et al. 2019,field detection only,lit_review,zika,zika,culex tarsalis,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Anopheles gambiae s.l.,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review,zika,zika,anopheles gambiae s l,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes apicoargenteus,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review,zika,zika,aedes apicoargenteus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes flavicollis,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review,zika,zika,aedes flavicollis,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes taeniarostris,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review,zika,zika,aedes taeniarostris,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Eretmapodites inornatus,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review,zika,zika,eretmapodites inornatus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Eretmapodites quinquevittatus,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review,zika,zika,eretmapodites quinquevittatus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes jamoti,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review,zika,zika,aedes jamoti,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes grahamii,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review,zika,zika,aedes grahamii,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes hirsutus,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review,zika,zika,aedes hirsutus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Culex perfuscus,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review,zika,zika,culex perfuscus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
zika,Aedes unilineatus,mosquito,weak,review,,Gutierrez-Bugallo et al. 2019,infected only once,lit_review,zika,zika,aedes unilineatus,mosquito,,Zika virus disease,disease_name_stem,Zika virus disease,disease_name_stem,Zika virus disease,alias_disease_name_stem
