Host,Virus,PHEIC risk,Pathogens,Disease_name,previous_name,msl39_viral_name,in_gibb_etal,in_empres_i,Virion_VirusName,HostTaxID,HostGenus,HostFamily,HostOrder,HostClass,VirusTaxID,VirusGenus,VirusFamily,VirusOrder,VirusClass,DetectionMethod,HostFlagID,high_quality_detection,downstream_default_include,downstream_review_reason
astur gentilis,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,258924,astur,accipitridae,accipitriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
accipiter cooperii,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,261198,accipiter,accipitridae,accipitriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
gallicrex cinerea,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,261967,gallicrex,rallidae,gruiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
merops apiaster,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,265611,merops,meropidae,coraciiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
calidris ruficollis,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,272047,calidris,scolopacidae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
lanius schach,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,276763,lanius,laniidae,passeriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
arenaria melanocephala,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,279931,arenaria,scolopacidae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
bucephala albeola,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,279934,bucephala,anatidae,anseriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
calidris minutilla,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,279935,calidris,scolopacidae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
calidris alba,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,279936,calidris,scolopacidae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
calidris fuscicollis,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,279940,calidris,scolopacidae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
calidris mauri,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,279941,calidris,scolopacidae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
limnodromus griseus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,279949,limnodromus,scolopacidae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
lophodytes cucullatus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,279951,lophodytes,anatidae,anseriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
sterna paradisaea,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,279953,sterna,laridae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
haematopus palliatus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,279960,haematopus,haematopodidae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
calidris pusilla,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,279961,calidris,scolopacidae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
corvus caurinus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,279967,corvus,corvidae,passeriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
chroicocephalus maculipennis,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,287016,chroicocephalus,laridae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
anous stolidus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,297802,anous,laridae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
anous tenuirostris,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,297803,anous,laridae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
chlidonias hybrida,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,297805,chlidonias,laridae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
chlidonias leucopterus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,297806,chlidonias,laridae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
larosterna inca,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,297811,larosterna,laridae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
thalasseus elegans,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,297817,thalasseus,laridae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
sterna vittata,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,297828,sterna,laridae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
syrrhaptes paradoxus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,302527,syrrhaptes,pteroclidae,pterocliformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
plegadis chihi,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,302533,plegadis,threskiornithidae,pelecaniformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
actitis hypoleucos,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,320702,actitis,scolopacidae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
leucophaeus scoresbii,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,328019,leucophaeus,laridae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
larus belcheri,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,328041,larus,laridae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
butastur indicus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,335207,butastur,accipitridae,accipitriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
copsychus saularis,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,343929,copsychus,muscicapidae,passeriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
falco cherrug,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,345164,falco,falconidae,falconiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
enicognathus leptorhynchus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,345190,enicognathus,psittacidae,psittaciformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
podiceps cristatus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,345573,podiceps,podicipedidae,podicipediformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
corvus ossifragus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,349685,corvus,corvidae,passeriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
milvago chimango,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,357707,milvago,falconidae,falconiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
turdus pilaris,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,357736,turdus,turdidae,passeriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
oenanthe isabellina,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,358819,oenanthe,muscicapidae,passeriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
lontra provocax,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,366500,lontra,mustelidae,carnivora,mammalia,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
branta hutchinsii,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,371860,branta,anatidae,anseriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
melanitta perspicillata,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,371863,melanitta,anatidae,anseriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
melanitta fusca,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,371864,melanitta,anatidae,anseriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
bubo scandiacus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,371907,bubo,strigidae,strigiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
pluvialis fulva,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,371922,pluvialis,charadriidae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
stercorarius maccormicki,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,395889,stercorarius,stercorariidae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
theristicus caudatus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,399597,theristicus,threskiornithidae,pelecaniformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
lonchura punctulata,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,414892,lonchura,estrildidae,passeriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
sus scrofa,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,415978,sus,suidae,artiodactyla,mammalia,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
hydroprogne caspia,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,425641,hydroprogne,laridae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
onychoprion fuscatus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,425648,onychoprion,laridae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
butorides striata,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,433628,butorides,ardeidae,pelecaniformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
phoenicopterus roseus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,435638,phoenicopterus,phoenicopteridae,phoenicopteriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
anser caerulescens,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,440516,anser,anatidae,anseriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
neogale vison,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,452646,neogale,mustelidae,carnivora,mammalia,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
geopelia placida,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,471127,geopelia,columbidae,columbiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
francolinus pintadeanus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,472989,francolinus,phasianidae,galliformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
himantopus himantopus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,507595,himantopus,recurvirostridae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
sternula albifrons,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,507597,sternula,laridae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
tringa semipalmata,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,507600,tringa,scolopacidae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
megascops choliba,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,507958,megascops,strigidae,strigiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
tyto furcata,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,507989,tyto,tytonidae,strigiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
cygnus bewickii,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,541010,cygnus,anatidae,anseriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
netta peposaca,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,541013,netta,anatidae,anseriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
fulica armillata,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,555254,fulica,rallidae,gruiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
fulica rufifrons,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,555257,fulica,rallidae,gruiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
heteronetta atricapilla,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,555264,heteronetta,anatidae,anseriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
podiceps major,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,555330,podiceps,podicipedidae,podicipediformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
stercorarius antarcticus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,555350,stercorarius,stercorariidae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
thalasseus maximus,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,555356,thalasseus,laridae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
burhinus grallarius,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,585466,burhinus,burhinidae,charadriiformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
plectropterus gambensis,alphainfluenzavirus influenzae,High,Alphainfluenzavirus influenzae (H5N1),Influenza (H5N1 avian influenza),Influenza A,Alphainfluenzavirus influenzae,TRUE,TRUE,NA,658924,plectropterus,anatidae,anseriformes,aves,2955291,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
