Host,Virus,PHEIC risk,Pathogens,Disease_name,previous_name,msl39_viral_name,in_gibb_etal,in_empres_i,Virion_VirusName,HostTaxID,HostGenus,HostFamily,HostOrder,HostClass,VirusTaxID,VirusGenus,VirusFamily,VirusOrder,VirusClass,DetectionMethod,HostFlagID,high_quality_detection,downstream_default_include,downstream_review_reason
hexaprotodon liberiensis,orthobornavirus bornaense,Low,Orthobornavirus bornaense,Borna disease (encephalitis),Mammalian Bornavirus 1 (BoDV-1),Orthobornavirus bornaense,FALSE,FALSE,orthobornavirus bornaense,56798,hexaprotodon,hippopotamidae,artiodactyla,mammalia,1714619,orthobornavirus,bornaviridae,mononegavirales,monjiviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
crocidura leucodon,orthobornavirus bornaense,Low,Orthobornavirus bornaense,Borna disease (encephalitis),Mammalian Bornavirus 1 (BoDV-1),Orthobornavirus bornaense,FALSE,FALSE,orthobornavirus bornaense,109474,crocidura,soricidae,eulipotyphla,mammalia,1714619,orthobornavirus,bornaviridae,mononegavirales,monjiviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
castor fiber,orthobornavirus bornaense,Low,Orthobornavirus bornaense,Borna disease (encephalitis),Mammalian Bornavirus 1 (BoDV-1),Orthobornavirus bornaense,FALSE,FALSE,orthobornavirus bornaense,331605,castor,castoridae,rodentia,mammalia,1714619,orthobornavirus,bornaviridae,mononegavirales,monjiviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
equus ferus,orthobornavirus bornaense,Low,Orthobornavirus bornaense,Borna disease (encephalitis),Mammalian Bornavirus 1 (BoDV-1),Orthobornavirus bornaense,FALSE,FALSE,orthobornavirus bornaense,1114792,equus,equidae,perissodactyla,mammalia,1714619,orthobornavirus,bornaviridae,mononegavirales,monjiviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
vespertilio sinensis,middle east respiratory syndrome-related coronavirus,High,MERS-like bat merbecoviruses,Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,middle east respiratory syndrome-related coronavirus,105273,Vespertilio,Vespertilionidae,Chiroptera,Mammalia,1335626,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
pipistrellus hesperidus,middle east respiratory syndrome-related coronavirus,High,MERS-like bat merbecoviruses,Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,middle east respiratory syndrome-related coronavirus,294653,Pipistrellus,Vespertilionidae,Chiroptera,Mammalia,1335626,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,TRUE,TRUE,FALSE,virion_host_flag_review
homo sapiens,betacoronavirus cameli,High,MERS-like bat merbecoviruses,Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,9606,homo,hominidae,primates,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
equus asinus,betacoronavirus cameli,High,MERS-like bat merbecoviruses,Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,9793,equus,equidae,perissodactyla,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
camelus bactrianus,betacoronavirus cameli,High,MERS-like bat merbecoviruses,Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,9837,camelus,camelidae,artiodactyla,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
camelus dromedarius,betacoronavirus cameli,High,MERS-like bat merbecoviruses,Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,9838,camelus,camelidae,artiodactyla,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
lama glama,betacoronavirus cameli,High,MERS-like bat merbecoviruses,Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,9844,lama,camelidae,artiodactyla,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
capra hircus,betacoronavirus cameli,High,MERS-like bat merbecoviruses,Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,9925,capra,bovidae,artiodactyla,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
ovis aries,betacoronavirus cameli,High,MERS-like bat merbecoviruses,Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,9940,ovis,bovidae,artiodactyla,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
molossus molossus,betacoronavirus cameli,High,MERS-like bat merbecoviruses,Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,27622,molossus,molossidae,chiroptera,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
pipistrellus kuhlii,betacoronavirus cameli,High,MERS-like bat merbecoviruses,Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,59472,pipistrellus,vespertilionidae,chiroptera,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
pipistrellus nathusii,betacoronavirus cameli,High,MERS-like bat merbecoviruses,Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,59473,pipistrellus,vespertilionidae,chiroptera,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
rhinolophus ferrumequinum,betacoronavirus cameli,High,MERS-like bat merbecoviruses,Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,59479,rhinolophus,rhinolophidae,chiroptera,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
vespertilio murinus,betacoronavirus cameli,High,MERS-like bat merbecoviruses,Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,59485,vespertilio,vespertilionidae,chiroptera,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
vespertilio sinensis,betacoronavirus cameli,High,MERS-like bat merbecoviruses,Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,105273,vespertilio,vespertilionidae,chiroptera,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
hypsugo savii,betacoronavirus cameli,High,MERS-like bat merbecoviruses,Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,109485,hypsugo,vespertilionidae,chiroptera,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
laephotis capensis,betacoronavirus cameli,High,MERS-like bat merbecoviruses,Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,110938,laephotis,vespertilionidae,chiroptera,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
ia io,betacoronavirus cameli,High,MERS-like bat merbecoviruses,Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,360967,ia,vespertilionidae,chiroptera,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
hypsugo pulveratus,betacoronavirus cameli,High,MERS-like bat merbecoviruses,Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,867834,hypsugo,vespertilionidae,chiroptera,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
pipistrellus sp.,betacoronavirus cameli,High,MERS-like bat merbecoviruses,Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,3075051,pipistrellus,vespertilionidae,chiroptera,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
vespertilio sinensis,middle east respiratory syndrome-related coronavirus,High,Middle East respiratory syndrome-related coronavirus (MERS-CoV),Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,middle east respiratory syndrome-related coronavirus,105273,Vespertilio,Vespertilionidae,Chiroptera,Mammalia,1335626,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
pipistrellus hesperidus,middle east respiratory syndrome-related coronavirus,High,Middle East respiratory syndrome-related coronavirus (MERS-CoV),Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,middle east respiratory syndrome-related coronavirus,294653,Pipistrellus,Vespertilionidae,Chiroptera,Mammalia,1335626,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,TRUE,TRUE,FALSE,virion_host_flag_review
homo sapiens,betacoronavirus cameli,High,Middle East respiratory syndrome-related coronavirus (MERS-CoV),Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,9606,homo,hominidae,primates,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
equus asinus,betacoronavirus cameli,High,Middle East respiratory syndrome-related coronavirus (MERS-CoV),Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,9793,equus,equidae,perissodactyla,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
camelus bactrianus,betacoronavirus cameli,High,Middle East respiratory syndrome-related coronavirus (MERS-CoV),Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,9837,camelus,camelidae,artiodactyla,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
camelus dromedarius,betacoronavirus cameli,High,Middle East respiratory syndrome-related coronavirus (MERS-CoV),Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,9838,camelus,camelidae,artiodactyla,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
lama glama,betacoronavirus cameli,High,Middle East respiratory syndrome-related coronavirus (MERS-CoV),Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,9844,lama,camelidae,artiodactyla,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
capra hircus,betacoronavirus cameli,High,Middle East respiratory syndrome-related coronavirus (MERS-CoV),Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,9925,capra,bovidae,artiodactyla,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
ovis aries,betacoronavirus cameli,High,Middle East respiratory syndrome-related coronavirus (MERS-CoV),Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,9940,ovis,bovidae,artiodactyla,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
molossus molossus,betacoronavirus cameli,High,Middle East respiratory syndrome-related coronavirus (MERS-CoV),Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,27622,molossus,molossidae,chiroptera,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
pipistrellus kuhlii,betacoronavirus cameli,High,Middle East respiratory syndrome-related coronavirus (MERS-CoV),Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,59472,pipistrellus,vespertilionidae,chiroptera,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
pipistrellus nathusii,betacoronavirus cameli,High,Middle East respiratory syndrome-related coronavirus (MERS-CoV),Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,59473,pipistrellus,vespertilionidae,chiroptera,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
rhinolophus ferrumequinum,betacoronavirus cameli,High,Middle East respiratory syndrome-related coronavirus (MERS-CoV),Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,59479,rhinolophus,rhinolophidae,chiroptera,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
vespertilio murinus,betacoronavirus cameli,High,Middle East respiratory syndrome-related coronavirus (MERS-CoV),Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,59485,vespertilio,vespertilionidae,chiroptera,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
vespertilio sinensis,betacoronavirus cameli,High,Middle East respiratory syndrome-related coronavirus (MERS-CoV),Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,105273,vespertilio,vespertilionidae,chiroptera,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
hypsugo savii,betacoronavirus cameli,High,Middle East respiratory syndrome-related coronavirus (MERS-CoV),Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,109485,hypsugo,vespertilionidae,chiroptera,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
laephotis capensis,betacoronavirus cameli,High,Middle East respiratory syndrome-related coronavirus (MERS-CoV),Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,110938,laephotis,vespertilionidae,chiroptera,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
ia io,betacoronavirus cameli,High,Middle East respiratory syndrome-related coronavirus (MERS-CoV),Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,360967,ia,vespertilionidae,chiroptera,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
hypsugo pulveratus,betacoronavirus cameli,High,Middle East respiratory syndrome-related coronavirus (MERS-CoV),Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,867834,hypsugo,vespertilionidae,chiroptera,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
pipistrellus sp.,betacoronavirus cameli,High,Middle East respiratory syndrome-related coronavirus (MERS-CoV),Middle East Respiratory Syndrome (MERS),Middle East Respiratory Syndrome Coronavirus,subgenus Merbecovirus,FALSE,FALSE,betacoronavirus cameli,3075051,pipistrellus,vespertilionidae,chiroptera,mammalia,3433633,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
rousettus leschenaultii,betacoronavirus pandemicum,High,SARS-like bat sarbecoviruses,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,9408,rousettus,pteropodidae,chiroptera,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
chlorocebus aethiops,betacoronavirus pandemicum,High,SARS-like bat sarbecoviruses,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,9534,chlorocebus,cercopithecidae,primates,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
homo sapiens,betacoronavirus pandemicum,High,SARS-like bat sarbecoviruses,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,9606,homo,hominidae,primates,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
homo sapiens,betacoronavirus pandemicum,High,SARS-like bat sarbecoviruses,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,9606,homo,hominidae,primates,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
homo sapiens,betacoronavirus pandemicum,High,SARS-like bat sarbecoviruses,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,9606,homo,hominidae,primates,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Not specified,FALSE,FALSE,FALSE,detection_method=Not specified
homo sapiens,betacoronavirus pandemicum,High,SARS-like bat sarbecoviruses,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,9606,homo,hominidae,primates,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
vulpes vulpes,betacoronavirus pandemicum,High,SARS-like bat sarbecoviruses,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,9627,vulpes,canidae,carnivora,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
paguma larvata,betacoronavirus pandemicum,High,SARS-like bat sarbecoviruses,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,9675,paguma,viverridae,carnivora,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
paguma larvata,betacoronavirus pandemicum,High,SARS-like bat sarbecoviruses,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,9675,paguma,viverridae,carnivora,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
paguma larvata,betacoronavirus pandemicum,High,SARS-like bat sarbecoviruses,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,9675,paguma,viverridae,carnivora,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
felis catus,betacoronavirus pandemicum,High,SARS-like bat sarbecoviruses,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,9685,felis,felidae,carnivora,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
sus scrofa,betacoronavirus pandemicum,High,SARS-like bat sarbecoviruses,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,9823,sus,suidae,artiodactyla,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
mus musculus,betacoronavirus pandemicum,High,SARS-like bat sarbecoviruses,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,10090,mus,muridae,rodentia,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
nyctereutes procyonoides,betacoronavirus pandemicum,High,SARS-like bat sarbecoviruses,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,34880,nyctereutes,canidae,carnivora,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Antibodies,FALSE,FALSE,FALSE,detection_method=Antibodies
nyctereutes procyonoides,betacoronavirus pandemicum,High,SARS-like bat sarbecoviruses,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,34880,nyctereutes,canidae,carnivora,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
rhinolophus affinis,betacoronavirus pandemicum,High,SARS-like bat sarbecoviruses,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,59477,rhinolophus,rhinolophidae,chiroptera,mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Isolation/Observation,FALSE,TRUE,TRUE,NA
rhinolophus affinis,severe acute respiratory syndrome-related coronavirus,High,SARS-like bat sarbecoviruses,Severe Acute Respiratory Syndrome (SARS); COVID-19,Severe Acute Respiratory Syndrome coronavirus,subgenus Sarbecovirus,FALSE,FALSE,severe acute respiratory syndrome-related coronavirus,59477,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia,694009,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PCR/Sequencing,FALSE,TRUE,TRUE,NA
