vector_modelling_feature_id,disease_name,species_role,species_name,tax_id,vector_group,vector_taxon_rank,vector_join_key,best_evidence_level,best_evidence_basis,has_disease_vector_evidence,has_host_vector_evidence,has_competence_evidence,bites_humans,bites_humans_known,bites_humans_true,vector_competence_status,transmission_demonstrated,natural_infection_reported,vector_role_hint,taxonomy_ok,profile_broad,profile_supported,profile_strong,profile_strict,biological_evidence_tier,tier_rule_id,vector_evidence_missingness_reason,feature_rule_version
rift valley fever|culex univittatus|NA,Rift Valley fever,vector,culex univittatus,,mosquito,species,culex univittatus,probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,yes,candidate_vector,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|culex zombaensis|NA,Rift Valley fever,vector,culex zombaensis,,mosquito,species,culex zombaensis,candidate,efsa_appendix_g; review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|culiseta inornata|NA,Rift Valley fever,vector,culiseta inornata,,mosquito,species,culiseta inornata,candidate,efsa_appendix_g,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|eretmapodites chrysogaster sensu lato|NA,Rift Valley fever,vector,eretmapodites chrysogaster sensu lato,,mosquito,sensu_lato,eretmapodites chrysogaster sensu lato,weak,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|eretmapodites quinquevittatus|NA,Rift Valley fever,vector,eretmapodites quinquevittatus,,mosquito,species,eretmapodites quinquevittatus,candidate,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,yes,candidate_vector,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|mansonia africana|NA,Rift Valley fever,vector,mansonia africana,,mosquito,species,mansonia africana,probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,yes,candidate_vector,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|mansonia dyari|NA,Rift Valley fever,vector,mansonia dyari,,mosquito,species,mansonia dyari,candidate,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|mansonia uniformis|NA,Rift Valley fever,vector,mansonia uniformis,,mosquito,infraspecific,mansonia uniformis,probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,yes,candidate_vector,FALSE,FALSE,FALSE,FALSE,FALSE,excluded,vector_v0_1,taxonomy_caution; tax_id_missing; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|ochlerotatus caballus|NA,Rift Valley fever,vector,ochlerotatus caballus,,mosquito,species,ochlerotatus caballus,weak,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|ochlerotatus juppi|NA,Rift Valley fever,vector,ochlerotatus juppi,,mosquito,species,ochlerotatus juppi,weak,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
rift valley fever|psorophora ferox|NA,Rift Valley fever,vector,psorophora ferox,,mosquito,species,psorophora ferox,probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,TRUE,strict,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
rift valley fever|rhipicephalus appendiculatus|NA,Rift Valley fever,vector,rhipicephalus appendiculatus,,tick,species,rhipicephalus appendiculatus,weak,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
severe fever with thrombocytopenia syndrome sfts|amblyomma testudinarium|NA,Severe fever with thrombocytopenia syndrome (SFTS),vector,amblyomma testudinarium,,tick,species,amblyomma testudinarium,confirmed,field,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,competent,yes,yes,primary_vector,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing,vector_tier_rules_v0_1
severe fever with thrombocytopenia syndrome sfts|dermacentor nuttalli|NA,Severe fever with thrombocytopenia syndrome (SFTS),vector,dermacentor nuttalli,,tick,species,dermacentor nuttalli,weak,review,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
severe fever with thrombocytopenia syndrome sfts|dermacentor silvarum|NA,Severe fever with thrombocytopenia syndrome (SFTS),vector,dermacentor silvarum,,tick,species,dermacentor silvarum,weak,lab,TRUE,FALSE,TRUE,,FALSE,FALSE,mixed,mixed,yes,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank,vector_tier_rules_v0_1
severe fever with thrombocytopenia syndrome sfts|haemaphysalis concinna|NA,Severe fever with thrombocytopenia syndrome (SFTS),vector,haemaphysalis concinna,,tick,species,haemaphysalis concinna,weak,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
severe fever with thrombocytopenia syndrome sfts|haemaphysalis flava|NA,Severe fever with thrombocytopenia syndrome (SFTS),vector,haemaphysalis flava,,tick,species,haemaphysalis flava,confirmed,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,yes,,TRUE,TRUE,TRUE,TRUE,TRUE,strict,vector_v0_1,tax_id_missing; vector_role_hint_blank,vector_tier_rules_v0_1
severe fever with thrombocytopenia syndrome sfts|haemaphysalis formosensis|NA,Severe fever with thrombocytopenia syndrome (SFTS),vector,haemaphysalis formosensis,,tick,infraspecific,haemaphysalis formosensis,candidate,field,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,yes,maintenance_vector,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; transmission_demonstrated_unknown,vector_tier_rules_v0_1
severe fever with thrombocytopenia syndrome sfts|haemaphysalis hystricis|NA,Severe fever with thrombocytopenia syndrome (SFTS),vector,haemaphysalis hystricis,,tick,species,haemaphysalis hystricis,probable,field,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,yes,candidate_vector,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; transmission_demonstrated_unknown,vector_tier_rules_v0_1
severe fever with thrombocytopenia syndrome sfts|haemaphysalis japonica|NA,Severe fever with thrombocytopenia syndrome (SFTS),vector,haemaphysalis japonica,,tick,species,haemaphysalis japonica,weak,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
severe fever with thrombocytopenia syndrome sfts|haemaphysalis longicornis|NA,Severe fever with thrombocytopenia syndrome (SFTS),vector,haemaphysalis longicornis,,tick,species,haemaphysalis longicornis,confirmed,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,yes,candidate_vector|primary_vector,TRUE,TRUE,TRUE,TRUE,TRUE,strict,vector_v0_1,tax_id_missing,vector_tier_rules_v0_1
severe fever with thrombocytopenia syndrome sfts|haemaphysalis megaspinosa|NA,Severe fever with thrombocytopenia syndrome (SFTS),vector,haemaphysalis megaspinosa,,tick,species,haemaphysalis megaspinosa,candidate,field,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,yes,maintenance_vector,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; transmission_demonstrated_unknown,vector_tier_rules_v0_1
severe fever with thrombocytopenia syndrome sfts|hyalomma asiaticum|NA,Severe fever with thrombocytopenia syndrome (SFTS),vector,hyalomma asiaticum,,tick,species,hyalomma asiaticum,weak,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
severe fever with thrombocytopenia syndrome sfts|ixodes nipponensis|NA,Severe fever with thrombocytopenia syndrome (SFTS),vector,ixodes nipponensis,,tick,species,ixodes nipponensis,confirmed,review,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,competent,yes,yes,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; vector_role_hint_blank,vector_tier_rules_v0_1
severe fever with thrombocytopenia syndrome sfts|ixodes persulcatus|NA,Severe fever with thrombocytopenia syndrome (SFTS),vector,ixodes persulcatus,,tick,species,ixodes persulcatus,weak,lab,TRUE,FALSE,TRUE,,FALSE,FALSE,not_competent,no,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank,vector_tier_rules_v0_1
severe fever with thrombocytopenia syndrome sfts|ixodes sinensis|NA,Severe fever with thrombocytopenia syndrome (SFTS),vector,ixodes sinensis,,tick,species,ixodes sinensis,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,yes,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank,vector_tier_rules_v0_1
severe fever with thrombocytopenia syndrome sfts|rhipicephalus microplus|NA,Severe fever with thrombocytopenia syndrome (SFTS),vector,rhipicephalus microplus,,tick,species,rhipicephalus microplus,weak,review,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
tick borne encephalitis|dermacentor marginatus|NA,Tick-borne encephalitis,vector,dermacentor marginatus,,tick,species,dermacentor marginatus,confirmed,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,yes,,TRUE,TRUE,TRUE,TRUE,TRUE,strict,vector_v0_1,tax_id_missing; vector_role_hint_blank,vector_tier_rules_v0_1
tick borne encephalitis|dermacentor reticulatus|NA,Tick-borne encephalitis,vector,dermacentor reticulatus,,tick,species,dermacentor reticulatus,confirmed,review,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,competent,yes,yes,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; vector_role_hint_blank,vector_tier_rules_v0_1
tick borne encephalitis|haemaphysalis concinna|NA,Tick-borne encephalitis,vector,haemaphysalis concinna,,tick,species,haemaphysalis concinna,confirmed,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,yes,primary_vector,TRUE,TRUE,TRUE,TRUE,TRUE,strict,vector_v0_1,tax_id_missing,vector_tier_rules_v0_1
tick borne encephalitis|haemaphysalis inermis|NA,Tick-borne encephalitis,vector,haemaphysalis inermis,,tick,species,haemaphysalis inermis,probable,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
tick borne encephalitis|haemaphysalis punctata|NA,Tick-borne encephalitis,vector,haemaphysalis punctata,,tick,species,haemaphysalis punctata,confirmed,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,yes,,TRUE,TRUE,TRUE,TRUE,TRUE,strict,vector_v0_1,tax_id_missing; vector_role_hint_blank,vector_tier_rules_v0_1
tick borne encephalitis|ixodes arboricola|NA,Tick-borne encephalitis,vector,ixodes arboricola,,tick,species,ixodes arboricola,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,yes,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank,vector_tier_rules_v0_1
tick borne encephalitis|ixodes gibbosus|NA,Tick-borne encephalitis,vector,ixodes gibbosus,,tick,species,ixodes gibbosus,weak,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
tick borne encephalitis|ixodes hexagonus|NA,Tick-borne encephalitis,vector,ixodes hexagonus,,tick,species,ixodes hexagonus,confirmed,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,yes,,TRUE,TRUE,TRUE,TRUE,TRUE,strict,vector_v0_1,tax_id_missing; vector_role_hint_blank,vector_tier_rules_v0_1
tick borne encephalitis|ixodes persulcatus|NA,Tick-borne encephalitis,vector,ixodes persulcatus,,tick,species,ixodes persulcatus,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,yes,primary_vector,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown,vector_tier_rules_v0_1
tick borne encephalitis|ixodes ricinus|NA,Tick-borne encephalitis,vector,ixodes ricinus,,tick,species,ixodes ricinus,confirmed,field+lab,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,yes,primary_vector,TRUE,TRUE,TRUE,TRUE,TRUE,strict,vector_v0_1,tax_id_missing,vector_tier_rules_v0_1
tick borne encephalitis|ixodes scapularis|NA,Tick-borne encephalitis,vector,ixodes scapularis,,tick,species,ixodes scapularis,weak,lab,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|aedes angustivittatus|NA,Venezuelan equine encephalitis,vector,aedes angustivittatus,,mosquito,species,aedes angustivittatus,candidate,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|aedes detritus|NA,Venezuelan equine encephalitis,vector,aedes detritus,,mosquito,species,aedes detritus,candidate,efsa_appendix_g,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|aedes fulvus|NA,Venezuelan equine encephalitis,vector,aedes fulvus,,mosquito,species,aedes fulvus,candidate,review,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,unclear,,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|aedes scapularis|NA,Venezuelan equine encephalitis,vector,aedes scapularis,,mosquito,species,aedes scapularis,probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,TRUE,strict,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|aedes serratus|NA,Venezuelan equine encephalitis,vector,aedes serratus,,mosquito,species,aedes serratus,candidate,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|aedes taeniorhynchus|NA,Venezuelan equine encephalitis,vector,aedes taeniorhynchus,,mosquito,species,aedes taeniorhynchus,confirmed; probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,epizootic_vector|primary_vector,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; natural_infection_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|anopheles pseudopunctipennis|NA,Venezuelan equine encephalitis,vector,anopheles pseudopunctipennis,,mosquito,species,anopheles pseudopunctipennis,probable,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|coquillettidia venezuelensis|NA,Venezuelan equine encephalitis,vector,coquillettidia venezuelensis,,mosquito,species,coquillettidia venezuelensis,probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,TRUE,strict,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|culex adamesi|NA,Venezuelan equine encephalitis,vector,culex adamesi,,mosquito,species,culex adamesi,candidate; confirmed,field; review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,yes,secondary_vector,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|culex aikenii sensu lato|NA,Venezuelan equine encephalitis,vector,culex aikenii sensu lato,,mosquito,sensu_lato,culex aikenii sensu lato,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|culex cedecei|NA,Venezuelan equine encephalitis,vector,culex cedecei,,mosquito,species,culex cedecei,candidate,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|culex cedeci|NA,Venezuelan equine encephalitis,vector,culex cedeci,,mosquito,species,culex cedeci,confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|culex crybda|NA,Venezuelan equine encephalitis,vector,culex crybda,,mosquito,species,culex crybda,candidate,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|culex declarator|NA,Venezuelan equine encephalitis,vector,culex declarator,,mosquito,species,culex declarator,candidate,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|culex delpontei|NA,Venezuelan equine encephalitis,vector,culex delpontei,,mosquito,species,culex delpontei,candidate,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|culex dunni|NA,Venezuelan equine encephalitis,vector,culex dunni,,mosquito,species,culex dunni,candidate,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|culex erraticus|NA,Venezuelan equine encephalitis,vector,culex erraticus,,mosquito,species,culex erraticus,probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|culex gnomatos|NA,Venezuelan equine encephalitis,vector,culex gnomatos,,mosquito,species,culex gnomatos,candidate,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|culex gnomatos vomerifer|NA,Venezuelan equine encephalitis,vector,culex gnomatos vomerifer,,mosquito,infraspecific,culex gnomatos vomerifer,candidate,efsa_appendix_g,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,broad,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|culex nigripalpus|NA,Venezuelan equine encephalitis,vector,culex nigripalpus,,mosquito,species,culex nigripalpus,candidate,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|culex ocossa|NA,Venezuelan equine encephalitis,vector,culex ocossa,,mosquito,species,culex ocossa,candidate; probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|culex panocossa|NA,Venezuelan equine encephalitis,vector,culex panocossa,,mosquito,species,culex panocossa,probable,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|culex pedroi|NA,Venezuelan equine encephalitis,vector,culex pedroi,,mosquito,species,culex pedroi,candidate; confirmed,field; review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,yes,primary_vector,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing,vector_tier_rules_v0_1
venezuelan equine encephalitis|culex portesi|NA,Venezuelan equine encephalitis,vector,culex portesi,,mosquito,species,culex portesi,candidate; confirmed,review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|culex spissipes|NA,Venezuelan equine encephalitis,vector,culex spissipes,,mosquito,species,culex spissipes,candidate,review,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,unclear,,,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown; natural_infection_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|culex taeniopus|NA,Venezuelan equine encephalitis,vector,culex taeniopus,,mosquito,species,culex taeniopus,candidate; confirmed,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,competent,yes,,enzootic_vector|primary_vector,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; natural_infection_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|culex vomerifer|NA,Venezuelan equine encephalitis,vector,culex vomerifer,,mosquito,species,culex vomerifer,candidate; confirmed,field; review,TRUE,FALSE,TRUE,,FALSE,FALSE,competent,yes,yes,primary_vector,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; bites_humans_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|mansonia dyari|NA,Venezuelan equine encephalitis,vector,mansonia dyari,,mosquito,species,mansonia dyari,probable,review,TRUE,FALSE,TRUE,,FALSE,FALSE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; bites_humans_unknown; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|mansonia indubitans|NA,Venezuelan equine encephalitis,vector,mansonia indubitans,,mosquito,species,mansonia indubitans,probable,review,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|mansonia titillans|NA,Venezuelan equine encephalitis,vector,mansonia titillans,,mosquito,species,mansonia titillans,probable,review,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,yes,,TRUE,TRUE,TRUE,FALSE,FALSE,supported,vector_v0_1,tax_id_missing; vector_role_hint_blank; transmission_demonstrated_unknown,vector_tier_rules_v0_1
venezuelan equine encephalitis|ochlerotatus detritus|NA,Venezuelan equine encephalitis,vector,ochlerotatus detritus,,mosquito,species,ochlerotatus detritus,candidate,lab,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,yes,,,TRUE,TRUE,TRUE,TRUE,FALSE,strong,vector_v0_1,tax_id_missing; vector_role_hint_blank; natural_infection_unknown,vector_tier_rules_v0_1
