disease_name,species_name,tax_id,species_role,disease_has_vector_rows,in_current_role_review_scope,in_gibb_etal,in_empres_i,priority_prototype_status,source_pathogens,host_class,host_order,host_family,host_detection_method,host_role_assignment,host_role_confidence,host_role_needs_manual_review,host_role_assignment_status,vector_group,vector_taxon_rank,vector_join_key,vector_role_assignment,vector_role_confidence,vector_role_needs_manual_review,vector_role_assignment_status,has_disease_vector_evidence,has_host_vector_evidence,has_competence_evidence,best_evidence_level,best_evidence_basis,vector_record_sources,bites_humans,bites_humans_basis,vector_competence_status,transmission_demonstrated,natural_infection_reported,vector_role_hint,uncertainty_reason,taxonomy_caution
West Nile fever,Mastomys erythroleucus,41268,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,rodentia,muridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Meleagris gallopavo,9103,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,galliformes,phasianidae,Isolation/Observation; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Mephitis mephitis,30548,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,carnivora,mephitidae,Antibodies; Isolation/Observation; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Mergus squamatus,670348,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,anseriformes,anatidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Mesocricetus auratus,10036,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,rodentia,cricetidae,Isolation/Observation; Not specified; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Microtus arvalis,47230,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,rodentia,cricetidae,Antibodies,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Mimus polyglottos,60713,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,passeriformes,mimidae,Isolation/Observation; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Molothrus ater,84834,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,passeriformes,icteridae,Isolation/Observation; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Mops pumilus,242384,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,chiroptera,molossidae,Antibodies,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Mus musculus,10090,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,rodentia,muridae,Isolation/Observation; Not specified; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Myodes glareolus,447135,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,,,,Antibodies,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Nannopterum auritum,56069,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,,,,Isolation/Observation; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Nestor notabilis,176057,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,psittaciformes,strigopidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Odocoileus virginianus,9874,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,artiodactyla,cervidae,Antibodies; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Oena capensis,115679,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,columbiformes,columbidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Orcinus orca,9733,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,artiodactyla,delphinidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Oriolus flavocinctus,449354,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,passeriformes,oriolidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Oryctolagus cuniculus,9986,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,lagomorpha,leporidae,Antibodies,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Ovis aries,9940,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,artiodactyla,bovidae,Antibodies; Not specified; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Pan troglodytes,9598,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,primates,hominidae,Antibodies; Not specified,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Pandion haliaetus,56262,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,accipitriformes,pandionidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Panthera leo,9689,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,carnivora,felidae,Antibodies; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Panthera tigris,9694,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,carnivora,felidae,Antibodies,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Panthera uncia,29064,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,carnivora,felidae,Antibodies,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Parus major,9157,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,passeriformes,paridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Passer,2705460,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,,,,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Passer domesticus,48849,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,passeriformes,passeridae,Isolation/Observation; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Pelecanus erythrorhynchos,33618,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,pelecaniformes,pelecanidae,Isolation/Observation; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Pelecanus occidentalis,37043,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,pelecaniformes,pelecanidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Pelophylax ridibundus,8406,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,amphibia,anura,ranidae,Isolation/Observation; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Peromyscus leucopus,10041,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,rodentia,cricetidae,Antibodies,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Phalacrocorax carbo,9209,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,suliformes,phalacrocoracidae,Isolation/Observation; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Phasianus colchicus,9054,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,galliformes,phasianidae,Isolation/Observation; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Pheucticus melanocephalus,371919,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,passeriformes,cardinalidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Phoca vitulina,9720,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,carnivora,phocidae,Antibodies; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Phoenicoparrus andinus,704177,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,phoenicopteriformes,phoenicopteridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Phoenicopterus,2729511,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,,,,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Phoenicopterus chilensis,117000,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,phoenicopteriformes,phoenicopteridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Phoenicopterus roseus,435638,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,phoenicopteriformes,phoenicopteridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Phoenicopterus ruber,9217,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,phoenicopteriformes,phoenicopteridae,Isolation/Observation; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Phylloscopus collybita,48150,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,passeriformes,phylloscopidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Pica hudsonia,158052,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,passeriformes,corvidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Pica nuttalli,114087,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,,,,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Pica pica,34924,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,passeriformes,corvidae,Isolation/Observation; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Pipistrellus hesperidus,294653,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,chiroptera,vespertilionidae,Antibodies,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Pluvialis apricaria,670352,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,charadriiformes,charadriidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Podiceps cristatus,345573,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,podicipediformes,podicipedidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Podiceps nigricollis,85099,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,podicipediformes,podicipedidae,Isolation/Observation,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Poecile atricapillus,48891,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,passeriformes,paridae,Isolation/Observation; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Poecile carolinensis,48892,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,passeriformes,paridae,Isolation/Observation; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Procyon lotor,9654,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,carnivora,procyonidae,Antibodies,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Prunella modularis,181117,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,passeriformes,prunellidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Pteropus alecto,9402,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,chiroptera,pteropodidae,Antibodies,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Puma concolor,9696,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,carnivora,felidae,Antibodies,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Pyrrhocorax graculus,56789,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,passeriformes,corvidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Quelea quelea,187445,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,passeriformes,ploceidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Quiscalus major,84780,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,passeriformes,icteridae,Isolation/Observation; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Quiscalus quiscula,84782,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,passeriformes,icteridae,Isolation/Observation; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Rallus aquaticus,54496,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,gruiformes,rallidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Rattus norvegicus,10116,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,rodentia,muridae,Antibodies,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Rattus rattus,10117,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,rodentia,muridae,Antibodies,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Rousettus aegyptiacus,9407,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,chiroptera,pteropodidae,Antibodies,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Rousettus leschenaultii,9408,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,chiroptera,pteropodidae,Isolation/Observation; Not specified; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Sciurus carolinensis,30640,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,rodentia,sciuridae,Antibodies; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Sciurus niger,34861,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,rodentia,sciuridae,Antibodies; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Serinus canaria,9135,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,passeriformes,fringillidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Sigmodon hispidus,42415,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,rodentia,cricetidae,Antibodies,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Spatula querquedula,75856,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,anseriformes,anatidae,Isolation/Observation; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Spheniscus humboldti,9240,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,sphenisciformes,spheniscidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Spinus tristis,54773,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,passeriformes,fringillidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Sternula albifrons,507597,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,charadriiformes,laridae,Antibodies,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Sternula antillarum,471862,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,charadriiformes,laridae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Streptopelia capicola,135634,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,columbiformes,columbidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Streptopelia decaocto,177147,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,columbiformes,columbidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Strix aluco,111821,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,strigiformes,strigidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Strix nebulosa,126836,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,strigiformes,strigidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Strix nebulosa,507975,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,strigiformes,strigidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Strix varia,57075,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,strigiformes,strigidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Sturnus vulgaris,9172,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,passeriformes,sturnidae,Antibodies; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Sus scrofa,9823,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,artiodactyla,suidae,Antibodies; Not specified,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Sylvia atricapilla,48155,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,passeriformes,sylviidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Syncerus caffer,9970,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,artiodactyla,bovidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Tadarida brasiliensis,9438,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,chiroptera,molossidae,Antibodies,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Toxostoma rufum,58210,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,passeriformes,mimidae,Isolation/Observation; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Trichoglossus haematodus,176049,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,psittaciformes,psittacidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Trichoglossus moluccanus,1549204,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,psittaciformes,psittacidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Turdus merula,9187,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,passeriformes,turdidae,Isolation/Observation; PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Turdus migratorius,9188,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,passeriformes,turdidae,Isolation/Observation; Not specified; PCR/Sequencing,amplifying_host,medium,TRUE,draft_source_backed,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Turdus philomelos,127946,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,passeriformes,turdidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Tyto alba,56313,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,strigiformes,tytonidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Ursus americanus,9643,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,carnivora,ursidae,Antibodies,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Ursus arctos,9644,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,carnivora,ursidae,Antibodies; Isolation/Observation,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Ursus maritimus,29073,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,mammalia,carnivora,ursidae,PCR/Sequencing,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Vanellus spinosus,8909,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,charadriiformes,charadriidae,Antibodies,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
West Nile fever,Vanellus vanellus,100859,host,TRUE,TRUE,TRUE,TRUE,prototype,Orthoflavivirus nilense,aves,charadriiformes,charadriidae,Antibodies,host_presence_only,low,TRUE,candidate_only,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,FALSE
