role_modelling_feature_id,disease_name,species_role,species_name,tax_id,host_class,host_order,host_family,host_detection_method,host_direct_detection_supported,host_role_assignment,host_role_confidence,host_role_assignment_status,host_role_needs_manual_review,modelling_role_proxy,modelling_role_proxy_basis,modelling_role_proxy_confidence,modelling_role_proxy_rule_id,modelling_role_proxy_needs_review,host_role_bucket,host_role_evidence_basis,host_role_weight,role_proxy_applied,group_proxy_applied,profile_group_proxy,feature_rule_version,taxonomy_ok,host_detection_tier,profile_broad,profile_supported,profile_strong,profile_strict,biological_evidence_tier,tier_rule_id,host_evidence_missingness_reason
west nile fever|rousettus leschenaultii|9408,West Nile fever,host,Rousettus leschenaultii,9408,mammalia,chiroptera,pteropodidae,Isolation/Observation; Not specified; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|sciurus carolinensis|30640,West Nile fever,host,Sciurus carolinensis,30640,mammalia,rodentia,sciuridae,Antibodies; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|sciurus niger|34861,West Nile fever,host,Sciurus niger,34861,mammalia,rodentia,sciuridae,Antibodies; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|serinus canaria|9135,West Nile fever,host,Serinus canaria,9135,aves,passeriformes,fringillidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,elevated_avian_amplifying_competence_proxy,west_nile_weighted_rule_passeriformes,medium_low,wnv_passeriformes_weighted_proxy_v0_1,TRUE,reservoir_or_amplifying_host,weighted_taxonomic_proxy,0.5,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|sigmodon hispidus|42415,West Nile fever,host,Sigmodon hispidus,42415,mammalia,rodentia,cricetidae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|spatula querquedula|75856,West Nile fever,host,Spatula querquedula,75856,aves,anseriformes,anatidae,Isolation/Observation; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_reservoir_amplifying_group_proxy,west_nile_group_rule_aves,low,wnv_aves_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|spheniscus humboldti|9240,West Nile fever,host,Spheniscus humboldti,9240,aves,sphenisciformes,spheniscidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_reservoir_amplifying_group_proxy,west_nile_group_rule_aves,low,wnv_aves_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|spinus tristis|54773,West Nile fever,host,Spinus tristis,54773,aves,passeriformes,fringillidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,elevated_avian_amplifying_competence_proxy,west_nile_weighted_rule_passeriformes,medium_low,wnv_passeriformes_weighted_proxy_v0_1,TRUE,reservoir_or_amplifying_host,weighted_taxonomic_proxy,0.5,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|sternula albifrons|507597,West Nile fever,host,Sternula albifrons,507597,aves,charadriiformes,laridae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,elevated_avian_competence_proxy,west_nile_weighted_rule_charadriiformes,medium_low,wnv_charadriiformes_weighted_proxy_v0_1,TRUE,reservoir_or_amplifying_host,weighted_taxonomic_proxy,0.5,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|sternula antillarum|471862,West Nile fever,host,Sternula antillarum,471862,aves,charadriiformes,laridae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,elevated_avian_competence_proxy,west_nile_weighted_rule_charadriiformes,medium_low,wnv_charadriiformes_weighted_proxy_v0_1,TRUE,reservoir_or_amplifying_host,weighted_taxonomic_proxy,0.5,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|streptopelia capicola|135634,West Nile fever,host,Streptopelia capicola,135634,aves,columbiformes,columbidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_reservoir_amplifying_group_proxy,west_nile_group_rule_aves,low,wnv_aves_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|streptopelia decaocto|177147,West Nile fever,host,Streptopelia decaocto,177147,aves,columbiformes,columbidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_reservoir_amplifying_group_proxy,west_nile_group_rule_aves,low,wnv_aves_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|strix aluco|111821,West Nile fever,host,Strix aluco,111821,aves,strigiformes,strigidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_reservoir_amplifying_group_proxy,west_nile_group_rule_aves,low,wnv_aves_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|strix nebulosa|126836,West Nile fever,host,Strix nebulosa,126836,aves,strigiformes,strigidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_reservoir_amplifying_group_proxy,west_nile_group_rule_aves,low,wnv_aves_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|strix nebulosa|507975,West Nile fever,host,Strix nebulosa,507975,aves,strigiformes,strigidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_reservoir_amplifying_group_proxy,west_nile_group_rule_aves,low,wnv_aves_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|strix varia|57075,West Nile fever,host,Strix varia,57075,aves,strigiformes,strigidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_reservoir_amplifying_group_proxy,west_nile_group_rule_aves,low,wnv_aves_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|sturnus vulgaris|9172,West Nile fever,host,Sturnus vulgaris,9172,aves,passeriformes,sturnidae,Antibodies; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,elevated_avian_amplifying_competence_proxy,west_nile_weighted_rule_passeriformes,medium_low,wnv_passeriformes_weighted_proxy_v0_1,TRUE,reservoir_or_amplifying_host,weighted_taxonomic_proxy,0.5,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|sus scrofa|9823,West Nile fever,host,Sus scrofa,9823,mammalia,artiodactyla,suidae,Antibodies; Not specified,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|sylvia atricapilla|48155,West Nile fever,host,Sylvia atricapilla,48155,aves,passeriformes,sylviidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,elevated_avian_amplifying_competence_proxy,west_nile_weighted_rule_passeriformes,medium_low,wnv_passeriformes_weighted_proxy_v0_1,TRUE,reservoir_or_amplifying_host,weighted_taxonomic_proxy,0.5,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|syncerus caffer|9970,West Nile fever,host,Syncerus caffer,9970,mammalia,artiodactyla,bovidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|tadarida brasiliensis|9438,West Nile fever,host,Tadarida brasiliensis,9438,mammalia,chiroptera,molossidae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|toxostoma rufum|58210,West Nile fever,host,Toxostoma rufum,58210,aves,passeriformes,mimidae,Isolation/Observation; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,elevated_avian_amplifying_competence_proxy,west_nile_weighted_rule_passeriformes,medium_low,wnv_passeriformes_weighted_proxy_v0_1,TRUE,reservoir_or_amplifying_host,weighted_taxonomic_proxy,0.5,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|trichoglossus haematodus|176049,West Nile fever,host,Trichoglossus haematodus,176049,aves,psittaciformes,psittacidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_reservoir_amplifying_group_proxy,west_nile_group_rule_aves,low,wnv_aves_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|trichoglossus moluccanus|1549204,West Nile fever,host,Trichoglossus moluccanus,1549204,aves,psittaciformes,psittacidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_reservoir_amplifying_group_proxy,west_nile_group_rule_aves,low,wnv_aves_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|turdus merula|9187,West Nile fever,host,Turdus merula,9187,aves,passeriformes,turdidae,Isolation/Observation; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,elevated_avian_amplifying_competence_proxy,west_nile_weighted_rule_passeriformes,medium_low,wnv_passeriformes_weighted_proxy_v0_1,TRUE,reservoir_or_amplifying_host,weighted_taxonomic_proxy,0.5,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|turdus migratorius|9188,West Nile fever,host,Turdus migratorius,9188,aves,passeriformes,turdidae,Isolation/Observation; Not specified; PCR/Sequencing,TRUE,amplifying_host,medium,draft_source_backed,TRUE,amplifying_host,source_backed_role_assignment,medium,source_backed_role_v0_1,TRUE,reservoir_or_amplifying_host,exact_source_backed,0.75,TRUE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,TRUE,FALSE,strong,host_v0_1,host_role_review_needed
west nile fever|turdus philomelos|127946,West Nile fever,host,Turdus philomelos,127946,aves,passeriformes,turdidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,elevated_avian_amplifying_competence_proxy,west_nile_weighted_rule_passeriformes,medium_low,wnv_passeriformes_weighted_proxy_v0_1,TRUE,reservoir_or_amplifying_host,weighted_taxonomic_proxy,0.5,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|tyto alba|56313,West Nile fever,host,Tyto alba,56313,aves,strigiformes,tytonidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_reservoir_amplifying_group_proxy,west_nile_group_rule_aves,low,wnv_aves_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|ursus americanus|9643,West Nile fever,host,Ursus americanus,9643,mammalia,carnivora,ursidae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|ursus arctos|9644,West Nile fever,host,Ursus arctos,9644,mammalia,carnivora,ursidae,Antibodies; Isolation/Observation,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,isolation_or_observation,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|ursus maritimus|29073,West Nile fever,host,Ursus maritimus,29073,mammalia,carnivora,ursidae,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|vanellus spinosus|8909,West Nile fever,host,Vanellus spinosus,8909,aves,charadriiformes,charadriidae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,elevated_avian_competence_proxy,west_nile_weighted_rule_charadriiformes,medium_low,wnv_charadriiformes_weighted_proxy_v0_1,TRUE,reservoir_or_amplifying_host,weighted_taxonomic_proxy,0.5,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|vanellus vanellus|100859,West Nile fever,host,Vanellus vanellus,100859,aves,charadriiformes,charadriidae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,elevated_avian_competence_proxy,west_nile_weighted_rule_charadriiformes,medium_low,wnv_charadriiformes_weighted_proxy_v0_1,TRUE,reservoir_or_amplifying_host,weighted_taxonomic_proxy,0.5,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|vicugna pacos|30538,West Nile fever,host,Vicugna pacos,30538,,,,PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|vulpes vulpes|9627,West Nile fever,host,Vulpes vulpes,9627,mammalia,carnivora,canidae,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|zenaida macroura|47245,West Nile fever,host,Zenaida macroura,47245,aves,columbiformes,columbidae,Isolation/Observation; PCR/Sequencing,TRUE,host_presence_only,low,candidate_only,TRUE,avian_reservoir_amplifying_group_proxy,west_nile_group_rule_aves,low,wnv_aves_group_proxy_v0_1,TRUE,reservoir_or_amplifying_host,disease_group_proxy,0.25,TRUE,TRUE,TRUE,host_proxy_rules_v0_1,TRUE,pcr_or_sequencing,TRUE,TRUE,FALSE,FALSE,supported,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|acomys cahirinus|10068,West Nile fever,host,acomys cahirinus,10068,,,,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|acomys dimidiatus|60744,West Nile fever,host,acomys dimidiatus,60744,,,,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|aethomys kaiseri|253247,West Nile fever,host,aethomys kaiseri,253247,,,,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|alcedo atthis|36245,West Nile fever,host,alcedo atthis,36245,,,,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|babyrousa babyrussa|41806,West Nile fever,host,babyrousa babyrussa,41806,,,,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
west nile fever|burhinus oedicnemus|85105,West Nile fever,host,burhinus oedicnemus,85105,,,,Antibodies,FALSE,host_presence_only,low,candidate_only,TRUE,host_presence_only,candidate_role_assignment,low,candidate_role_v0_1,TRUE,host_presence_only,candidate_only,0.1,FALSE,FALSE,FALSE,host_proxy_rules_v0_1,TRUE,serology,TRUE,FALSE,FALSE,FALSE,broad,host_v0_1,host_role_presence_only; host_role_review_needed
