candidate_query,total_row_count,source_fields,example_raw_labels,example_reason_flags,taxize_status,taxize_note,matched_name,canonical_form,current_name_string,resolved_name,score,data_source_title,classification_path,resolved_matches_who,resolved_who_host,candidate_query_key,resolved_name_key
Ichneumia albicauda,68,host_scientific_name; verbatim_host_name,Ichneumia albicauda | Ichneumia albicauda albicauda_G.[Baron] Cuvier 1829 | Ichneumia albicauda ibeanus_Thomas 1904 | Ichneumia albicauda_G.[Baron] Cuvier 1829,needs_binomialization; verbatim_binomial_candidate,matched,,"Ichneumia albicauda (G. Cuvier, 1829)",Ichneumia albicauda,Ichneumia albicauda,Ichneumia albicauda,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,ichneumia albicauda,ichneumia albicauda
Tamias striatus,68,host_scientific_name; verbatim_host_name,Tamias striatus | Tamias striatus lysteri | Tamias striatus_Linnaeus 1758,needs_binomialization; needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Tamias (Tamias) striatus (Linnaeus, 1758)",Tamias striatus,Tamias striatus,Tamias striatus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,tamias striatus,tamias striatus
Loxodonta africana,66,host_scientific_name; verbatim_host_name,Loxodonta africana | Loxodonta africana_Blumenbach 1797,needs_binomialization; verbatim_binomial_candidate,matched,,"Loxodonta africana (Blumenbach, 1797)",Loxodonta africana,Loxodonta africana,Loxodonta africana,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,loxodonta africana,loxodonta africana
Blarina brevicauda,65,host_scientific_name; verbatim_host_name,Blarina brevicauda | Blarina brevicauda aloga | Blarina brevicauda_Say 1823,needs_binomialization; needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Blarina brevicauda (Say, 1823)",Blarina brevicauda,Blarina brevicaudus,Blarina brevicaudus,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,blarina brevicauda,blarina brevicaudus
Eumeces fasciatus,64,host_scientific_name; verbatim_host_name,Eumeces fasciatus,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,Eumeces fasciatus,Eumeces fasciatus,,Eumeces fasciatus,9.41038597559656,EOL,N/A; Exact,FALSE,,eumeces fasciatus,eumeces fasciatus
Glaucomys sabrinus,64,host_scientific_name; verbatim_host_name,Glaucomys sabrinus,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Glaucomys sabrinus (Shaw, 1801)",Glaucomys sabrinus,Glaucomys sabrinus,Glaucomys sabrinus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,glaucomys sabrinus,glaucomys sabrinus
Microtus pinetorum,64,host_scientific_name; verbatim_host_name,Microtus pinetorum,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Microtus (Pitymys) pinetorum (Le Conte, 1830)",Microtus pinetorum,Microtus pinetorum,Microtus pinetorum,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,microtus pinetorum,microtus pinetorum
Cynomys gunnisoni,62,host_scientific_name; verbatim_host_name,Cynomys gunnisoni | Cynomys gunnisoni zuniensis Hollister 1916 | Cynomys gunnisoni_Baird 1855,needs_binomialization; verbatim_binomial_candidate,matched,,"Cynomys (Leucocrossuromys) gunnisoni (Baird, 1855)",Cynomys gunnisoni,Cynomys gunnisoni,Cynomys gunnisoni,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,cynomys gunnisoni,cynomys gunnisoni
Microtus pennsylvanicus,62,host_scientific_name,Microtus pennsylvanicus | Microtus pennsylvanicus_Ord 1815,needs_binomialization; needs_manual_synonym_map,matched,,"Microtus (Mynomes) pennsylvanicus (Ord, 1815)",Microtus pennsylvanicus,Microtus pennsylvanicus,Microtus pennsylvanicus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,microtus pennsylvanicus,microtus pennsylvanicus
Genetta thierryi,61,host_scientific_name; verbatim_host_name,Genetta thierryi | Genetta thierryi_Matschie 1902,needs_binomialization; verbatim_binomial_candidate,matched,,"Genetta thierryi Matschie, 1902",Genetta thierryi,Genetta thierryi,Genetta thierryi,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,genetta thierryi,genetta thierryi
Sylvilagus palustris,57,host_scientific_name; verbatim_host_name,Sylvilagus palustris,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Sylvilagus palustris (Bachman, 1837)",Sylvilagus palustris,Sylvilagus palustris,Sylvilagus palustris,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,sylvilagus palustris,sylvilagus palustris
Bufo marinus,56,verbatim_host_name,Bufo marinus,verbatim_binomial_candidate,matched,,"Bufo marinus (Linnaeus, 1758)",Bufo marinus,Rhinella marina,Rhinella marina,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,bufo marinus,rhinella marina
Cerdocyon thous,56,host_scientific_name; verbatim_host_name,Cerdocyon thous | Cerdocyon thous_Linnaeus 1766,needs_binomialization; verbatim_binomial_candidate,matched,,"Cerdocyon thous (Linnaeus, 1766)",Cerdocyon thous,Cerdocyon thous,Cerdocyon thous,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,cerdocyon thous,cerdocyon thous
Microtus montanus,56,host_scientific_name; verbatim_host_name,Microtus montanus | Microtus montanus_Peale 1848,needs_binomialization; needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Microtus (Mynomes) montanus (Peale, 1848)",Microtus montanus,Microtus montanus,Microtus montanus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,microtus montanus,microtus montanus
Rhinella marina,56,host_scientific_name,Rhinella marina,needs_manual_synonym_map,matched,,"Rhinella marina (Linnaeus, 1758)",Rhinella marina,Rhinella marina,Rhinella marina,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,rhinella marina,rhinella marina
Swamp rabbit,56,verbatim_host_name,Swamp rabbit,verbatim_binomial_candidate,matched,,Swamp,Swamp,,Swamp,8.6285907718268,EOL,N/A; PartialExact,FALSE,,swamp rabbit,swamp
Citellus columbianus,54,verbatim_host_name,Citellus columbianus,verbatim_binomial_candidate,matched,,Citellus columbianus,Citellus columbianus,,Citellus columbianus,9.41038597559656,EOL,N/A; Exact,FALSE,,citellus columbianus,citellus columbianus
Citellus variegatus,53,verbatim_host_name,Citellus variegatus,verbatim_binomial_candidate,matched,,Citellus variegatus,Citellus variegatus,,Citellus variegatus,9.41038597559656,EOL,N/A; Exact,FALSE,,citellus variegatus,citellus variegatus
Gray catbird,53,verbatim_host_name,Gray catbird,verbatim_binomial_candidate,matched,,,,,,,,NoMatch,FALSE,,gray catbird,
Spermophilus elegans,53,host_scientific_name,Spermophilus elegans nevadensis_A. H. Howell 1928 | Spermophilus elegans_Kennicott 1863,needs_binomialization,matched,,"Spermophilus elegans Kennicott, 1863",Spermophilus elegans,Urocitellus elegans,Urocitellus elegans,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,spermophilus elegans,urocitellus elegans
Eastern cottontail,52,verbatim_host_name,Eastern cottontail,verbatim_binomial_candidate,matched,,Eastern,Eastern,,Eastern,8.6285907718268,EOL,N/A; PartialExact,FALSE,,eastern cottontail,eastern
Mus caroli,52,host_scientific_name; verbatim_host_name,Mus caroli,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Mus (Mus) caroli Bonhote, 1902",Mus caroli,Mus caroli,Mus caroli,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,mus caroli,mus caroli
Silvilagus floridanus,52,host_scientific_name,Silvilagus floridanus,needs_manual_synonym_map,matched,,Silvilagus floridanus,Silvilagus floridanus,,Silvilagus floridanus,9.41038597559656,EOL,N/A; Exact,FALSE,,silvilagus floridanus,silvilagus floridanus
Spilogale putorius,52,host_scientific_name; verbatim_host_name,Spilogale putorius | Spilogale putorius_Linnaeus 1758,needs_binomialization; needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Spilogale putorius (Linnaeus, 1758)",Spilogale putorius,Spilogale putorius,Spilogale putorius,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,spilogale putorius,spilogale putorius
House wren,51,verbatim_host_name,House wren,verbatim_binomial_candidate,matched,,,,,,,,NoMatch,FALSE,,house wren,
Petrochelidon pyrrhonota,51,host_scientific_name,Petrochelidon pyrrhonota,needs_manual_synonym_map,matched,,"Petrochelidon pyrrhonota (Vieillot, 1817)",Petrochelidon pyrrhonota,Petrochelidon pyrrhonota,Petrochelidon pyrrhonota,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,petrochelidon pyrrhonota,petrochelidon pyrrhonota
Common yellowthroat,50,verbatim_host_name,Common yellowthroat,verbatim_binomial_candidate,matched,,,,,,,,NoMatch,FALSE,,common yellowthroat,
Sylvicapra grimmia,50,host_scientific_name; verbatim_host_name,Sylvicapra grimmia | Sylvicapra grimmia_Linnaeus 1758,needs_binomialization; verbatim_binomial_candidate,matched,,"Sylvicapra grimmia (Linnaeus, 1758)",Sylvicapra grimmia,Sylvicapra grimmia,Sylvicapra grimmia,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,sylvicapra grimmia,sylvicapra grimmia
Manis tricuspis,49,host_scientific_name; verbatim_host_name,Manis tricuspis | Manis tricuspis_Rafinesque 1821,needs_binomialization; verbatim_binomial_candidate,matched,,"Manis tricuspis Rafinesque, 1821",Manis tricuspis,Phataginus tricuspis,Phataginus tricuspis,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,manis tricuspis,phataginus tricuspis
Giraffa camelopardalis,48,host_scientific_name; verbatim_host_name,Giraffa camelopardalis | Giraffa camelopardalis_Linnaeus 1758,needs_binomialization; needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Giraffa camelopardalis (Linnaeus, 1758)",Giraffa camelopardalis,Giraffa camelopardalis,Giraffa camelopardalis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,giraffa camelopardalis,giraffa camelopardalis
Mustela noveboracensis,48,host_scientific_name; verbatim_host_name,Mustela noveboracensis,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,Mustela noveboracensis,Mustela noveboracensis,,Mustela noveboracensis,9.41038597559656,EOL,N/A; Exact,FALSE,,mustela noveboracensis,mustela noveboracensis
Ourebia ourebi,48,host_scientific_name; verbatim_host_name,Ourebia ourebi | Ourebia ourebi_Zimmermann 1783,needs_binomialization; verbatim_binomial_candidate,matched,,"Ourebia ourebi (Zimmermann, 1783)",Ourebia ourebi,Ourebia ourebi,Ourebia ourebi,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,ourebia ourebi,ourebia ourebi
River otter,48,verbatim_host_name,River otter,verbatim_binomial_candidate,matched,,,,,,,,NoMatch,FALSE,,river otter,
Scalopus aquaticus,48,host_scientific_name; verbatim_host_name,Scalopus aquaticus,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Scalopus aquaticus (Linnaeus, 1758)",Scalopus aquaticus,Scalopus aquaticus,Scalopus aquaticus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,scalopus aquaticus,scalopus aquaticus
Tupaia belangeri,48,host_scientific_name; verbatim_host_name,Tupaia belangeri,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Tupaia belangeri (Wagner, 1841)",Tupaia belangeri,Tupaia belangeri,Tupaia belangeri,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,tupaia belangeri,tupaia belangeri
Boselaphus tragocamelus,47,host_scientific_name,Boselaphus tragocamelus,needs_manual_synonym_map,matched,,"Boselaphus tragocamelus (Pallas, 1766)",Boselaphus tragocamelus,Boselaphus tragocamelus,Boselaphus tragocamelus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,boselaphus tragocamelus,boselaphus tragocamelus
Citellus richardsoni,45,verbatim_host_name,Citellus richardsoni,verbatim_binomial_candidate,matched,,Citellus richardsoni,Citellus richardsoni,,Citellus richardsoni,9.41038597559656,EOL,N/A; Exact,FALSE,,citellus richardsoni,citellus richardsoni
Pipilo maculatus,45,host_scientific_name; verbatim_host_name,Pipilo maculatus,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Pipilo maculatus Swainson, 1827",Pipilo maculatus,Pipilo maculatus,Pipilo maculatus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,pipilo maculatus,pipilo maculatus
Spermophilus tridecemlineatus,45,host_scientific_name,Spermophilus tridecemlineatus | Spermophilus tridecemlineatus pallidus_J. A. Allen 1874 | Spermophilus tridecemlineatus parvus_J. A. Allen 1895 | Spermophilus tridecemlineatus texensis_Merriam 1898 | Spermophilus tridecemlineatus_Mitchill 1821,needs_binomialization; needs_manual_synonym_map,matched,,"Spermophilus tridecemlineatus (Mitchill, 1821)",Spermophilus tridecemlineatus,Ictidomys tridecemlineatus,Ictidomys tridecemlineatus,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,spermophilus tridecemlineatus,ictidomys tridecemlineatus
Oryzomys russatus,43,host_scientific_name; verbatim_host_name,Oryzomys russatus | Oryzomys russatus_Wagner 1848,needs_binomialization; verbatim_binomial_candidate,matched,,"Oryzomys russatus (Wagner, 1848)",Oryzomys russatus,Euryoryzomys russatus,Euryoryzomys russatus,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,oryzomys russatus,euryoryzomys russatus
Berylmys berdmorei,42,host_scientific_name; verbatim_host_name,Berylmys berdmorei,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Berylmys berdmorei (Blyth, 1851)",Berylmys berdmorei,Berylmys berdmorei,Berylmys berdmorei,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,berylmys berdmorei,berylmys berdmorei
Parotomys littledalei,42,host_scientific_name; verbatim_host_name,Parotomys littledalei | Parotomys littledalei_Thomas 1918,needs_binomialization; verbatim_binomial_candidate,matched,,"Parotomys littledalei Thomas, 1918",Parotomys littledalei,Parotomys littledalei,Parotomys littledalei,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,parotomys littledalei,parotomys littledalei
Stigmochelys pardalis,42,host_scientific_name,"Stigmochelys pardalis (BELL, 1828)",needs_binomialization,matched,,"Stigmochelys pardalis (Bell, 1828)",Stigmochelys pardalis,Stigmochelys pardalis,Stigmochelys pardalis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,stigmochelys pardalis,stigmochelys pardalis
Heterohyrax brucei,41,host_scientific_name; verbatim_host_name,Heterohyrax brucei | Heterohyrax brucei bocagei_Gray 1869 | Heterohyrax brucei hoogstraali_Setzer 1956 | Heterohyrax brucei_Gray 1868,needs_binomialization; verbatim_binomial_candidate,matched,,"Heterohyrax brucei (Gray, 1868)",Heterohyrax brucei,Heterohyrax brucei,Heterohyrax brucei,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,heterohyrax brucei,heterohyrax brucei
Procavia capensis,41,host_scientific_name; verbatim_host_name,Procavia capensis | Procavia capensis capensis_Pallas 1766 | Procavia capensis johnstoni_Thomas 1894 | Procavia capensis_Pallas 1766,needs_binomialization; verbatim_binomial_candidate,matched,,"Procavia capensis (Pallas, 1766)",Procavia capensis,Procavia capensis,Procavia capensis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,procavia capensis,procavia capensis
Tragelaphus strepsiceros,41,host_scientific_name; verbatim_host_name,Tragelaphus strepsiceros | Tragelaphus strepsiceros_Pallas 1766,needs_binomialization; verbatim_binomial_candidate,matched,,"Tragelaphus strepsiceros (Pallas, 1766)",Tragelaphus strepsiceros,Tragelaphus strepsiceros,Tragelaphus strepsiceros,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,tragelaphus strepsiceros,tragelaphus strepsiceros
Ammodramus savannarum,40,host_scientific_name; verbatim_host_name,Ammodramus savannarum,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Ammodramus savannarum (J. F. Gmelin, 1789)",Ammodramus savannarum,Ammodramus savannarum,Ammodramus savannarum,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,ammodramus savannarum,ammodramus savannarum
Cnemidophorus tigris,40,host_scientific_name; verbatim_host_name,Cnemidophorus tigris,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Cnemidophorus tigris Baird & Girard, 1852",Cnemidophorus tigris,Aspidoscelis tigris,Aspidoscelis tigris,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,cnemidophorus tigris,aspidoscelis tigris
Hippotragus niger,40,host_scientific_name; verbatim_host_name,Hippotragus niger | Hippotragus niger_Harris 1838,needs_binomialization; verbatim_binomial_candidate,matched,,"Hippotragus niger (Harris, 1838)",Hippotragus niger,Hippotragus niger,Hippotragus niger,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,hippotragus niger,hippotragus niger
Passerina cyanea,40,host_scientific_name; verbatim_host_name,Passerina cyanea,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Passerina cyanea (Linnaeus, 1766)",Passerina cyanea,Passerina cyanea,Passerina cyanea,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,passerina cyanea,passerina cyanea
Spilogale gracilis,40,host_scientific_name; verbatim_host_name,Spilogale gracilis,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Spilogale gracilis Merriam, 1890",Spilogale gracilis,Spilogale gracilis,Spilogale gracilis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,spilogale gracilis,spilogale gracilis
Tamias sonomae,40,host_scientific_name; verbatim_host_name,Tamias sonomae,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Tamias (Neotamias) sonomae (Grinnell, 1915)",Tamias sonomae,Tamias sonomae,Tamias sonomae,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,tamias sonomae,tamias sonomae
Varanus exanthematicus,40,host_scientific_name; verbatim_host_name,"Varanus exanthematicus | Varanus exanthematicus (BOSC, 1792)",needs_binomialization; needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Varanus exanthematicus (Bosc, 1792)",Varanus exanthematicus,Varanus exanthematicus,Varanus exanthematicus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,varanus exanthematicus,varanus exanthematicus
Citellus richardsonii,39,verbatim_host_name,Citellus richardsonii,verbatim_binomial_candidate,matched,,Citellus richardsonii,Citellus richardsonii,,Citellus richardsonii,9.41038597559656,EOL,N/A; Exact,FALSE,,citellus richardsonii,citellus richardsonii
