candidate_query,total_row_count,source_fields,example_raw_labels,example_reason_flags,taxize_status,taxize_note,matched_name,canonical_form,current_name_string,resolved_name,score,data_source_title,classification_path,resolved_matches_who,resolved_who_host,candidate_query_key,resolved_name_key
Vermivora ruficapilla,18,host_scientific_name; verbatim_host_name,Vermivora ruficapilla,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Vermivora ruficapilla (A. Wilson, 1811)",Vermivora ruficapilla,Leiothlypis ruficapilla,Leiothlypis ruficapilla,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,vermivora ruficapilla,leiothlypis ruficapilla
Carpodacus purpureus,17,host_scientific_name; verbatim_host_name,Carpodacus purpureus,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Carpodacus purpureus (J. F. Gmelin, 1789)",Carpodacus purpureus,Haemorhous purpureus,Haemorhous purpureus,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,carpodacus purpureus,haemorhous purpureus
Certhia americana,17,host_scientific_name,Certhia americana,needs_manual_synonym_map,matched,,"Certhia americana Bonaparte, 1838",Certhia americana,Certhia americana,Certhia americana,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,certhia americana,certhia americana
Didelphis aurita,17,host_scientific_name; verbatim_host_name,Didelphis aurita | Didelphis aurita_(Wied-Neuwied) 1826,needs_binomialization; verbatim_binomial_candidate,matched,,"Didelphis aurita Wied-Neuwied, 1826",Didelphis aurita,Didelphis aurita,Didelphis aurita,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,didelphis aurita,didelphis aurita
Erethizon dorsatum,17,host_scientific_name; verbatim_host_name,Erethizon dorsatum,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Erethizon dorsatum (Linnaeus, 1758)",Erethizon dorsatum,Erethizon dorsatus,Erethizon dorsatus,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,erethizon dorsatum,erethizon dorsatus
Lepus americanus,17,host_scientific_name,Lepus americanus | Lepus americanus virginianus_Harlan 1825,needs_binomialization; needs_manual_synonym_map,matched,,"Lepus americanus Erxleben, 1777",Lepus americanus,Lepus americanus,Lepus americanus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,lepus americanus,lepus americanus
Oryx gazella,17,host_scientific_name; verbatim_host_name,Oryx gazella | Oryx gazella_Linnaeus 1758,needs_binomialization; verbatim_binomial_candidate,matched,,"Oryx gazella (Linnaeus, 1758)",Oryx gazella,Oryx gazella,Oryx gazella,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,oryx gazella,oryx gazella
Passerina amoena,17,host_scientific_name; verbatim_host_name,Passerina amoena,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Passerina amoena (Say, 1822)",Passerina amoena,Passerina amoena,Passerina amoena,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,passerina amoena,passerina amoena
Vireo gilvus,17,host_scientific_name,Vireo gilvus,needs_manual_synonym_map,matched,,"Vireo gilvus (Vieillot, 1808)",Vireo gilvus,Vireo gilvus,Vireo gilvus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,vireo gilvus,vireo gilvus
Aimophila ruficeps,16,host_scientific_name; verbatim_host_name,Aimophila ruficeps,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Aimophila ruficeps (Cassin, 1852)",Aimophila ruficeps,Aimophila ruficeps,Aimophila ruficeps,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,aimophila ruficeps,aimophila ruficeps
Bitis arietans,16,host_scientific_name; verbatim_host_name,"Bitis arietans | Bitis arietans (MERREM, 1820)",needs_binomialization; verbatim_binomial_candidate,matched,,"Bitis arietans (Merrem, 1820)",Bitis arietans,Bitis arietans,Bitis arietans,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,bitis arietans,bitis arietans
Chaetodipus californicus,16,host_scientific_name; verbatim_host_name,Chaetodipus californicus,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Chaetodipus californicus (Merriam, 1889)",Chaetodipus californicus,Chaetodipus californicus,Chaetodipus californicus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,chaetodipus californicus,chaetodipus californicus
Citellus grammurus,16,verbatim_host_name,Citellus grammurus,verbatim_binomial_candidate,matched,,Citellus grammurus,Citellus grammurus,,Citellus grammurus,9.41038597559656,EOL,N/A; Exact,FALSE,,citellus grammurus,citellus grammurus
Cotton mice,16,verbatim_host_name,Cotton mice,verbatim_binomial_candidate,matched,,,,,,,,NoMatch,FALSE,,cotton mice,
Cryptotis parva,16,host_scientific_name; verbatim_host_name,Cryptotis parva,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Cryptotis parva (Say, 1823)",Cryptotis parva,Cryptotis parvus,Cryptotis parvus,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,cryptotis parva,cryptotis parvus
Cyanocitta stelleri,16,host_scientific_name,Cyanocitta stelleri,needs_manual_synonym_map,matched,,"Cyanocitta stelleri (J. F. Gmelin, 1788)",Cyanocitta stelleri,Cyanocitta stelleri,Cyanocitta stelleri,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,cyanocitta stelleri,cyanocitta stelleri
Didelphis albiventris,16,host_scientific_name; verbatim_host_name,Didelphis albiventris | Didelphis albiventris_Lund 1840,needs_binomialization; verbatim_binomial_candidate,matched,,"Didelphis albiventris Lund, 1840",Didelphis albiventris,Didelphis albiventris,Didelphis albiventris,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,didelphis albiventris,didelphis albiventris
Erethizon dorsata,16,host_scientific_name,Erethizon dorsata,needs_manual_synonym_map,matched,,Erethizon dorsata,Erethizon dorsata,,Erethizon dorsata,9.41038597559656,EOL,N/A; Exact,FALSE,,erethizon dorsata,erethizon dorsata
Eumeces laticeps,16,host_scientific_name; verbatim_host_name,Eumeces laticeps,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,Eumeces laticeps,Eumeces laticeps,,Eumeces laticeps,9.41038597559656,EOL,N/A; Exact,FALSE,,eumeces laticeps,eumeces laticeps
Feral swine,16,verbatim_host_name,Feral swine,verbatim_binomial_candidate,matched,,,,,,,,NoMatch,FALSE,,feral swine,
Lemmiscus curtatus,16,host_scientific_name,Lemmiscus curtatus | Lemmiscus curtatus_Cope 1868,needs_binomialization; needs_manual_synonym_map,matched,,"Lemmiscus curtatus (Cope, 1868)",Lemmiscus curtatus,Lemmiscus curtatus,Lemmiscus curtatus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,lemmiscus curtatus,lemmiscus curtatus
Marsh Oryzomys,16,host_scientific_name,Marsh Oryzomys,needs_manual_synonym_map,matched,,,,,,,,NoMatch,FALSE,,marsh oryzomys,
Menetes berdmorei,16,host_scientific_name; verbatim_host_name,Menetes berdmorei,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Menetes berdmorei (Blyth, 1849)",Menetes berdmorei,Menetes berdmorei,Menetes berdmorei,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,menetes berdmorei,menetes berdmorei
Microtus longicaudus,16,host_scientific_name; verbatim_host_name,Microtus longicaudus | Microtus longicaudus_Merriam 1888,needs_binomialization; verbatim_binomial_candidate,matched,,"Microtus longicaudus (Merriam, 1888)",Microtus longicaudus,Microtus longicaudus,Microtus longicaudus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,microtus longicaudus,microtus longicaudus
Mus cookii,16,host_scientific_name; verbatim_host_name,Mus cookii,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Mus (Mus) cookii Ryley, 1914",Mus cookii,Mus cookii,Mus cookii,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,mus cookii,mus cookii
Otus kennicottii,16,host_scientific_name,Otus kennicottii,needs_manual_synonym_map,matched,,"Otus kennicottii (D. G. Elliot, 1867)",Otus kennicottii,Megascops kennicottii,Megascops kennicottii,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,otus kennicottii,megascops kennicottii
Sayornis phoebe,16,host_scientific_name; verbatim_host_name,Sayornis phoebe,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Sayornis phoebe (Latham, 1790)",Sayornis phoebe,Sayornis phoebe,Sayornis phoebe,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,sayornis phoebe,sayornis phoebe
Sceloporus undulatus,16,host_scientific_name; verbatim_host_name,Sceloporus undulatus,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Sceloporus undulatus (Bosc & Daudin, 1801)",Sceloporus undulatus,Sceloporus undulatus,Sceloporus undulatus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,sceloporus undulatus,sceloporus undulatus
Scincella lateralis,16,host_scientific_name; verbatim_host_name,Scincella lateralis,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Scincella lateralis (Say, 1822)",Scincella lateralis,Scincella lateralis,Scincella lateralis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,scincella lateralis,scincella lateralis
Snowshoe hares,16,verbatim_host_name,Snowshoe hares,verbatim_binomial_candidate,matched,,,,,,,,NoMatch,FALSE,,snowshoe hares,
Sorex trowbridgii,16,host_scientific_name; verbatim_host_name,Sorex trowbridgii,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Sorex trowbridgii Baird, 1857",Sorex trowbridgii,Sorex trowbridgii,Sorex trowbridgii,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,sorex trowbridgii,sorex trowbridgii
Sus scorfa,16,host_scientific_name,Sus scorfa,needs_manual_synonym_map,matched,,Sus scofa,Sus scofa,,Sus scofa,9.38711625712716,EOL,N/A; Fuzzy,FALSE,,sus scorfa,sus scofa
Vireo huttoni,16,host_scientific_name; verbatim_host_name,Vireo huttoni,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Vireo huttoni Cassin, 1851",Vireo huttoni,Vireo huttoni,Vireo huttoni,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,vireo huttoni,vireo huttoni
Zapus princeps,16,host_scientific_name; verbatim_host_name,Zapus princeps | Zapus princeps_Allen 1893,needs_binomialization; verbatim_binomial_candidate,matched,,"Zapus princeps J. A. Allen, 1893",Zapus princeps,Zapus princeps,Zapus princeps,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,zapus princeps,zapus princeps
Zonotrichia leucophrys,16,host_scientific_name; verbatim_host_name,Zonotrichia leucophrys,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Zonotrichia leucophrys (J. R. Forster, 1772)",Zonotrichia leucophrys,Zonotrichia leucophrys,Zonotrichia leucophrys,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,zonotrichia leucophrys,zonotrichia leucophrys
Zonotrichia leuophrys,16,host_scientific_name,Zonotrichia leuophrys,needs_manual_synonym_map,matched,,"Zonotrichia leucophrys (J. R. Forster, 1772)",Zonotrichia leucophrys,Zonotrichia leucophrys,Zonotrichia leucophrys,9.38897978490342,Catalogue of Life,Accepted; Fuzzy,FALSE,,zonotrichia leuophrys,zonotrichia leucophrys
American redstart,15,verbatim_host_name,American redstart,verbatim_binomial_candidate,matched,,American,American,,American,8.6285907718268,EOL,N/A; PartialExact,FALSE,,american redstart,american
Caracal caracal,15,host_scientific_name,Caracal caracal_Schreber 1776,needs_binomialization,matched,,"Caracal caracal (Schreber, 1776)",Caracal caracal,Caracal caracal,Caracal caracal,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,caracal caracal,caracal caracal
Citellus beechyi,15,verbatim_host_name,Citellus beechyi,verbatim_binomial_candidate,matched,,Citellus beecheyi,Citellus beecheyi,,Citellus beecheyi,9.38711625712716,EOL,N/A; Fuzzy,FALSE,,citellus beechyi,citellus beecheyi
Lepus crawsheyi,15,verbatim_host_name,Lepus crawsheyi,verbatim_binomial_candidate,matched,,Lepus crawshayi,Lepus crawshayi,,Lepus crawshayi,9.38711625712716,EOL,N/A; Fuzzy,FALSE,,lepus crawsheyi,lepus crawshayi
Mungos mungo,15,host_scientific_name; verbatim_host_name,Mungos mungo | Mungos mungo_Gmelin 1788,needs_binomialization; verbatim_binomial_candidate,matched,,"Mungos mungo (Gmelin, 1788)",Mungos mungo,Mungos mungo,Mungos mungo,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,mungos mungo,mungos mungo
Niviventer fulvescens,15,host_scientific_name; verbatim_host_name,Niviventer fulvescens,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Niviventer fulvescens (Gray, 1847)",Niviventer fulvescens,Niviventer fulvescens,Niviventer fulvescens,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,niviventer fulvescens,niviventer fulvescens
Paracynictis selousi,15,host_scientific_name; verbatim_host_name,Paracynictis selousi | Paracynictis selousi_de Winton 1896,needs_binomialization; verbatim_binomial_candidate,matched,,"Paracynictis selousi (de Winton, 1896)",Paracynictis selousi,Paracynictis selousi,Paracynictis selousi,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,paracynictis selousi,paracynictis selousi
Spizella pusilla,15,host_scientific_name,Spizella pusilla,needs_manual_synonym_map,matched,,"Spizella pusilla (A. Wilson, 1810)",Spizella pusilla,Spizella pusilla,Spizella pusilla,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,spizella pusilla,spizella pusilla
Calomys expulsus,14,host_scientific_name; verbatim_host_name,Calomys expulsus | Calomys expulsus_Lund 1841,needs_binomialization; verbatim_binomial_candidate,matched,,"Calomys expulsus (Lund, 1841)",Calomys expulsus,Calomys expulsus,Calomys expulsus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,calomys expulsus,calomys expulsus
Erinaceus frontalis,14,verbatim_host_name,Erinaceus frontalis,verbatim_binomial_candidate,matched,,"Erinaceus frontalis A. Smith, 1831",Erinaceus frontalis,Atelerix frontalis,Atelerix frontalis,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,erinaceus frontalis,atelerix frontalis
Galago senegalensis,14,host_scientific_name; verbatim_host_name,Galago senegalensis | Galago senegalensis_É. Geoffroy 1796,needs_binomialization; verbatim_binomial_candidate,matched,,"Galago senegalensis É. Geoffroy Saint-Hilaire, 1796",Galago senegalensis,Galago senegalensis,Galago senegalensis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,galago senegalensis,galago senegalensis
Liomys irroratus,14,host_scientific_name; verbatim_host_name,Liomys irroratus | Liomys irroratus_Gray 1868,needs_binomialization; verbatim_binomial_candidate,matched,,"Liomys irroratus (Gray, 1868)",Liomys irroratus,Liomys irroratus,Liomys irroratus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,liomys irroratus,liomys irroratus
Micaelamys namaquensis,14,host_scientific_name,Micaelamys namaquensis_A. Smith 1834,needs_binomialization,matched,,"Micaelamys namaquensis (A. Smith, 1834)",Micaelamys namaquensis,Micaelamys namaquensis,Micaelamys namaquensis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,micaelamys namaquensis,micaelamys namaquensis
Myomys daltoni,14,verbatim_host_name,Myomys daltoni,verbatim_binomial_candidate,matched,,"Myomys daltoni (Thomas, 1892)",Myomys daltoni,Praomys daltoni,Praomys daltoni,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,myomys daltoni,praomys daltoni
Neotoma arbigula,14,verbatim_host_name,Neotoma arbigula,verbatim_binomial_candidate,matched,,"Neotoma (Neotoma) albigula Hartley, 1894",Neotoma albigula,Neotoma albigula,Neotoma albigula,9.38897978490342,Catalogue of Life,Accepted; Fuzzy,FALSE,,neotoma arbigula,neotoma albigula
Paraechinus hypomelas,14,host_scientific_name; verbatim_host_name,Paraechinus hypomelas | Paraechinus hypomelas_Brandt 1836,needs_binomialization; verbatim_binomial_candidate,matched,,"Paraechinus hypomelas (Brandt, 1836)",Paraechinus hypomelas,Paraechinus hypomelas,Paraechinus hypomelas,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,paraechinus hypomelas,paraechinus hypomelas
Praomys daltoni,14,host_scientific_name,Praomys daltoni_Thomas 1892,needs_binomialization,matched,,"Praomys daltoni (Thomas, 1892)",Praomys daltoni,Praomys daltoni,Praomys daltoni,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,praomys daltoni,praomys daltoni
Seiurus aurocapillus,14,host_scientific_name; verbatim_host_name,Seiurus aurocapillus,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Seiurus aurocapillus (Linnaeus, 1766)",Seiurus aurocapillus,Seiurus aurocapilla,Seiurus aurocapilla,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,seiurus aurocapillus,seiurus aurocapilla
Aethomys namaquensis,13,verbatim_host_name,Aethomys namaquensis,verbatim_binomial_candidate,matched,,"Aethomys namaquensis (A. Smith, 1834)",Aethomys namaquensis,Micaelamys namaquensis,Micaelamys namaquensis,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,aethomys namaquensis,micaelamys namaquensis
Alticola roylei,13,host_scientific_name,Alticola roylei Gray 1842,needs_binomialization,matched,,"Alticola (Alticola) roylei (Gray, 1842)",Alticola roylei,Alticola roylei,Alticola roylei,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,alticola roylei,alticola roylei
Atilax paludinosus,13,host_scientific_name; verbatim_host_name,Atilax paludinosus | Atilax paludinosus_G.[Baron] Cuvier 1829,needs_binomialization; verbatim_binomial_candidate,matched,,"Atilax paludinosus (G. Cuvier, 1829)",Atilax paludinosus,Atilax paludinosus,Atilax paludinosus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,atilax paludinosus,atilax paludinosus
Bandicota bengalensis,13,host_scientific_name; verbatim_host_name,Bandicota bengalensis | Bandicota bengalensis_Gray 1835,needs_binomialization; verbatim_binomial_candidate,matched,,"Bandicota bengalensis (Gray, 1835)",Bandicota bengalensis,Bandicota bengalensis,Bandicota bengalensis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,bandicota bengalensis,bandicota bengalensis
Citellus washingtoni,13,verbatim_host_name,Citellus washingtoni,verbatim_binomial_candidate,matched,,Citellus washingtoni,Citellus washingtoni,,Citellus washingtoni,9.41038597559656,EOL,N/A; Exact,FALSE,,citellus washingtoni,citellus washingtoni
Crossarchus obscurus,13,host_scientific_name; verbatim_host_name,Crossarchus obscurus | Crossarchus obscurus_F. G. Cuvier 1825,needs_binomialization; verbatim_binomial_candidate,matched,,"Crossarchus obscurus F. Cuvier, 1825",Crossarchus obscurus,Crossarchus obscurus,Crossarchus obscurus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,crossarchus obscurus,crossarchus obscurus
Gerbilliscus leucogaster,13,host_scientific_name,Gerbilliscus leucogaster_Peters 1852,needs_binomialization,matched,,"Gerbilliscus (Taterona) leucogaster (Peters, 1852)",Gerbilliscus leucogaster,Gerbilliscus leucogaster,Gerbilliscus leucogaster,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,gerbilliscus leucogaster,gerbilliscus leucogaster
Lagurus curtatus,13,verbatim_host_name,Lagurus curtatus,verbatim_binomial_candidate,matched,,"Lagurus curtatus (Cope, 1868)",Lagurus curtatus,Lemmiscus curtatus,Lemmiscus curtatus,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,lagurus curtatus,lemmiscus curtatus
Lepus townsendii,13,host_scientific_name; verbatim_host_name,Lepus townsendii | Lepus townsendii_Bachman 1839,needs_binomialization; needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Lepus townsendii Bachman, 1839",Lepus townsendii,Lepus townsendii,Lepus townsendii,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,lepus townsendii,lepus townsendii
Oryzomys angouya,13,host_scientific_name; verbatim_host_name,Oryzomys angouya | Oryzomys angouya_Fischer 1814,needs_binomialization; verbatim_binomial_candidate,matched,,"Oryzomys angouya (Fischer, 1814)",Oryzomys angouya,Sooretamys angouya,Sooretamys angouya,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,oryzomys angouya,sooretamys angouya
Pedetes capensis,13,host_scientific_name; verbatim_host_name,Pedetes capensis | Pedetes capensis_Forster 1778,needs_binomialization; verbatim_binomial_candidate,matched,,"Pedetes capensis (Forster, 1778)",Pedetes capensis,Pedetes capensis,Pedetes capensis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,pedetes capensis,pedetes capensis
Pipilo erythropthalmus,13,host_scientific_name,Pipilo erythropthalmus,needs_manual_synonym_map,matched,,Pipilo erythropthalmus,Pipilo erythropthalmus,,Pipilo erythropthalmus,9.41038597559656,EOL,N/A; Exact,FALSE,,pipilo erythropthalmus,pipilo erythropthalmus
Sialia mexicana,13,host_scientific_name,Sialia mexicana,needs_manual_synonym_map,matched,,"Sialia mexicana Swainson, 1832",Sialia mexicana,Sialia mexicana,Sialia mexicana,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,sialia mexicana,sialia mexicana
Spermophilus washingtoni,13,host_scientific_name,Spermophilus washingtoni_A. H. Howell 1938,needs_binomialization,matched,,"Spermophilus washingtoni (A. H. Howell, 1938)",Spermophilus washingtoni,Urocitellus washingtoni,Urocitellus washingtoni,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,spermophilus washingtoni,urocitellus washingtoni
Tatera leucogaster,13,verbatim_host_name,Tatera leucogaster,verbatim_binomial_candidate,matched,,"Tatera leucogaster (Peters, 1852)",Tatera leucogaster,Gerbilliscus leucogaster,Gerbilliscus leucogaster,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,tatera leucogaster,gerbilliscus leucogaster
Taurotragus derbianus,13,host_scientific_name; verbatim_host_name,Taurotragus derbianus | Taurotragus derbianus gigas_Heuglin 1863 | Taurotragus derbianus_Gray 1847,needs_binomialization; verbatim_binomial_candidate,matched,,"Taurotragus derbianus (Gray, 1847)",Taurotragus derbianus,Taurotragus derbianus,Taurotragus derbianus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,taurotragus derbianus,taurotragus derbianus
Causus rhombeatus,12,host_scientific_name; verbatim_host_name,"Causus rhombeatus | Causus rhombeatus (LICHTENSTEIN, 1823)",needs_binomialization; verbatim_binomial_candidate,matched,,"Causus rhombeatus (Lichtenstein, 1823)",Causus rhombeatus,Causus rhombeatus,Causus rhombeatus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,causus rhombeatus,causus rhombeatus
Citellus franklinii,12,verbatim_host_name,Citellus franklinii,verbatim_binomial_candidate,matched,,Citellus franklinii,Citellus franklinii,,Citellus franklinii,9.41038597559656,EOL,N/A; Exact,FALSE,,citellus franklinii,citellus franklinii
Desmodillus auricularis,12,host_scientific_name; verbatim_host_name,Desmodillus auricularis | Desmodillus auricularis_Smith 1834,needs_binomialization; verbatim_binomial_candidate,matched,,"Desmodillus auricularis (A. Smith, 1834)",Desmodillus auricularis,Desmodillus auricularis,Desmodillus auricularis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,desmodillus auricularis,desmodillus auricularis
Dipodomys merriami,12,host_scientific_name; verbatim_host_name,Dipodomys merriami | Dipodomys merriami Mearns 1890 | Dipodomys merriami merriami Mearns 1890,needs_binomialization; verbatim_binomial_candidate,matched,,"Dipodomys merriami Mearns, 1890",Dipodomys merriami,Dipodomys merriami,Dipodomys merriami,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,dipodomys merriami,dipodomys merriami
Elaphe obsoleta,12,host_scientific_name,Elaphe obsoleta quadrivittata,needs_binomialization,matched,,Elaphe obsoleta,Elaphe obsoleta,,Elaphe obsoleta,9.41038597559656,EOL,N/A; Exact,FALSE,,elaphe obsoleta,elaphe obsoleta
Elephantulus brachyrhynchus,12,host_scientific_name; verbatim_host_name,Elephantulus brachyrhynchus | Elephantulus brachyrhynchus_A. Smith 1834,needs_binomialization; verbatim_binomial_candidate,matched,,"Elephantulus brachyrhynchus (A. Smith, 1836)",Elephantulus brachyrhynchus,Elephantulus brachyrhynchus,Elephantulus brachyrhynchus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,elephantulus brachyrhynchus,elephantulus brachyrhynchus
Equus burchelli,12,verbatim_host_name,Equus burchelli,verbatim_binomial_candidate,matched,,"Equus burchelli (Gray, 1824)",Equus burchelli,Equus quagga burchellii,Equus quagga burchellii,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,equus burchelli,equus quagga burchellii
Naja nigricollis,12,host_scientific_name; verbatim_host_name,"Naja nigricollis | Naja nigricollis REINHARDT, 1843",needs_binomialization; verbatim_binomial_candidate,matched,,"Naja nigricollis Reinhardt, 1843",Naja nigricollis,Naja nigricollis,Naja nigricollis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,naja nigricollis,naja nigricollis
Oldfield mouse,12,verbatim_host_name,Oldfield mouse,verbatim_binomial_candidate,matched,,,,,,,,NoMatch,FALSE,,oldfield mouse,
Oligoryzomys fornesi,12,host_scientific_name; verbatim_host_name,Oligoryzomys fornesi | Oligoryzomys fornesi_Massoia 1973,needs_binomialization; verbatim_binomial_candidate,matched,,"Oligoryzomys fornesi (Massoia, 1973)",Oligoryzomys fornesi,Oligoryzomys fornesi,Oligoryzomys fornesi,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,oligoryzomys fornesi,oligoryzomys fornesi
Oreotragus oreotragus,12,host_scientific_name; verbatim_host_name,Oreotragus oreotragus | Oreotragus oreotragus_Zimmermann 1783,needs_binomialization; verbatim_binomial_candidate,matched,,"Oreotragus oreotragus (Zimmermann, 1783)",Oreotragus oreotragus,Oreotragus oreotragus,Oreotragus oreotragus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,oreotragus oreotragus,oreotragus oreotragus
Peromyscus difficilis,12,host_scientific_name; verbatim_host_name,Peromyscus difficilis,needs_manual_synonym_map; verbatim_binomial_candidate,matched,,"Peromyscus difficilis (J. A. Allen, 1891)",Peromyscus difficilis,Peromyscus difficilis,Peromyscus difficilis,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,peromyscus difficilis,peromyscus difficilis
Peromyscus polionotus,12,host_scientific_name,Peromyscus polionotus,needs_manual_synonym_map,matched,,"Peromyscus polionotus (Wagner, 1843)",Peromyscus polionotus,Peromyscus polionotus,Peromyscus polionotus,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,peromyscus polionotus,peromyscus polionotus
Zapus hudsonius,12,host_scientific_name,Zapus hudsonius | Zapus hudsonius_Zimmermann 1780,needs_binomialization; needs_manual_synonym_map,matched,,"Zapus hudsonius (Zimmermann, 1780)",Zapus hudsonius,Zapus hudsonius,Zapus hudsonius,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,zapus hudsonius,zapus hudsonius
Agouti paca,11,verbatim_host_name,Agouti paca,verbatim_binomial_candidate,matched,,"Agouti paca (Linnaeus, 1766)",Agouti paca,Cuniculus paca,Cuniculus paca,9.4117997533884,Catalogue of Life,Synonym; synonym; Exact,FALSE,,agouti paca,cuniculus paca
Crocidura olivieri,11,host_scientific_name,Crocidura olivieri nyansae_Neumann 1900 | Crocidura olivieri occidentalis_Pucheran 1855 | Crocidura olivieri odorata_Leconte 1857,needs_binomialization,matched,,"Crocidura olivieri (Lesson, 1827)",Crocidura olivieri,Crocidura olivieri,Crocidura olivieri,9.41215247989055,Catalogue of Life,Accepted; Exact,FALSE,,crocidura olivieri,crocidura olivieri
