matched_who_host,matched_who_host_tax_id,matched_who_host_class,matched_who_host_order,matched_who_host_family,vector_species_analysis,vector_species_needs_review,vector_name_taxonomy_examples,interaction_type_examples,source_dataset_examples,country_examples,associated_pathogen_examples,associated_parasite_examples,record_count
Homo sapiens,9606,,,,Ixodes ricinus,FALSE,Ixodes ricinus,on_host_occurrence,TickMap,Turkey,,,4
Homo sapiens,9606,,,,Ixodes scapularis,FALSE,Ixodes scapularis,on_host_occurrence,TickMap,United States; United States of America,,"Anaplasma phagocytophilium; Anaplasma phagocytophilium, Borrelia burgdorferi; Anaplasma phagocytophilum; Anaplasma phagocytophilum, Borrelia burgdorferi; Babesia; Babesia spp.; Babesia spp., Anaplasma phagocytophilum; Babesia spp., Borrelia burgdorferi; Babesia, Anaplasma phagocytophilium; Babesia, Anaplasma phagocytophilium, Borrelia burgdorferi; Babesia, Borrelia burgdorferi; Babesia, Ehrlichia sp. Wisconsin, Borrelia burgdorferi; Borellia burgdorferi; Borrelia burgdorferi; Ehrlichia ewingii; Ehrlichia sp. Wisconsin; Ehrlichia sp. Wisconsin, Anaplasma phagocytophilium, Borrelia burgdorferi; Ehrlichia sp. Wisconsin, Borrelia burgdorferi; Rickettsia; Borrelia",4737
Homo sapiens,9606,,,,Ixodes spinipalpis,FALSE,Ixodes spinipalpis,on_host_occurrence,TickMap,United States of America,,Borrelia lanei,24
Homo sapiens,9606,,,,Ixodes texanus,FALSE,Ixodes texanus,on_host_occurrence,TickMap,United States of America,,,3
Homo sapiens,9606,,,,Limatus durhamii,FALSE,Limatus durhamii,blood_meal,BloodMealMap,Brazil,,,1
Homo sapiens,9606,,,,Lutzia fuscana,FALSE,Lutzia fuscana,blood_meal,BloodMealMap,India,,,1
Homo sapiens,9606,,,,Mansonia africana,FALSE,Mansonia africana,blood_meal,BloodMealMap,Kenya; Tanzania; Uganda,,,12
Homo sapiens,9606,,,,Mansonia bonneae,FALSE,Mansonia bonneae,blood_meal,BloodMealMap,Malaysia,,,1
Homo sapiens,9606,,,,Mansonia titillans,FALSE,Mansonia titillans,blood_meal,BloodMealMap,Brazil,,,3
Homo sapiens,9606,,,,Mansonia uniformis,FALSE,Mansonia uniformis,blood_meal,BloodMealMap,Australia; Kenya; Nigeria; Tanzania; Uganda,,,10
Homo sapiens,9606,,,,Mimomyia mediolineata,FALSE,Mimomyia mediolineata,blood_meal,BloodMealMap,Kenya,,,1
Homo sapiens,9606,,,,Mimomyia splendens,FALSE,Mimomyia splendens,blood_meal,BloodMealMap,Kenya,,,1
Homo sapiens,9606,,,,Ornithodoros coriaceus,FALSE,Ornithodoros coriaceus,on_host_occurrence,TickMap,United States of America,,,8
Homo sapiens,9606,,,,Ornithodoros hermsi,FALSE,Ornithodoros hermsi,on_host_occurrence,TickMap,United States,,,6
Homo sapiens,9606,,,,Ornithodoros kelleyi,FALSE,Ornithodoros kelleyi,on_host_occurrence,TickMap,United States,,,9
Homo sapiens,9606,,,,Ornithodoros moubata,FALSE,Ornithodoros moubata,on_host_occurrence,TickMap,"Angola; Congo, The Democratic Republic of The; Kenya; South Africa; Sudan; Tanzania, United Republic of; Uganda; Zimbabwe",,,9
Homo sapiens,9606,,,,Ornithodoros parkeri,FALSE,Ornithodoros parkeri,on_host_occurrence,TickMap,United States,,,1
Homo sapiens,9606,,,,Ornithodoros savignyi,FALSE,Ornithodoros savignyi,on_host_occurrence,TickMap,Namibia; Sudan,,,3
Homo sapiens,9606,,,,Ornithodoros talaje,FALSE,Ornithodoros talaje,on_host_occurrence,TickMap,Guatemala; Mexico; Panama,,,5
Homo sapiens,9606,,,,Oropsylla bruneri,FALSE,Oropsylla bruneri,on_host_occurrence,FleaMap,United States,,,1
Homo sapiens,9606,,,,Otobius megnini,FALSE,Otobius megnini,on_host_occurrence,TickMap,United States; United States of America,,,5
Homo sapiens,9606,,,,Psorophora albigenu,FALSE,Psorophora albigenu,blood_meal,BloodMealMap,Brazil,,,3
Homo sapiens,9606,,,,Psorophora albipes,FALSE,Psorophora albipes,blood_meal,BloodMealMap,Brazil,,,1
Homo sapiens,9606,,,,Psorophora ciliata,FALSE,Psorophora ciliata,blood_meal,BloodMealMap,Unites States,,,1
Homo sapiens,9606,,,,Psorophora cingulata,FALSE,Psorophora cingulata,blood_meal,BloodMealMap,Panama,,,1
Homo sapiens,9606,,,,Psorophora columbiae,FALSE,Psorophora columbiae,blood_meal,BloodMealMap,Unites States,,,1
Homo sapiens,9606,,,,Psorophora confinnis,FALSE,Psorophora confinnis,blood_meal,BloodMealMap,Unites States,,,2
Homo sapiens,9606,,,,Psorophora discolor,FALSE,Psorophora discolor,blood_meal,BloodMealMap,Unites States,,,1
Homo sapiens,9606,,,,Psorophora ferox,FALSE,Psorophora ferox,blood_meal,BloodMealMap,Brazil; Unites States,,,8
Homo sapiens,9606,,,,Psorophora signipennis,FALSE,Psorophora signipennis,blood_meal,BloodMealMap,Unites States,,,1
Homo sapiens,9606,,,,Psorophora toltecum,FALSE,Psorophora toltecum,blood_meal,BloodMealMap,Unites States,,,1
Homo sapiens,9606,,,,Rhipicentor bicornis,FALSE,Rhipicentor bicornis,on_host_occurrence,TickMap,Zambia,,,1
Homo sapiens,9606,,,,Rhipicephalus annulatus,FALSE,Rhipicephalus annulatus,on_host_occurrence,TickMap,Turkey,,,7
Homo sapiens,9606,,,,Rhipicephalus appendiculatus,FALSE,Rhipicephalus appendiculatus,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The",,,1
Homo sapiens,9606,,,,Rhipicephalus bursa,FALSE,Rhipicephalus bursa,on_host_occurrence,TickMap,Turkey,,,66
Homo sapiens,9606,,,,Rhipicephalus dux,FALSE,Rhipicephalus dux,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The",,,1
Homo sapiens,9606,,,,Rhipicephalus lunulatus,FALSE,Rhipicephalus lunulatus,on_host_occurrence,TickMap,Sierra Leone,,,1
Homo sapiens,9606,,,,Rhipicephalus muhsamae,FALSE,Rhipicephalus muhsamae,on_host_occurrence,TickMap,Nigeria,,,1
Homo sapiens,9606,,,,Rhipicephalus planus,FALSE,Rhipicephalus planus,on_host_occurrence,TickMap,"Tanzania, United Republic of",,,1
Homo sapiens,9606,,,,Rhipicephalus pravus,FALSE,Rhipicephalus pravus,on_host_occurrence,TickMap,Sudan,,,2
Homo sapiens,9606,,,,Rhipicephalus pulchellus,FALSE,Rhipicephalus pulchellus,on_host_occurrence,TickMap,Kenya,,,3
Homo sapiens,9606,,,,Rhipicephalus sanguineus,FALSE,Rhipicephalus sanguineus,on_host_occurrence,TickMap,"Algeria; Burkina Faso; Central African Republic; Congo, The Democratic Republic of The; Cote D'Ivoire; Kenya; Senegal; Sierra Leone; Sudan; Turkey; United States; United States of America; Zimbabwe",,,174
Homo sapiens,9606,,,,Rhipicephalus senegalensis,FALSE,Rhipicephalus senegalensis,on_host_occurrence,TickMap,Cote D'Ivoire,,,1
Homo sapiens,9606,,,,Rhipicephalus simus,FALSE,Rhipicephalus simus,on_host_occurrence,TickMap,"Sudan; Tanzania, United Republic of",,,3
Homo sapiens,9606,,,,Rhipicephalus sulcatus,FALSE,Rhipicephalus sulcatus,on_host_occurrence,TickMap,Sudan,,,1
Homo sapiens,9606,,,,Rhipicephalus tricuspis,FALSE,Rhipicephalus tricuspis,on_host_occurrence,TickMap,Botswana,,,1
Homo sapiens,9606,,,,Rhipicephalus turanicus,FALSE,Rhipicephalus turanicus,on_host_occurrence,TickMap,Morocco; Turkey,,,54
Homo sapiens,9606,,,,Runchomyia theobaldi,FALSE,Runchomyia theobaldi,blood_meal,BloodMealMap,Brazil,,,1
Homo sapiens,9606,,,,Sabethes albiprivus,FALSE,Sabethes albiprivus,blood_meal,BloodMealMap,Brazil,,,2
Homo sapiens,9606,,,,Sabethes chloropterus,FALSE,Sabethes chloropterus,blood_meal,BloodMealMap,Brazil,,,1
Homo sapiens,9606,,,,Sabethes quasicyaneus,FALSE,Sabethes quasicyaneus,blood_meal,BloodMealMap,Brazil,,,1
Homo sapiens,9606,,,,Trichoprosopon digitatum,FALSE,Trichoprosopon digitatum,blood_meal,BloodMealMap,Brazil,,,1
Homo sapiens,9606,,,,Uranotaenia mashonaensis,FALSE,Uranotaenia mashonaensis,blood_meal,BloodMealMap,Nigeria,,,1
Homo sapiens,9606,,,,Uranotaenia sapphirina,FALSE,Uranotaenia sapphirina,blood_meal,BloodMealMap,Unites States,,,1
Homo sapiens,9606,,,,Verrallina atriisimilis,FALSE,Verrallina atriisimilis,blood_meal,BloodMealMap,Japan,,,1
Homo sapiens,9606,,,,Verrallina carmenti,FALSE,Verrallina carmenti,blood_meal,BloodMealMap,Australia,,,1
Homo sapiens,9606,,,,Verrallina funerea,FALSE,Verrallina funerea,blood_meal,BloodMealMap,Australia,,,1
Homo sapiens,9606,,,,Verrallina iriomotensis,FALSE,Verrallina iriomotensis,blood_meal,BloodMealMap,Japan,,,1
Homo sapiens,9606,,,,Wyeomyia davisi,FALSE,Wyeomyia davisi,blood_meal,BloodMealMap,Brazil,,,1
Homo sapiens,9606,,,,Wyeomyia deanei,FALSE,Wyeomyia deanei,blood_meal,BloodMealMap,Brazil,,,1
Homo sapiens,9606,,,,Wyeomyia forcipenis,FALSE,Wyeomyia forcipenis,blood_meal,BloodMealMap,Brazil,,,1
Homo sapiens,9606,,,,Wyeomyia theobaldi,FALSE,Wyeomyia theobaldi,blood_meal,BloodMealMap,Brazil,,,1
Homo sapiens,9606,,,,no data,FALSE,no data,on_host_occurrence,TickMap,United States,,,1
Hyaena hyaena,95912,mammalia,carnivora,hyaenidae,Haemaphysalis moreli,FALSE,Haemaphysalis moreli,on_host_occurrence,TickMap,Ethiopia; Uganda,,,2
Hyaena hyaena,95912,mammalia,carnivora,hyaenidae,Rhipicephalus carnivoralis,FALSE,Rhipicephalus carnivoralis,on_host_occurrence,TickMap,Kenya,,,1
Hyaena hyaena,95912,mammalia,carnivora,hyaenidae,Rhipicephalus cuspidatus,FALSE,Rhipicephalus cuspidatus,on_host_occurrence,TickMap,Burkina Faso,,,1
Hyaena hyaena,95912,mammalia,carnivora,hyaenidae,Rhipicephalus pulchellus,FALSE,Rhipicephalus pulchellus,on_host_occurrence,TickMap,Kenya,,,1
Hydrochoerus hydrochaeris,10149,mammalia,rodentia,caviidae,Aedes scapularis,FALSE,Aedes scapularis,blood_meal,BloodMealMap,Brazil,,,1
Hydrochoerus hydrochaeris,10149,mammalia,rodentia,caviidae,Anopheles albitarsis,FALSE,Anopheles albitarsis,blood_meal,BloodMealMap,Brazil,,,1
Hydrochoerus hydrochaeris,10149,mammalia,rodentia,caviidae,Anopheles cruzii,FALSE,Anopheles cruzii,blood_meal,BloodMealMap,Brazil,,,1
Hydrochoerus hydrochaeris,10149,mammalia,rodentia,caviidae,Coquillettidia venezuelensis,FALSE,Coquillettidia venezuelensis,blood_meal,BloodMealMap,Brazil,,,1
Hydrochoerus hydrochaeris,10149,mammalia,rodentia,caviidae,Culex bastagarius,FALSE,Culex bastagarius,blood_meal,BloodMealMap,Brazil,,,1
Hydrochoerus hydrochaeris,10149,mammalia,rodentia,caviidae,Culex declarator,FALSE,Culex declarator,blood_meal,BloodMealMap,Brazil,,,1
Hydrochoerus hydrochaeris,10149,mammalia,rodentia,caviidae,Culex pleuristriatus,FALSE,Culex pleuristriatus,blood_meal,BloodMealMap,Brazil,,,1
Hydrochoerus hydrochaeris,10149,mammalia,rodentia,caviidae,Culex usquatus,FALSE,Culex usquatus,blood_meal,BloodMealMap,Brazil,,,1
Hydropotes inermis,9883,mammalia,artiodactyla,cervidae,Haemaphysalis flava,FALSE,Haemaphysalis flava,on_host_occurrence,TickMap,South Korea,,neg; WRAIR,52
Hydropotes inermis,9883,mammalia,artiodactyla,cervidae,Haemaphysalis longicornis,FALSE,Haemaphysalis longicornis,on_host_occurrence,TickMap,South Korea,,neg; WRAIR,796
Hydropotes inermis,9883,mammalia,artiodactyla,cervidae,Ixodes nipponensis,FALSE,Ixodes nipponensis,on_host_occurrence,TickMap,South Korea,,neg; Positive; POV; WRAIR,1120
Hydroprogne caspia,425641,aves,charadriiformes,laridae,Culex tarsalis,FALSE,Culex tarsalis,blood_meal,BloodMealMap,Unites States,,,1
Hylocichla mustelina,172420,aves,passeriformes,turdidae,Aedes trivittatus,FALSE,Aedes trivittatus,blood_meal,BloodMealMap,Unites States,,,1
Hylocichla mustelina,172420,aves,passeriformes,turdidae,Amblyomma nodosum,FALSE,Amblyomma nodosum,on_host_occurrence,TickMap,United States of America,,Candidatus Rickettsia amblyommii,5
Hylocichla mustelina,172420,aves,passeriformes,turdidae,Coquillettidia perturbans,FALSE,Coquillettidia perturbans,blood_meal,BloodMealMap,Unites States,,,1
Hylocichla mustelina,172420,aves,passeriformes,turdidae,Culex erraticus,FALSE,Culex erraticus,blood_meal,BloodMealMap,Unites States,,,1
Hylocichla mustelina,172420,aves,passeriformes,turdidae,Culex quinquefasciatus,FALSE,Culex quinquefasciatus,blood_meal,BloodMealMap,Unites States,,,2
Hylocichla mustelina,172420,aves,passeriformes,turdidae,Culex restuans,FALSE,Culex restuans,blood_meal,BloodMealMap,Unites States,,,1
Hylocichla mustelina,172420,aves,passeriformes,turdidae,Culiseta melanura,FALSE,Culiseta melanura,blood_meal,BloodMealMap,Unites States,,,2
Hylocichla mustelina,172420,aves,passeriformes,turdidae,Culiseta morsitans,FALSE,Culiseta morsitans,blood_meal,BloodMealMap,Unites States,,,1
Hylocichla mustelina,172420,aves,passeriformes,turdidae,Haemaphysalis leporispalustris,FALSE,Haemaphysalis leporispalustris,on_host_occurrence,TickMap,United States of America,,,5
Hylocichla mustelina,172420,aves,passeriformes,turdidae,Ixodes scapularis,FALSE,Ixodes scapularis,on_host_occurrence,TickMap,United States; United States of America,,,19
Hystrix cristata,10137,mammalia,rodentia,hystricidae,Ornithodoros erraticus,FALSE,Ornithodoros erraticus,on_host_occurrence,TickMap,Morocco,,,1
Hystrix cristata,10137,mammalia,rodentia,hystricidae,Rhipicephalus cuspidatus,FALSE,Rhipicephalus cuspidatus,on_host_occurrence,TickMap,Burkina Faso,,,1
Hystrix cristata,10137,mammalia,rodentia,hystricidae,Rhipicephalus lunulatus,FALSE,Rhipicephalus lunulatus,on_host_occurrence,TickMap,Burkina Faso,,,1
Hystrix cristata,10137,mammalia,rodentia,hystricidae,Rhipicephalus muhsamae,FALSE,Rhipicephalus muhsamae,on_host_occurrence,TickMap,Burkina Faso,,,1
Hystrix cristata,10137,mammalia,rodentia,hystricidae,Rhipicephalus senegalensis,FALSE,Rhipicephalus senegalensis,on_host_occurrence,TickMap,Burkina Faso,,,1
Ichneumia albicauda,205599,mammalia,carnivora,herpestidae,Amblyomma variegatum,FALSE,Amblyomma variegatum,on_host_occurrence,TickMap,Mali; Senegal,,,3
Ichneumia albicauda,205599,mammalia,carnivora,herpestidae,Ctenocephalides felis,FALSE,Ctenocephalides felis,on_host_occurrence,FleaMap,Senegal; Tanzania,,,32
Ichneumia albicauda,205599,mammalia,carnivora,herpestidae,Echidnophaga gallinacea,FALSE,Echidnophaga gallinacea,on_host_occurrence,FleaMap,Senegal,,,10
Ichneumia albicauda,205599,mammalia,carnivora,herpestidae,Haemaphysalis leachi,FALSE,Haemaphysalis leachi,on_host_occurrence,TickMap,Sudan,,,2
Ichneumia albicauda,205599,mammalia,carnivora,herpestidae,Haemaphysalis paraleachi,FALSE,Haemaphysalis paraleachi,on_host_occurrence,TickMap,Sudan,,,1
Ichneumia albicauda,205599,mammalia,carnivora,herpestidae,Haemaphysalis spinulosa,FALSE,Haemaphysalis spinulosa,on_host_occurrence,TickMap,Cameroon; Sudan,,,3
Icteria virens,135437,aves,passeriformes,icteridae,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,Unites States,,,1
Icteria virens,135437,aves,passeriformes,icteridae,Ixodes scapularis,FALSE,Ixodes scapularis,on_host_occurrence,TickMap,United States of America,,,4
Iguana iguana,8517,reptilia,squamata,iguanidae,Aedes taeniorhynchus,FALSE,Aedes taeniorhynchus,blood_meal,BloodMealMap,Puerto Rico,,,1
Iguana iguana,8517,reptilia,squamata,iguanidae,Amblyomma dissimile,FALSE,Amblyomma dissimile,on_host_occurrence,TickMap,United States of America,,,24
Iguana iguana,8517,reptilia,squamata,iguanidae,Culex bahamensis,FALSE,Culex bahamensis,blood_meal,BloodMealMap,Puerto Rico,,,1
Iguana iguana,8517,reptilia,squamata,iguanidae,Culex nigripalpus,FALSE,Culex nigripalpus,blood_meal,BloodMealMap,Puerto Rico,,,1
Iguana iguana,8517,reptilia,squamata,iguanidae,Culex quinquefasciatus,FALSE,Culex quinquefasciatus,blood_meal,BloodMealMap,Unites States,,,1
Iguana iguana,8517,reptilia,squamata,iguanidae,Deinocerites magnus,FALSE,Deinocerites magnus,blood_meal,BloodMealMap,Puerto Rico,,,1
Junco hyemalis,40217,aves,passeriformes,passerellidae,Ixodes brunneus,FALSE,Ixodes brunneus,on_host_occurrence,TickMap,United States of America,,,24
Junco hyemalis,40217,aves,passeriformes,passerellidae,Ixodes pacificus,FALSE,Ixodes pacificus,on_host_occurrence,TickMap,United States of America,,Borrelia burgdorferi s.l.,20
Lama glama,9844,,,,Aedes vexans,FALSE,Aedes vexans,blood_meal,BloodMealMap,Unites States,,,1
Lanius ludovicianus,28713,aves,passeriformes,laniidae,Culex quinquefasciatus,FALSE,Culex quinquefasciatus,blood_meal,BloodMealMap,Unites States,,,1
Lanius ludovicianus,28713,aves,passeriformes,laniidae,Culex stigmatosoma,FALSE,Culex stigmatosoma,blood_meal,BloodMealMap,Unites States,,,1
Larus argentatus,35669,aves,charadriiformes,laridae,Haemaphysalis leporispalustris,FALSE,Haemaphysalis leporispalustris,on_host_occurrence,TickMap,United States of America,,,16
Leopardus pardalis,32538,mammalia,carnivora,felidae,Ctenocephalides felis,FALSE,Ctenocephalides felis,on_host_occurrence,FleaMap,Venezuela,,,1
Leptailurus serval,61405,mammalia,carnivora,felidae,Amblyomma variegatum,FALSE,Amblyomma variegatum,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The; Senegal",,,2
Leptailurus serval,61405,mammalia,carnivora,felidae,Haemaphysalis aciculifer,FALSE,Haemaphysalis aciculifer,on_host_occurrence,TickMap,South Africa,,,1
Leptailurus serval,61405,mammalia,carnivora,felidae,Haemaphysalis leachi,FALSE,Haemaphysalis leachi,on_host_occurrence,TickMap,"Angola; Congo, The Democratic Republic of The; Sierra Leone; Zambia",,,9
Leptailurus serval,61405,mammalia,carnivora,felidae,Haemaphysalis moreli,FALSE,Haemaphysalis moreli,on_host_occurrence,TickMap,Senegal,,,1
Leptailurus serval,61405,mammalia,carnivora,felidae,Haemaphysalis spinulosa,FALSE,Haemaphysalis spinulosa,on_host_occurrence,TickMap,Angola,,,1
Leptailurus serval,61405,mammalia,carnivora,felidae,Ixodes cavipalpus,FALSE,Ixodes cavipalpus,on_host_occurrence,TickMap,Angola,,,1
Leptailurus serval,61405,mammalia,carnivora,felidae,Rhipicephalus longicoxatus,FALSE,Rhipicephalus longicoxatus,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The",,,1
Leptailurus serval,61405,mammalia,carnivora,felidae,Rhipicephalus lunulatus,FALSE,Rhipicephalus lunulatus,on_host_occurrence,TickMap,Angola,,,1
Leptailurus serval,61405,mammalia,carnivora,felidae,Rhipicephalus sanguineus,FALSE,Rhipicephalus sanguineus,on_host_occurrence,TickMap,"Angola; Congo, The Democratic Republic of The; Mali; Senegal; Sudan",,,8
Leptailurus serval,61405,mammalia,carnivora,felidae,Rhipicephalus simus,FALSE,Rhipicephalus simus,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The",,,1
Leptailurus serval,61405,mammalia,carnivora,felidae,Rhipicephalus ziemanni,FALSE,Rhipicephalus ziemanni,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The",,,1
Leptoptilos crumenifer,3150064,,,,Rhipicephalus guilhoni,FALSE,Rhipicephalus guilhoni,on_host_occurrence,TickMap,Cameroon,,,1
Lepus europaeus,9983,mammalia,lagomorpha,leporidae,Aedes vexans,FALSE,Aedes vexans,blood_meal,BloodMealMap,Hungary,,,1
Lepus europaeus,9983,mammalia,lagomorpha,leporidae,Anopheles maculipennis,FALSE,Anopheles maculipennis,blood_meal,BloodMealMap,United Kingdom,,,1
Lepus europaeus,9983,mammalia,lagomorpha,leporidae,Coquillettidia linealis,FALSE,Coquillettidia linealis,blood_meal,BloodMealMap,Australia,,,1
Lepus europaeus,9983,mammalia,lagomorpha,leporidae,Coquillettidia richiardii,FALSE,Coquillettidia richiardii,blood_meal,BloodMealMap,Serbia,,,1
Lontra canadensis,76717,mammalia,carnivora,mustelidae,Amblyomma americanum,FALSE,Amblyomma americanum,on_host_occurrence,TickMap,United States of America,,,40
Lontra canadensis,76717,mammalia,carnivora,mustelidae,Culex cedecei,FALSE,Culex cedecei,blood_meal,BloodMealMap,Unites States,,,1
Lontra canadensis,76717,mammalia,carnivora,mustelidae,Culex erraticus,FALSE,Culex erraticus,blood_meal,BloodMealMap,Unites States,,,1
Lontra canadensis,76717,mammalia,carnivora,mustelidae,Culex tarsalis,FALSE,Culex tarsalis,blood_meal,BloodMealMap,Unites States,,,1
Lontra canadensis,76717,mammalia,carnivora,mustelidae,Ixodes cookei,FALSE,Ixodes cookei,on_host_occurrence,TickMap,United States of America,,,40
Lontra provocax,366500,mammalia,carnivora,mustelidae,Ixodes cookei,FALSE,Ixodes cookei,on_host_occurrence,TickMap,United States of America,,,8
Lophuromys sikapusi,83535,mammalia,rodentia,muridae,Haemaphysalis aciculifer,FALSE,Haemaphysalis aciculifer,on_host_occurrence,TickMap,Kenya,,,1
Lycaon pictus,9622,mammalia,carnivora,canidae,Haemaphysalis paraleachi,FALSE,Haemaphysalis paraleachi,on_host_occurrence,TickMap,Zambia,,,1
Lycaon pictus,9622,mammalia,carnivora,canidae,Rhipicephalus longus,FALSE,Rhipicephalus longus,on_host_occurrence,TickMap,Angola,,,1
Lycaon pictus,9622,mammalia,carnivora,canidae,Rhipicephalus senegalensis,FALSE,Rhipicephalus senegalensis,on_host_occurrence,TickMap,Angola; Sudan,,,2
Lycaon pictus,9622,mammalia,carnivora,canidae,Rhipicephalus simus,FALSE,Rhipicephalus simus,on_host_occurrence,TickMap,Angola,,,1
Lynx rufus,61384,mammalia,carnivora,felidae,Amblyomma americanum,FALSE,Amblyomma americanum,on_host_occurrence,TickMap,United States of America,,Cytauxzoon felis,64
Lynx rufus,61384,mammalia,carnivora,felidae,Amblyomma maculatum,FALSE,Amblyomma maculatum,on_host_occurrence,TickMap,United States of America,,,24
Lynx rufus,61384,mammalia,carnivora,felidae,Ctenocephalides canis,FALSE,Ctenocephalides canis,on_host_occurrence,FleaMap,United States,,,3
Lynx rufus,61384,mammalia,carnivora,felidae,Culex cedecei,FALSE,Culex cedecei,blood_meal,BloodMealMap,Unites States,,,1
Lynx rufus,61384,mammalia,carnivora,felidae,Dermacentor variabilis,FALSE,Dermacentor variabilis,on_host_occurrence,TickMap,United States of America,,Cytauxzoon felis,80
Lynx rufus,61384,mammalia,carnivora,felidae,Echidnophaga gallinacea,FALSE,Echidnophaga gallinacea,on_host_occurrence,FleaMap,United States,,,1
Lynx rufus,61384,mammalia,carnivora,felidae,Haemaphysalis leporispalustris,FALSE,Haemaphysalis leporispalustris,on_host_occurrence,TickMap,United States of America,,,24
Lynx rufus,61384,mammalia,carnivora,felidae,Ixodes affinis,FALSE,Ixodes affinis,on_host_occurrence,TickMap,United States of America,,,24
Lynx rufus,61384,mammalia,carnivora,felidae,Ixodes cookei,FALSE,Ixodes cookei,on_host_occurrence,TickMap,United States of America,,,8
Lynx rufus,61384,mammalia,carnivora,felidae,Ixodes pacificus,FALSE,Ixodes pacificus,on_host_occurrence,TickMap,United States of America,,,12
Lynx rufus,61384,mammalia,carnivora,felidae,Ixodes scapularis,FALSE,Ixodes scapularis,on_host_occurrence,TickMap,United States of America,,,60
Mareca strepera,75861,aves,anseriformes,anatidae,Culex modestus,FALSE,Culex modestus,blood_meal,BloodMealMap,Czechia,,,1
Mareca strepera,75861,aves,anseriformes,anatidae,Culex tarsalis,FALSE,Culex tarsalis,blood_meal,BloodMealMap,Unites States,,,1
Marmota caudata,71802,mammalia,rodentia,sciuridae,Montivagum dihumerale,FALSE,Montivagum dihumerale,on_host_occurrence,MiteMap,Afghanistan,,,1
