matched_who_host,matched_who_host_tax_id,matched_who_host_class,matched_who_host_order,matched_who_host_family,vector_species_analysis,vector_species_needs_review,vector_name_taxonomy_examples,interaction_type_examples,source_dataset_examples,country_examples,associated_pathogen_examples,associated_parasite_examples,record_count
Homo sapiens,9606,,,,Aedes taylori,FALSE,Aedes taylori,blood_meal,BloodMealMap,Kenya,,,1
Homo sapiens,9606,,,,Aedes terrens,FALSE,Aedes terrens,blood_meal,BloodMealMap,Brazil,,,1
Homo sapiens,9606,,,,Aedes thibaulti,FALSE,Aedes thibaulti,blood_meal,BloodMealMap,Unites States,,,1
Homo sapiens,9606,,,,Aedes tortilis,FALSE,Aedes tortilis,blood_meal,BloodMealMap,Puerto Rico,,,1
Homo sapiens,9606,,,,Aedes triseriatus,FALSE,Aedes triseriatus,blood_meal,BloodMealMap,Unites States,,,5
Homo sapiens,9606,,,,Aedes trivittatus,FALSE,Aedes trivittatus,blood_meal,BloodMealMap,Unites States,,,7
Homo sapiens,9606,,,,Aedes vexans,FALSE,Aedes vexans,blood_meal,BloodMealMap,Hungary; Russia; Serbia; Switzerland; Unites States,,,18
Homo sapiens,9606,,,,Aedes vigilax,FALSE,Aedes vigilax,blood_meal,BloodMealMap,Australia,,,3
Homo sapiens,9606,,,,Aedes vittatus,FALSE,Aedes vittatus,blood_meal,BloodMealMap,Kenya; Nigeria,,,2
Homo sapiens,9606,,,,Aedes vittiger,FALSE,Aedes vittiger,blood_meal,BloodMealMap,Australia,,,1
Homo sapiens,9606,,,,Amblyomma americanum,FALSE,Amblyomma americanum,on_host_occurrence,TickMap,United States; United States of America,,"Borrelia burgdorferi; Borrelia lonestari; Borrelia spp.; Borrelia spp., Borrelia lonestari, Spotted Fever Group Rickettsia, Rickettsia amblyommii; Ehrlichia chaffeensis; Ehrlichia chaffeensis, Borrelia burgdorferi; Ehrlichia chaffeensis, Borrelia lonestari; Ehrlichia ewingii; Ehrlichia ewingii, Borrelia lonestari; Ehrlichia ewingii, Ehrlichia chaffeensis; Panola Mountain Ehrlichia; Rickettsia; Borrelia; Spotted Fever Group Rickettsia, Rickettsia amblyommii",14543
Homo sapiens,9606,,,,Amblyomma cajennense,FALSE,Amblyomma cajennense,on_host_occurrence,TickMap,Honduras,,Rickettsia amblyommii,1
Homo sapiens,9606,,,,Amblyomma maculatum,FALSE,Amblyomma maculatum,on_host_occurrence,TickMap,United States; United States of America,,Rickettsia andeanae; Rickettsia parkeri; Rickettsia parkeri; Ca. R. andeanae,180
Homo sapiens,9606,,,,Amblyomma marmoreum,FALSE,Amblyomma marmoreum,on_host_occurrence,TickMap,Angola,,,1
Homo sapiens,9606,,,,Amblyomma nuttalli,FALSE,Amblyomma nuttalli,on_host_occurrence,TickMap,Central African Republic; Cote D'Ivoire,,,8
Homo sapiens,9606,,,,Amblyomma parvum,FALSE,Amblyomma parvum,on_host_occurrence,TickMap,United States of America,,,4
Homo sapiens,9606,,,,Amblyomma paulopunctatum,FALSE,Amblyomma paulopunctatum,on_host_occurrence,TickMap,Cote D'Ivoire,,,2
Homo sapiens,9606,,,,Amblyomma tholloni,FALSE,Amblyomma tholloni,on_host_occurrence,TickMap,Burkina Faso,,,1
Homo sapiens,9606,,,,Amblyomma variegatum,FALSE,Amblyomma variegatum,on_host_occurrence,TickMap,Burkina Faso; Central African Republic; Cote D'Ivoire; Guinea; Guinea-Bissau; Mali; Senegal; Sudan,,,11
Homo sapiens,9606,,,,Anopheles albimanus,FALSE,Anopheles albimanus,blood_meal,BloodMealMap,Belize,,,1
Homo sapiens,9606,,,,Anopheles albitarsis,FALSE,Anopheles albitarsis,blood_meal,BloodMealMap,Brazil,,,4
Homo sapiens,9606,,,,Anopheles amictus,FALSE,Anopheles amictus,blood_meal,BloodMealMap,Australia,,,1
Homo sapiens,9606,,,,Anopheles annularis,FALSE,Anopheles annularis,blood_meal,BloodMealMap,India; Pakistan,,,2
Homo sapiens,9606,,,,Anopheles annulipes,FALSE,Anopheles annulipes,blood_meal,BloodMealMap,Australia,,,3
Homo sapiens,9606,,,,Anopheles arabiensis,FALSE,Anopheles arabiensis,blood_meal,BloodMealMap,Ethiopia; Kenya; Madagascar,,,7
Homo sapiens,9606,,,,Anopheles atroparvus,FALSE,Anopheles atroparvus,blood_meal,BloodMealMap,ESP,,,1
Homo sapiens,9606,,,,Anopheles bancroftii,FALSE,Anopheles bancroftii,blood_meal,BloodMealMap,Australia,,,1
Homo sapiens,9606,,,,Anopheles claviger,FALSE,Anopheles claviger,blood_meal,BloodMealMap,Iran; Russia,,,2
Homo sapiens,9606,,,,Anopheles coluzzii,FALSE,Anopheles coluzzii,blood_meal,BloodMealMap,Ghana,,,1
Homo sapiens,9606,,,,Anopheles coustani,FALSE,Anopheles coustani,blood_meal,BloodMealMap,Kenya; Madagascar; Uganda,,,6
Homo sapiens,9606,,,,Anopheles crucians,FALSE,Anopheles crucians,blood_meal,BloodMealMap,Unites States,,,1
Homo sapiens,9606,,,,Anopheles cruzii,FALSE,Anopheles cruzii,blood_meal,BloodMealMap,Brazil,,,3
Homo sapiens,9606,,,,Anopheles culicifacies,FALSE,Anopheles culicifacies,blood_meal,BloodMealMap,India; Pakistan,,,3
Homo sapiens,9606,,,,Anopheles darlingi,FALSE,Anopheles darlingi,blood_meal,BloodMealMap,Belize; Brazil; Peru,,,5
Homo sapiens,9606,,,,Anopheles evansae,FALSE,Anopheles evansae,blood_meal,BloodMealMap,Brazil,,,3
Homo sapiens,9606,,,,Anopheles farauti,FALSE,Anopheles farauti,blood_meal,BloodMealMap,Papua New Guinea,,,2
Homo sapiens,9606,,,,Anopheles fluviatilis,FALSE,Anopheles fluviatilis,blood_meal,BloodMealMap,India; Iran; Pakistan,,,3
Homo sapiens,9606,,,,Anopheles freeborni,FALSE,Anopheles freeborni,blood_meal,BloodMealMap,Unites States,,,3
Homo sapiens,9606,,,,Anopheles funestus,FALSE,Anopheles funestus,blood_meal,BloodMealMap,Kenya; Madagascar; Tanzania,,,10
Homo sapiens,9606,,,,Anopheles gambiae,FALSE,Anopheles gambiae,blood_meal,BloodMealMap,Kenya; Senegal; Tanzania,,,17
Homo sapiens,9606,,,,Anopheles garnhami,FALSE,Anopheles garnhami,blood_meal,BloodMealMap,Ethiopia,,,3
Homo sapiens,9606,,,,Anopheles hyrcanus,FALSE,Anopheles hyrcanus,blood_meal,BloodMealMap,Iran; Serbia,,,4
Homo sapiens,9606,,,,Anopheles implexus,FALSE,Anopheles implexus,blood_meal,BloodMealMap,Uganda,,,1
Homo sapiens,9606,,,,Anopheles koliensis,FALSE,Anopheles koliensis,blood_meal,BloodMealMap,Papua New Guinea,,,2
Homo sapiens,9606,,,,Anopheles maculipalpis,FALSE,Anopheles maculipalpis,blood_meal,BloodMealMap,Madagascar,,,1
Homo sapiens,9606,,,,Anopheles maculipennis,FALSE,Anopheles maculipennis,blood_meal,BloodMealMap,Iran; Serbia; Switzerland,,,4
Homo sapiens,9606,,,,Anopheles marajoara,FALSE,Anopheles marajoara,blood_meal,BloodMealMap,Brazil,,,2
Homo sapiens,9606,,,,Anopheles marshalli,FALSE,Anopheles marshalli,blood_meal,BloodMealMap,Ethiopia,,,3
Homo sapiens,9606,,,,Anopheles mascarensis,FALSE,Anopheles mascarensis,blood_meal,BloodMealMap,Madagascar,,,1
Homo sapiens,9606,,,,Anopheles messeae,FALSE,Anopheles messeae,blood_meal,BloodMealMap,Russia,,,1
Homo sapiens,9606,,,,Anopheles moucheti,FALSE,Anopheles moucheti,blood_meal,BloodMealMap,Uganda,,,1
Homo sapiens,9606,,,,Anopheles multicolor,FALSE,Anopheles multicolor,blood_meal,BloodMealMap,Egypt,,,1
Homo sapiens,9606,,,,Anopheles nigerrimus,FALSE,Anopheles nigerrimus,blood_meal,BloodMealMap,Pakistan,,,1
Homo sapiens,9606,,,,Anopheles nuneztovari,FALSE,Anopheles nuneztovari,blood_meal,BloodMealMap,Brazil,,,3
Homo sapiens,9606,,,,Anopheles paludis,FALSE,Anopheles paludis,blood_meal,BloodMealMap,Uganda,,,1
Homo sapiens,9606,,,,Anopheles peryassui,FALSE,Anopheles peryassui,blood_meal,BloodMealMap,Brazil,,,1
Homo sapiens,9606,,,,Anopheles pharoensis,FALSE,Anopheles pharoensis,blood_meal,BloodMealMap,Egypt; Ethiopia; Kenya; Senegal; Tanzania,,,5
Homo sapiens,9606,,,,Anopheles plumbeus,FALSE,Anopheles plumbeus,blood_meal,BloodMealMap,Iran; Switzerland,,,2
Homo sapiens,9606,,,,Anopheles pretoriensis,FALSE,Anopheles pretoriensis,blood_meal,BloodMealMap,Madagascar,,,1
Homo sapiens,9606,,,,Anopheles punctimacula,FALSE,Anopheles punctimacula,blood_meal,BloodMealMap,Belize,,,1
Homo sapiens,9606,,,,Anopheles punctipennis,FALSE,Anopheles punctipennis,blood_meal,BloodMealMap,Unites States,,,3
Homo sapiens,9606,,,,Anopheles quadrimaculatus,FALSE,Anopheles quadrimaculatus,blood_meal,BloodMealMap,Unites States,,,4
Homo sapiens,9606,,,,Anopheles rufipes,FALSE,Anopheles rufipes,blood_meal,BloodMealMap,Madagascar,,,1
Homo sapiens,9606,,,,Anopheles saperoi,FALSE,Anopheles saperoi,blood_meal,BloodMealMap,Japan,,,1
Homo sapiens,9606,,,,Anopheles sergentii,FALSE,Anopheles sergentii,blood_meal,BloodMealMap,Egypt,,,1
Homo sapiens,9606,,,,Anopheles squamosus,FALSE,Anopheles squamosus,blood_meal,BloodMealMap,Madagascar,,,1
Homo sapiens,9606,,,,Anopheles stephensi,FALSE,Anopheles stephensi,blood_meal,BloodMealMap,Iran,,,1
Homo sapiens,9606,,,,Anopheles strodei,FALSE,Anopheles strodei,blood_meal,BloodMealMap,Brazil,,,1
Homo sapiens,9606,,,,Anopheles superpictus,FALSE,Anopheles superpictus,blood_meal,BloodMealMap,Iran,,,1
Homo sapiens,9606,,,,Anopheles tenebrosus,FALSE,Anopheles tenebrosus,blood_meal,BloodMealMap,Ethiopia,,,1
Homo sapiens,9606,,,,Anopheles triannulatus,FALSE,Anopheles triannulatus,blood_meal,BloodMealMap,Brazil,,,2
Homo sapiens,9606,,,,Anopheles varuna,FALSE,Anopheles varuna,blood_meal,BloodMealMap,India,,,1
Homo sapiens,9606,,,,Anopheles vestitipennis,FALSE,Anopheles vestitipennis,blood_meal,BloodMealMap,Belize,,,3
Homo sapiens,9606,,,,Anopheles wellcomei,FALSE,Anopheles wellcomei,blood_meal,BloodMealMap,Tanzania,,,1
Homo sapiens,9606,,,,Argas brumpti,FALSE,Argas brumpti,on_host_occurrence,TickMap,Zimbabwe,,,2
Homo sapiens,9606,,,,Argas confusus,FALSE,Argas confusus,on_host_occurrence,TickMap,South Africa,,,1
Homo sapiens,9606,,,,Argas reflexus,FALSE,Argas reflexus,on_host_occurrence,TickMap,United States,,,1
Homo sapiens,9606,,,,Armigeres subalbatus,FALSE,Armigeres subalbatus,blood_meal,BloodMealMap,Japan,,,3
Homo sapiens,9606,,,,Chagasia fajardi,FALSE,Chagasia fajardi,blood_meal,BloodMealMap,Brazil,,,2
Homo sapiens,9606,,,,Coquillettidia aurites,FALSE,Coquillettidia aurites,blood_meal,BloodMealMap,Kenya; Uganda,,,2
Homo sapiens,9606,,,,Coquillettidia fraseri,FALSE,Coquillettidia fraseri,blood_meal,BloodMealMap,Uganda,,,1
Homo sapiens,9606,,,,Coquillettidia fuscopennata,FALSE,Coquillettidia fuscopennata,blood_meal,BloodMealMap,Uganda,,,2
Homo sapiens,9606,,,,Coquillettidia karandalaensis,FALSE,Coquillettidia karandalaensis,blood_meal,BloodMealMap,Kenya,,,1
Homo sapiens,9606,,,,Coquillettidia linealis,FALSE,Coquillettidia linealis,blood_meal,BloodMealMap,Australia,,,2
Homo sapiens,9606,,,,Coquillettidia maculipennis,FALSE,Coquillettidia maculipennis,blood_meal,BloodMealMap,Uganda,,,1
Homo sapiens,9606,,,,Coquillettidia metallica,FALSE,Coquillettidia metallica,blood_meal,BloodMealMap,Uganda,,,1
Homo sapiens,9606,,,,Coquillettidia perturbans,FALSE,Coquillettidia perturbans,blood_meal,BloodMealMap,Unites States,,,3
Homo sapiens,9606,,,,Coquillettidia pseudoconopas,FALSE,Coquillettidia pseudoconopas,blood_meal,BloodMealMap,Uganda,,,2
Homo sapiens,9606,,,,Coquillettidia richiardii,FALSE,Coquillettidia richiardii,blood_meal,BloodMealMap,Hungary; Serbia; United Kingdom,,,3
Homo sapiens,9606,,,,Coquillettidia shannoni,FALSE,Coquillettidia shannoni,blood_meal,BloodMealMap,Brazil,,,1
Homo sapiens,9606,,,,Coquillettidia venezuelensis,FALSE,Coquillettidia venezuelensis,blood_meal,BloodMealMap,Brazil; Panama,,,4
Homo sapiens,9606,,,,Ctenocephalides canis,FALSE,Ctenocephalides canis,on_host_occurrence,FleaMap,Guatemala; United States,,,6
Homo sapiens,9606,,,,Ctenocephalides felis,FALSE,Ctenocephalides felis,on_host_occurrence,FleaMap,"Brazil; Liberia; Trinidad And Tobago; Tunisia; United States; Virgin Islands, U.S",,,32
Homo sapiens,9606,,,,Culex annulioris,FALSE,Culex annulioris,blood_meal,BloodMealMap,Kenya; Uganda,,,3
Homo sapiens,9606,,,,Culex annulirostris,FALSE,Culex annulirostris,blood_meal,BloodMealMap,Australia; Papua New Guinea,,,21
Homo sapiens,9606,,,,Culex antennatus,FALSE,Culex antennatus,blood_meal,BloodMealMap,Egypt; Kenya; Senegal; Uganda,,,6
Homo sapiens,9606,,,,Culex aureonotatus,FALSE,Culex aureonotatus,blood_meal,BloodMealMap,Brazil,,,1
Homo sapiens,9606,,,,Culex bastagarius,FALSE,Culex bastagarius,blood_meal,BloodMealMap,Brazil,,,1
Homo sapiens,9606,,,,Culex bidens,FALSE,Culex bidens,blood_meal,BloodMealMap,Brazil,,,1
Homo sapiens,9606,,,,Culex bitaeniorhynchus,FALSE,Culex bitaeniorhynchus,blood_meal,BloodMealMap,India; Pakistan; Singapore,,,5
Homo sapiens,9606,,,,Culex cedecei,FALSE,Culex cedecei,blood_meal,BloodMealMap,Unites States,,,2
Homo sapiens,9606,,,,Culex cheesmanae,FALSE,Culex cheesmanae,blood_meal,BloodMealMap,Unites States,,,1
Homo sapiens,9606,,,,Culex chidesteri,FALSE,Culex chidesteri,blood_meal,BloodMealMap,Brazil,,,2
Homo sapiens,9606,,,,Culex coronator,FALSE,Culex coronator,blood_meal,BloodMealMap,Brazil; Guatemala,,,3
Homo sapiens,9606,,,,Culex declarator,FALSE,Culex declarator,blood_meal,BloodMealMap,Brazil; Trinidad & Tobago,,,3
Homo sapiens,9606,,,,Culex dunni,FALSE,Culex dunni,blood_meal,BloodMealMap,Peru,,,1
Homo sapiens,9606,,,,Culex erraticus,FALSE,Culex erraticus,blood_meal,BloodMealMap,Unites States,,,2
Homo sapiens,9606,,,,Culex fuscocephala,FALSE,Culex fuscocephala,blood_meal,BloodMealMap,India,,,1
Homo sapiens,9606,,,,Culex gelidus,FALSE,Culex gelidus,blood_meal,BloodMealMap,India; Malaysia; Singapore,,,6
Homo sapiens,9606,,,,Culex globocoxitus,FALSE,Culex globocoxitus,blood_meal,BloodMealMap,Australia,,,1
Homo sapiens,9606,,,,Culex hilli,FALSE,Culex hilli,blood_meal,BloodMealMap,Australia,,,1
Homo sapiens,9606,,,,Culex hortensis,FALSE,Culex hortensis,blood_meal,BloodMealMap,Switzerland,,,1
Homo sapiens,9606,,,,Culex infula,FALSE,Culex infula,blood_meal,BloodMealMap,India,,,1
Homo sapiens,9606,,,,Culex insignis,FALSE,Culex insignis,blood_meal,BloodMealMap,Uganda,,,2
Homo sapiens,9606,,,,Culex iolambdis,FALSE,Culex iolambdis,blood_meal,BloodMealMap,Unites States,,,1
Homo sapiens,9606,,,,Culex lygrus,FALSE,Culex lygrus,blood_meal,BloodMealMap,Brazil,,,1
Homo sapiens,9606,,,,Culex mimeticus,FALSE,Culex mimeticus,blood_meal,BloodMealMap,Iran; Japan,,,2
Homo sapiens,9606,,,,Culex modestus,FALSE,Culex modestus,blood_meal,BloodMealMap,Russia; United Kingdom,,,2
Homo sapiens,9606,,,,Culex molestus,FALSE,Culex molestus,blood_meal,BloodMealMap,Australia,,,3
Homo sapiens,9606,,,,Culex neavei,FALSE,Culex neavei,blood_meal,BloodMealMap,Kenya,,,1
Homo sapiens,9606,,,,Culex nebulosus,FALSE,Culex nebulosus,blood_meal,BloodMealMap,Uganda,,,1
Homo sapiens,9606,,,,Culex nigripalpus,FALSE,Culex nigripalpus,blood_meal,BloodMealMap,Brazil; Guatemala; Trinidad & Tobago,,,4
Homo sapiens,9606,,,,Culex ocossa,FALSE,Culex ocossa,blood_meal,BloodMealMap,Peru,,,1
Homo sapiens,9606,,,,Culex orbostiensis,FALSE,Culex orbostiensis,blood_meal,BloodMealMap,Australia,,,1
Homo sapiens,9606,,,,Culex pedroi,FALSE,Culex pedroi,blood_meal,BloodMealMap,Trinidad & Tobago,,,1
Homo sapiens,9606,,,,Culex perexiguus,FALSE,Culex perexiguus,blood_meal,BloodMealMap,Iran,,,8
Homo sapiens,9606,,,,Culex pilosus,FALSE,Culex pilosus,blood_meal,BloodMealMap,Unites States,,,1
Homo sapiens,9606,,,,Culex pipiens,FALSE,Culex pipiens,blood_meal,BloodMealMap,Czechia; Egypt; Iran; Israel; Kenya; Russia; Serbia; Unites States,,,42
Homo sapiens,9606,,,,Culex pleuristriatus,FALSE,Culex pleuristriatus,blood_meal,BloodMealMap,Brazil,,,1
Homo sapiens,9606,,,,Culex poicilipes,FALSE,Culex poicilipes,blood_meal,BloodMealMap,Kenya; Senegal; Uganda,,,3
Homo sapiens,9606,,,,Culex pseudovishnui,FALSE,Culex pseudovishnui,blood_meal,BloodMealMap,India,,,3
Homo sapiens,9606,,,,Culex pullus,FALSE,Culex pullus,blood_meal,BloodMealMap,Australia,,,1
Homo sapiens,9606,,,,Culex pusillus,FALSE,Culex pusillus,blood_meal,BloodMealMap,Egypt,,,1
Homo sapiens,9606,,,,Culex quinquefasciatus,FALSE,Culex quinquefasciatus,blood_meal,BloodMealMap,Australia; Brazil; Ecuador; Guatemala; India; Iran; Japan; Kenya; Mexico; Nigeria; Pakistan; Singapore; Tanzania; Unites States,,,40
Homo sapiens,9606,,,,Culex restuans,FALSE,Culex restuans,blood_meal,BloodMealMap,Unites States,,,1
Homo sapiens,9606,,,,Culex ryukyensis,FALSE,Culex ryukyensis,blood_meal,BloodMealMap,Japan,,,1
Homo sapiens,9606,,,,Culex salinarius,FALSE,Culex salinarius,blood_meal,BloodMealMap,Unites States,,,1
Homo sapiens,9606,,,,Culex saltanensis,FALSE,Culex saltanensis,blood_meal,BloodMealMap,Brazil,,,1
Homo sapiens,9606,,,,Culex shanahani,FALSE,Culex shanahani,blood_meal,BloodMealMap,Japan,,,2
Homo sapiens,9606,,,,Culex sitiens,FALSE,Culex sitiens,blood_meal,BloodMealMap,Australia; Iran; Singapore,,,8
Homo sapiens,9606,,,,Culex steffani,FALSE,Culex steffani,blood_meal,BloodMealMap,Japan,,,1
Homo sapiens,9606,,,,Culex stigmatosoma,FALSE,Culex stigmatosoma,blood_meal,BloodMealMap,Unites States,,,1
Homo sapiens,9606,,,,Culex taeniopus,FALSE,Culex taeniopus,blood_meal,BloodMealMap,Guatemala,,,1
Homo sapiens,9606,,,,Culex tarsalis,FALSE,Culex tarsalis,blood_meal,BloodMealMap,Unites States,,,8
Homo sapiens,9606,,,,Culex thalassius,FALSE,Culex thalassius,blood_meal,BloodMealMap,Senegal; The Gambia,,,2
Homo sapiens,9606,,,,Culex theileri,FALSE,Culex theileri,blood_meal,BloodMealMap,ESP; Iran; South Africa,,,5
Homo sapiens,9606,,,,Culex tritaeniorhynchus,FALSE,Culex tritaeniorhynchus,blood_meal,BloodMealMap,India; Iran; Japan; Malaysia; Pakistan; Senegal; Singapore,,,12
Homo sapiens,9606,,,,Culex univittatus,FALSE,Culex univittatus,blood_meal,BloodMealMap,Egypt; Kenya; Senegal; Uganda,,,10
Homo sapiens,9606,,,,Culex vansomereni,FALSE,Culex vansomereni,blood_meal,BloodMealMap,Kenya,,,1
Homo sapiens,9606,,,,Culex vishnui,FALSE,Culex vishnui,blood_meal,BloodMealMap,India; Singapore,,,5
Homo sapiens,9606,,,,Culex wamanguae,FALSE,Culex wamanguae,blood_meal,BloodMealMap,Unites States,,,1
Homo sapiens,9606,,,,Culex whitmorei,FALSE,Culex whitmorei,blood_meal,BloodMealMap,India,,,1
Homo sapiens,9606,,,,Culiseta incidens,FALSE,Culiseta incidens,blood_meal,BloodMealMap,Unites States,,,1
Homo sapiens,9606,,,,Culiseta inornata,FALSE,Culiseta inornata,blood_meal,BloodMealMap,Unites States,,,1
Homo sapiens,9606,,,,Deinocerites cancer,FALSE,Deinocerites cancer,blood_meal,BloodMealMap,Panama,,,1
Homo sapiens,9606,,,,Deinocerites epitedeus,FALSE,Deinocerites epitedeus,blood_meal,BloodMealMap,Panama,,,1
Homo sapiens,9606,,,,Dermacentor albipictus,FALSE,Dermacentor albipictus,on_host_occurrence,TickMap,United States; United States of America,,,10
Homo sapiens,9606,,,,Dermacentor andersoni,FALSE,Dermacentor andersoni,on_host_occurrence,TickMap,United States,,Rickettsia peacockii,16
Homo sapiens,9606,,,,Dermacentor hunteri,FALSE,Dermacentor hunteri,on_host_occurrence,TickMap,United States of America,,,10
Homo sapiens,9606,,,,Dermacentor marginatus,FALSE,Dermacentor marginatus,on_host_occurrence,TickMap,Turkey,,,32
Homo sapiens,9606,,,,Dermacentor niveus,FALSE,Dermacentor niveus,on_host_occurrence,TickMap,Turkey,,,21
Homo sapiens,9606,,,,Dermacentor occidentalis,FALSE,Dermacentor occidentalis,on_host_occurrence,TickMap,United States of America,,,16
Homo sapiens,9606,,,,Dermacentor variabilis,FALSE,Dermacentor variabilis,on_host_occurrence,TickMap,United States; United States of America,,Borrelia burgdorferi; Rickettsia montanensis; Rickettsia rickettsii,5165
Homo sapiens,9606,,,,Echidnophaga gallinacea,FALSE,Echidnophaga gallinacea,on_host_occurrence,FleaMap,United States,,,1
Homo sapiens,9606,,,,Haemagogus janthinomys,FALSE,Haemagogus janthinomys,blood_meal,BloodMealMap,Brazil,,,10
Homo sapiens,9606,,,,Haemagogus leucocelaenus,FALSE,Haemagogus leucocelaenus,blood_meal,BloodMealMap,Brazil,,,4
Homo sapiens,9606,,,,Haemaphysalis concinna,FALSE,Haemaphysalis concinna,on_host_occurrence,TickMap,Turkey,,,17
Homo sapiens,9606,,,,Haemaphysalis erinacei,FALSE,Haemaphysalis erinacei,on_host_occurrence,TickMap,Turkey,,,1
Homo sapiens,9606,,,,Haemaphysalis flava,FALSE,Haemaphysalis flava,on_host_occurrence,TickMap,South Korea,,neg,4
Homo sapiens,9606,,,,Haemaphysalis leachi,FALSE,Haemaphysalis leachi,on_host_occurrence,TickMap,"Congo, The Democratic Republic of The; Nigeria",,,2
Homo sapiens,9606,,,,Haemaphysalis leporispalustris,FALSE,Haemaphysalis leporispalustris,on_host_occurrence,TickMap,United States of America,,,3
Homo sapiens,9606,,,,Haemaphysalis longicornis,FALSE,Haemaphysalis longicornis,on_host_occurrence,TickMap,United States of America,,,8
Homo sapiens,9606,,,,Haemaphysalis paraleachi,FALSE,Haemaphysalis paraleachi,on_host_occurrence,TickMap,Sudan,,,1
Homo sapiens,9606,,,,Haemaphysalis parmata,FALSE,Haemaphysalis parmata,on_host_occurrence,TickMap,Cote D'Ivoire,,,1
Homo sapiens,9606,,,,Haemaphysalis parva,FALSE,Haemaphysalis parva,on_host_occurrence,TickMap,Turkey,,,19
Homo sapiens,9606,,,,Haemaphysalis punctata,FALSE,Haemaphysalis punctata,on_host_occurrence,TickMap,Turkey,,,18
Homo sapiens,9606,,,,Haemaphysalis sulcata,FALSE,Haemaphysalis sulcata,on_host_occurrence,TickMap,Turkey,,,2
Homo sapiens,9606,,,,Heizmannia kana,FALSE,Heizmannia kana,blood_meal,BloodMealMap,Japan,,,1
Homo sapiens,9606,,,,Hodgesia cyptopus,FALSE,Hodgesia cyptopus,blood_meal,BloodMealMap,Uganda,,,1
Homo sapiens,9606,,,,Hyalomma aegyptium,FALSE,Hyalomma aegyptium,on_host_occurrence,TickMap,Turkey,,,25
Homo sapiens,9606,,,,Hyalomma anatolicum,FALSE,Hyalomma anatolicum,on_host_occurrence,TickMap,Turkey,,,27
Homo sapiens,9606,,,,Hyalomma dromedarii,FALSE,Hyalomma dromedarii,on_host_occurrence,TickMap,Turkey,,,13
Homo sapiens,9606,,,,Hyalomma excavatum,FALSE,Hyalomma excavatum,on_host_occurrence,TickMap,Turkey,,,21
Homo sapiens,9606,,,,Hyalomma impeltatum,FALSE,Hyalomma impeltatum,on_host_occurrence,TickMap,Algeria,,,1
Homo sapiens,9606,,,,Hyalomma impressum,FALSE,Hyalomma impressum,on_host_occurrence,TickMap,South Africa,,,1
Homo sapiens,9606,,,,Hyalomma isaaci,FALSE,Hyalomma isaaci,on_host_occurrence,TickMap,Turkey,,,10
Homo sapiens,9606,,,,Hyalomma lusitanicum,FALSE,Hyalomma lusitanicum,on_host_occurrence,TickMap,Morocco,,,2
Homo sapiens,9606,,,,Hyalomma marginatum,FALSE,Hyalomma marginatum,on_host_occurrence,TickMap,Turkey,,,71
Homo sapiens,9606,,,,Hyalomma rufipes,FALSE,Hyalomma rufipes,on_host_occurrence,TickMap,Turkey,,,6
Homo sapiens,9606,,,,Hyalomma scupense,FALSE,Hyalomma scupense,on_host_occurrence,TickMap,Morocco; Turkey,,,55
Homo sapiens,9606,,,,Hyalomma truncatum,FALSE,Hyalomma truncatum,on_host_occurrence,TickMap,Nigeria,,,2
Homo sapiens,9606,,,,Hyalomma turanicum,FALSE,Hyalomma turanicum,on_host_occurrence,TickMap,Turkey,,,16
Homo sapiens,9606,,,,Ixodes affinis,FALSE,Ixodes affinis,on_host_occurrence,TickMap,United States of America,,,6
Homo sapiens,9606,,,,Ixodes cavipalpus,FALSE,Ixodes cavipalpus,on_host_occurrence,TickMap,Angola,,,1
Homo sapiens,9606,,,,Ixodes cookei,FALSE,Ixodes cookei,on_host_occurrence,TickMap,United States; United States of America,,Borrelia burgdorferi,73
Homo sapiens,9606,,,,Ixodes cumulatimpunctatus,FALSE,Ixodes cumulatimpunctatus,on_host_occurrence,TickMap,Cote D'Ivoire,,,1
Homo sapiens,9606,,,,Ixodes dentatus,FALSE,Ixodes dentatus,on_host_occurrence,TickMap,United States of America,,,25
Homo sapiens,9606,,,,Ixodes hexagonus,FALSE,Ixodes hexagonus,on_host_occurrence,TickMap,Turkey,,,1
Homo sapiens,9606,,,,Ixodes laguri,FALSE,Ixodes laguri,on_host_occurrence,TickMap,Turkey,,,1
Homo sapiens,9606,,,,Ixodes marxi,FALSE,Ixodes marxi,on_host_occurrence,TickMap,United States of America,,,8
Homo sapiens,9606,,,,Ixodes muris,FALSE,Ixodes muris,on_host_occurrence,TickMap,United States; United States of America,,,25
Homo sapiens,9606,,,,Ixodes pacificus,FALSE,Ixodes pacificus,on_host_occurrence,TickMap,United States; United States of America,,Anaplasma phacotyophilum; Anaplasma phagocytophilum; Borrelia burgdorferi s.l.; Ehrlichia chaffeensis; Borrelia burgdorferi sensu stricto; Borrelia burgdorferi sensu stricto; and Borrelia miyamotoi; Borrelia burgdorferi sensu stricto; Borrelia miyamotoi; Borrelia lanei; Borrelia miyamotoi,97
Homo sapiens,9606,,,,Ixodes rageaui,FALSE,Ixodes rageaui,on_host_occurrence,TickMap,Kenya,,,1
Homo sapiens,9606,,,,Ixodes redikorzevi,FALSE,Ixodes redikorzevi,on_host_occurrence,TickMap,Turkey,,,2
