analysis_unit_id,readiness_disease_name,disease_name,species_name,tax_id,species_role,sdm_needed_for_disease,host_role_assignment,host_role_confidence,host_role_needs_manual_review,host_role_assignment_status,vector_role_assignment,vector_role_confidence,vector_role_needs_manual_review,vector_role_assignment_status,sdm_available,sdm_species
master_6,West Nile fever,West Nile fever,Nannopterum auritum,56069,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Nestor notabilis,176057,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Odocoileus virginianus,9874,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Odocoileus virginianus
master_6,West Nile fever,West Nile fever,Oena capensis,115679,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Oena capensis
master_6,West Nile fever,West Nile fever,Orcinus orca,9733,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Oriolus flavocinctus,449354,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Oryctolagus cuniculus,9986,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Oryctolagus cuniculus
master_6,West Nile fever,West Nile fever,Ovis aries,9940,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Ovis aries
master_6,West Nile fever,West Nile fever,Pan troglodytes,9598,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Pan troglodytes
master_6,West Nile fever,West Nile fever,Pandion haliaetus,56262,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Panthera leo,9689,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Panthera leo
master_6,West Nile fever,West Nile fever,Panthera tigris,9694,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Panthera tigris
master_6,West Nile fever,West Nile fever,Panthera uncia,29064,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Parus major,9157,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Passer,2705460,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Passer domesticus,48849,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Pelecanus erythrorhynchos,33618,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Pelecanus occidentalis,37043,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Pelophylax ridibundus,8406,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Peromyscus leucopus,10041,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Peromyscus leucopus
master_6,West Nile fever,West Nile fever,Phalacrocorax carbo,9209,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Phasianus colchicus,9054,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Pheucticus melanocephalus,371919,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Phoca vitulina,9720,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Phoca vitulina
master_6,West Nile fever,West Nile fever,Phoenicoparrus andinus,704177,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Phoenicopterus,2729511,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Phoenicopterus chilensis,117000,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Phoenicopterus roseus,435638,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Phoenicopterus ruber,9217,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Phylloscopus collybita,48150,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Pica hudsonia,158052,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Pica nuttalli,114087,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Pica pica,34924,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Pipistrellus hesperidus,294653,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Pluvialis apricaria,670352,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Podiceps cristatus,345573,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Podiceps nigricollis,85099,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Poecile atricapillus,48891,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Poecile carolinensis,48892,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Procyon lotor,9654,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Procyon lotor
master_6,West Nile fever,West Nile fever,Prunella modularis,181117,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Pteropus alecto,9402,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Pteropus alecto
master_6,West Nile fever,West Nile fever,Puma concolor,9696,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Puma concolor
master_6,West Nile fever,West Nile fever,Pyrrhocorax graculus,56789,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Pyrrhocorax graculus
master_6,West Nile fever,West Nile fever,Quelea quelea,187445,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Quiscalus major,84780,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Quiscalus quiscula,84782,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Rallus aquaticus,54496,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Rattus norvegicus,10116,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Rattus norvegicus
master_6,West Nile fever,West Nile fever,Rattus rattus,10117,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Rattus rattus
master_6,West Nile fever,West Nile fever,Rousettus aegyptiacus,9407,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Rousettus aegyptiacus
master_6,West Nile fever,West Nile fever,Rousettus leschenaultii,9408,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Rousettus leschenaultii
master_6,West Nile fever,West Nile fever,Sciurus carolinensis,30640,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Sciurus carolinensis
master_6,West Nile fever,West Nile fever,Sciurus niger,34861,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Sciurus niger
master_6,West Nile fever,West Nile fever,Serinus canaria,9135,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Sigmodon hispidus,42415,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Sigmodon hispidus
master_6,West Nile fever,West Nile fever,Spatula querquedula,75856,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Spheniscus humboldti,9240,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Spinus tristis,54773,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Sternula albifrons,507597,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Sternula antillarum,471862,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Streptopelia capicola,135634,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Streptopelia decaocto,177147,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Strix aluco,111821,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Strix nebulosa,126836,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Strix nebulosa
master_6,West Nile fever,West Nile fever,Strix nebulosa,507975,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Strix nebulosa
master_6,West Nile fever,West Nile fever,Strix varia,57075,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Sturnus vulgaris,9172,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Sus scrofa,9823,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Sus scrofa
master_6,West Nile fever,West Nile fever,Sylvia atricapilla,48155,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Syncerus caffer,9970,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Syncerus caffer
master_6,West Nile fever,West Nile fever,Tadarida brasiliensis,9438,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Tadarida brasiliensis
master_6,West Nile fever,West Nile fever,Toxostoma rufum,58210,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Trichoglossus haematodus,176049,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Trichoglossus moluccanus,1549204,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Turdus merula,9187,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Turdus migratorius,9188,host,optional,amplifying_host,medium,TRUE,draft_source_backed,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Turdus philomelos,127946,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Tyto alba,56313,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Ursus americanus,9643,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Ursus americanus
master_6,West Nile fever,West Nile fever,Ursus arctos,9644,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Ursus arctos
master_6,West Nile fever,West Nile fever,Ursus maritimus,29073,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Ursus maritimus
master_6,West Nile fever,West Nile fever,Vanellus spinosus,8909,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Vanellus vanellus,100859,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Vicugna pacos,30538,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,Vulpes vulpes,9627,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Vulpes vulpes
master_6,West Nile fever,West Nile fever,Zenaida macroura,47245,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,acomys cahirinus,10068,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,acomys dimidiatus,60744,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,aethomys kaiseri,253247,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,alcedo atthis,36245,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,babyrousa babyrussa,41806,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,burhinus oedicnemus,85105,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,cercopithecus nictitans,36228,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,clamator glandarius,78203,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,corvus tristis,1196314,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,crocidura olivieri,214449,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,ctenodactylus gundi,10166,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,dama dama,30532,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,dasymys incomtus,71173,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,dipodillus dasyurus,723804,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,elephas maximus,9783,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,emberiza calandra,460200,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,eulemur fulvus,13515,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,galagoides demidoff,89672,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,gerbillus pyramidum,298882,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,giraffa camelopardalis,9894,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,hesperosciurus griseus,53278,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,lemur catta,9447,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,lepilemur edwardsi,122230,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,lepilemur mustelinus,9453,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,lepus californicus,48087,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,macaca sinica,9552,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,microtus guentheri,269655,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,millardia meltada,121583,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,mops condylurus,258863,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,myotis lucifugus,59463,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Myotis lucifugus
master_6,West Nile fever,West Nile fever,myotis septentrionalis,258941,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,neophron percnopterus,33608,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,oreamnos americanus,34873,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,perodicticus potto,9472,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,propithecus coquereli,379532,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,propithecus verreauxi,34825,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,pteropus rufus,196297,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,pteropus scapulatus,94117,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,rangifer tarandus,9870,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Rangifer tarandus
master_6,West Nile fever,West Nile fever,rhinoceros unicornis,9809,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,sekeetamys calurus,298884,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,spermophilus citellus,9997,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,talpa romana,52886,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,tamias striatus,45474,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,tamiasciurus hudsonicus,10009,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,tatera indica,186471,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,thallomys nigricauda,371826,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,tringa ochropus,261960,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,zapus hudsonius,160400,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_6,West Nile fever,West Nile fever,aedes albopictus,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,aedes alternans,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,aedes australis,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,aedes canadensis,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,aedes cantans,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,aedes caspius,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,aedes detritus,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,aedes dorsalis,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,aedes excrucians,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,aedes geniculatus,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,aedes japonicus,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,aedes japonicus japonicus,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,aedes kochi,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,aedes melanimon,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,aedes normanensis,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,aedes notoscriptus,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,aedes procax,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,aedes rusticus,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,aedes sierrensis,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,aedes spp,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,aedes taeniorhynchus,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,aedes tremulus,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,aedes triseriatus,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,aedes vexans,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,aedes vigilax,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,anopheles amictus,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,anopheles atroparvus,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,anopheles maculipennis s s,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,anopheles plumbeus,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,coquillettidia linealis,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,coquillettidia perturbans,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,coquillettidia richiardii,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culex annulirostris,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culex australicus,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culex bitaeniorhynchus,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culex erythrothorax,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culex gelidus,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culex incidens,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culex modestus,,vector,yes,,,,,main_vector,high,TRUE,draft_source_backed,FALSE,
master_6,West Nile fever,West Nile fever,culex molestus,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culex neavei group,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culex nigripalpus,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culex perexiguus,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culex pervigilans,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culex pipiens,,vector,yes,,,,,main_vector,high,TRUE,draft_source_backed,FALSE,
master_6,West Nile fever,West Nile fever,culex pipiens biotype molestus,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culex pipiens biotype molestus x culex quinquefasciatus,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culex pipiens biotype pipiens,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culex pipiens biotype pipiens x biotype molestus,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culex pipiens biotype pipiens x culex quinquefasciatus,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culex pipiens pipiens,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culex pipiens quinquefasciatus,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culex pipiens restuans,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culex pipiens s l,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culex quinquefasciatus,,vector,yes,,,,,main_vector,high,TRUE,draft_source_backed,FALSE,
master_6,West Nile fever,West Nile fever,culex restuans,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culex salinarius,,vector,yes,,,,,epidemic_vector,medium,TRUE,draft_source_backed,FALSE,
master_6,West Nile fever,West Nile fever,culex sitiens,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culex spp,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culex squamosus,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culex stigmatosoma,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culex tarsalis,,vector,yes,,,,,main_vector,high,TRUE,draft_source_backed,FALSE,
master_6,West Nile fever,West Nile fever,culex thriambus,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culex torrentium,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culex univittatus,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culex vansomereni,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culiseta inornata,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,culiseta melanura,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,ochlerotatus caspius,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,ochlerotatus dorsalis,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,ochlerotatus melanimon,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,ochlerotatus sierrensis,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,verrallina carmenti,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,verrallina funerea,,vector,yes,,,,,,,,,FALSE,
master_6,West Nile fever,West Nile fever,verrallina lineato,,vector,yes,,,,,,,,,FALSE,
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,Antidorcas marsupialis,59523,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Antidorcas marsupialis
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,Atelerix albiventris,9368,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Atelerix albiventris
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,Bos taurus,9913,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Bos taurus
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,Bubalus bubalis,89462,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Bubalus bubalis
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,Camelus bactrianus,9837,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Camelus bactrianus
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,Camelus dromedarius,9838,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Camelus dromedarius
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,Canis lupus,9612,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Canis lupus
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,Capra hircus,9925,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Capra hircus
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,Capricornis milneedwardsii,1073286,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,FALSE,
master_7,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,Ceratotherium simum,9807,host,optional,host_presence_only,low,TRUE,candidate_only,,,,,TRUE,Ceratotherium simum
